"",id,title,authors,doi,link,pub_year,type,abstract,source,pub_title
30,30,On-line implementation of transient stability assessment in an energy management system,G. C. Ejebe; C. Jing; B. Gao; J. G. Waight; G. Pieper; F. Jamshidian; P. Hirsch,10.1109/PESW.2000.849935,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=849935,2000.0,IEEE Conferences,This paper describes the implementation of on-line transient stability as part of the EMS at Northern States Power Company (NSP). The main focus of this project is the implementation of the result...,IEEE Xplore,2000 IEEE Power Engineering Society Winter Meeting. Conference Proceedings (Cat. No.00CH37077)
31,31,Characterizing intrusion tolerant systems using a state transition model,K. Goseva-Popstojanova; Feiyi Wang; Rong Wang; Fengmin Gong; K. Vaidyanathan; K. Trivedi; B. Muthusamy,10.1109/DISCEX.2001.932173,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=932173,2001.0,IEEE Conferences,Intrusion detection and response research has so far mostly concentrated on known and well-defined attacks. We believe that this narrow focus of attacks accounts for both the successes and limitat...,IEEE Xplore,Proceedings DARPA Information Survivability Conference and Exposition II. DISCEX'01
32,32,Antenna Mode Switching for Full-Duplex Destination-Based Jamming Secure Transmission,Y. Li; R. Zhao; L. Fan; A. Liu,10.1109/ACCESS.2018.2791638,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8253443,2018.0,IEEE Journals,"We investigate the secrecy rate optimization problem in a wiretap channel with a single-antenna source, a single-antenna eavesdropper, and a multiple-antenna full-duplex (FD) destination. To fully...",IEEE Xplore,IEEE Access
33,33,A formal security model for microprocessor hardware,V. Lotz; V. Kessler; G. H. Walter,10.1109/32.879809,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=879809,2000.0,IEEE Journals,The paper introduces a formal security model for a microprocessor hardware system. The model has been developed as part of the evaluation process of the processor product according to ITSEC assura...,IEEE Xplore,IEEE Transactions on Software Engineering
34,34,Modeling of embedded non-volatile memories using Array Emulation for Full Chip spice and mixed mode design verification of complex automotive SOCs,G. S. Harinarayan; M. Rana; K. Abhishek,10.1109/ICRAIE.2016.7939463,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7939463,2016.0,IEEE Conferences,"Application code and data size have increased manifold in designs created these days, increasing the usage of embedded non-volatile memory (NVM) inside Automotive SOCs. Embedded NVM provides bette...",IEEE Xplore,2016 International Conference on Recent Advances and Innovations in Engineering (ICRAIE)
35,35,ATM security with firewalls,C. Simon; A. Torok,10.1109/ISCC.2000.860637,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=860637,2000.0,IEEE Conferences,In current ATM networks the security issues are gaining a broad attention. For a higher customer satisfaction the service providers must guarantee the security of the user data. Unlike the existin...,IEEE Xplore,Proceedings ISCC 2000. Fifth IEEE Symposium on Computers and Communications
36,36,Algorithmic Analysis of the System Based on the Functioning Table and Information Security,A. Kabulov; I. Yarashov; A. Otakhonov,10.1109/IEMTRONICS55184.2022.9795746,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9795746,2022.0,IEEE Conferences,"Systems are ideally and rapidly evolving with the development of the Internet and modern web technologies. Example, Ecological monitoring information system has become very important in determinin...",IEEE Xplore,"2022 IEEE International IOT, Electronics and Mechatronics Conference (IEMTRONICS)"
37,37,Public Cultural Services Recommendation System Architecture,S. Ye; Y. Yang; W. Huang; J. Wang; G. Zhang,10.1109/QRS-C.2017.73,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8004350,2017.0,IEEE Conferences,Public cultural sharing service plays an important role in the public cultural platform. The recommender systems can bring users useful cultural resources and information. For safety and security ...,IEEE Xplore,"2017 IEEE International Conference on Software Quality, Reliability and Security Companion (QRS-C)"
38,38,A Fast Solution Method for Large-Scale Unit Commitment Based on Virtual Power Boundary,C. Liu; Q. Zhai; Y. Zhou,10.1109/CAC57257.2022.10055003,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10055003,2022.0,IEEE Conferences,This paper investigates the fast solution difficulty for large-scale unit commitment (UC) problems. The UC problem is a typical puzzle in the scheduling of power systems. Lagrangian relaxation (LR...,IEEE Xplore,2022 China Automation Congress (CAC)
39,39,On State Transition Probability and Performance of Direct Acyclic Graph Based Ledgers,Z. Xie; S. Dang; Z. Zhang,10.1109/TMC.2023.3265259,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10093973,2023.0,IEEE Early Access Articles,Direct acyclic graph (DAG) based ledgers with multi-chain structures aim to solve the technical bottlenecks associated with classical blockchain technologies in the Internet of Things (IoT). The b...,IEEE Xplore,IEEE Transactions on Mobile Computing
40,40,Rapid Security Situation Prediction of Smart Grid Based on Markov Chain,J. Gao; H. Bai; D. Wang; L. Wang; C. Huo; Y. Hou,10.1109/ITNEC.2019.8729202,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8729202,2019.0,IEEE Conferences,"Based on Markov chain analysis method, the situation prediction of smart grid security and stability can be judged in this paper. First component state transition probability matrix and component ...",IEEE Xplore,"2019 IEEE 3rd Information Technology, Networking, Electronic and Automation Control Conference (ITNEC)"
41,41,Probabilistic approach for Intrusion Detection System - FOMC technique,A. S. Aneetha; S. Bose,10.1109/ICoAC.2014.7229705,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7229705,2014.0,IEEE Conferences,"Detection of unexpected and emerging new threats has become a necessity for secured internet communication with absolute data confidentiality, integrity, and availability. Design and development o...",IEEE Xplore,2014 Sixth International Conference on Advanced Computing (ICoAC)
42,42,Real-time risk assessment based on hidden Markov model and security configuration,D. Yu-Ting; Q. Hai-Peng; T. Xi-Long,10.1109/InfoSEEE.2014.6946191,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6946191,2014.0,IEEE Conferences,Most of the existing risk assessment methods are generally limited to external factors and ignore internal factors. Here we introduce a real-time method to network risk assessment that takes both ...,IEEE Xplore,"2014 International Conference on Information Science, Electronics and Electrical Engineering"
43,43,A cloud-assisted malware detection and suppression framework for wireless multimedia system in IoT based on dynamic differential game,W. Zhou; B. Yu,10.1109/CC.2018.8300282,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8300282,2018.0,IEEE Magazines,"As a novel dynamic network service infrastructure, Internet of Things (IoT) has gained remarkable popularity with obvious superiorities in the interoperability and real-time communication. Despite...",IEEE Xplore,China Communications
44,44,Software defined network: Future of networking,A. Prajapati; A. Sakadasariya; J. Patel,10.1109/ICISC.2018.8399028,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399028,2018.0,IEEE Conferences,"The digital world we live in has been lead by the evolution of Internet, which has created revolution. Today almost everything is connected and accessible from anywhere, everywhere. Unfortunately,...",IEEE Xplore,2018 2nd International Conference on Inventive Systems and Control (ICISC)
45,45,"Frequency Response Capabilities of Utility-scale Battery Energy Storage Systems, with Application to the August 2018 Separation Event in Australia",M. G. Dozein; P. Mancarella,10.1109/ICPES47639.2019.9105646,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9105646,2019.0,IEEE Conferences,This paper is aimed to investigate the capabilities of utility-scale energy storage system (BESS) in provision of both contingency and regulation frequency control ancillary services (FCAS). In pa...,IEEE Xplore,2019 9th International Conference on Power and Energy Systems (ICPES)
46,46,Context-Aware Quantification for VANET Security: A Markov Chain-Based Scheme,J. Wang; H. Chen; Z. Sun,10.1109/ACCESS.2020.3017557,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9170576,2020.0,IEEE Journals,"Recently, the quantification of VANET security has drawn significant attention due to the lack of standard computational metrics. The salient features of VANET, such as highly dynamic connections,...",IEEE Xplore,IEEE Access
47,47,Security against hardware Trojan through a novel application of design obfuscation,R. S. Chakraborty; S. Bhunia,10.1145/1687399.1687424,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5361306,2009.0,IEEE Conferences,"Malicious hardware Trojan circuitry inserted in safety-critical applications is a major threat to national security. In this work, we propose a novel application of a key-based obfuscation techniq...",IEEE Xplore,2009 IEEE/ACM International Conference on Computer-Aided Design - Digest of Technical Papers
48,48,Incorporating quality requirements in software migration process,Ying Zou,10.1109/STEP.2003.15,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1372147,2003.0,IEEE Conferences,"The reengineering of legacy software systems to modern object oriented platforms has received significant attention over the past few years. However, most often the reengineering process ignores t...",IEEE Xplore,Eleventh Annual International Workshop on Software Technology and Engineering Practice
49,49,A Network Security Dynamic Situation Forecasting Method,L. Juan; L. Tao; L. Gang,10.1109/IFITA.2009.42,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5231537,2009.0,IEEE Conferences,"This paper proposes a network security dynamic situation forecasting method (Unbiased Gray Markov Forecasting Method: UGM_HM), which based on the Unbiased Grey system theory and Markov Forecasting...",IEEE Xplore,2009 International Forum on Information Technology and Applications
50,50,Impact on Bulk Power System Reliability Performance And Voltage Security By Changing The States of System Network,K. Gita; A. K. Yadav,10.1109/ICPEDC47771.2019.9036667,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9036667,2019.0,IEEE Conferences,This paper discussed the effect of states change of original network on reliability performance and voltage security with the objective to minimize the interrupted load of the system. Tap change o...,IEEE Xplore,2019 2nd International Conference on Power and Embedded Drive Control (ICPEDC)
51,51,State space approach to security quantification,C. Griffin; B. Madan; T. Trivedi,10.1109/COMPSAC.2005.145,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1508089,2005.0,IEEE Conferences,"In this paper, we describe three different state space models for analyzing the security of a software system. In the first part of this paper, we utilize a semi-Markov process (SMP) to model the ...",IEEE Xplore,29th Annual International Computer Software and Applications Conference (COMPSAC'05)
52,52,Component Model of Grid Cyber Physical Systems Based on Finite Automata,G. Lin; S. Liu; Y. Wang,10.1109/IAEAC47372.2019.8997800,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8997800,2019.0,IEEE Conferences,the power system is gradually developing into a grid cyber physical system with deep integration of information systems and physical systems on the basis of informatization and automation. Studyin...,IEEE Xplore,"2019 IEEE 4th Advanced Information Technology, Electronic and Automation Control Conference (IAEAC)"
53,53,Bus Driver controller with hazard detection for FlexRay protocol 3.0.1,C. -C. Wang; Zong-You Hou; Chih-Lin Chen,10.1109/ICIAS.2014.6869453,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6869453,2014.0,IEEE Conferences,"A Bus Driver (BD) controller design is presented in this investigation, where all of the hazard detection and protection required by FlexRay 3.0.1 are integrated and realized, including under-volt...",IEEE Xplore,2014 5th International Conference on Intelligent and Advanced Systems (ICIAS)
54,54,Using Reinforcement Learning to Increase Grid Security Under Contingency Conditions,S. Verzi; R. Guttromson; A. Sorensen,10.1109/KPEC54747.2022.9814746,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9814746,2022.0,IEEE Conferences,"Grid operating security studies are typically employed to establish operating boundaries, ensuring secure and stable operation for a range of operation under NERC guidelines. However, if these bou...",IEEE Xplore,2022 IEEE Kansas Power and Energy Conference (KPEC)
55,55,Design of a visualization system of sequential logic chip based on SVG,Zhifeng Chen; Qingbao Li; Li Zhou,10.1109/ICCDA.2010.5541514,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5541514,2010.0,IEEE Conferences,"With the development of large scale integrated circuit, the complexity of the chip has increased, and the analysis has become more difficult. This paper presents a new sequential logic chip analys...",IEEE Xplore,2010 International Conference On Computer Design and Applications
56,56,"Building a secure, location transparent object invocation system",W. S. Liao; D. M. Putzolu; R. H. Campbell,10.1109/IWOOS.1995.470571,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=470571,1995.0,IEEE Conferences,"This paper addresses efficient object invocation in distributed systems. Such systems include support for transparent object migration between computers connected by a network, delegation and revo...",IEEE Xplore,Proceedings of International Workshop on Object Orientation in Operating Systems
57,57,Static Vulnerabilities Detection Based on Extended Vulnerability State Machine Model,B. Liang,10.1109/NSWCTC.2009.10,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4908466,2009.0,IEEE Conferences,"A static vulnerability detection method based on an extended vulnerability state machine is proposed in this paper. In this method, the state space of state machine model is extended. The security...",IEEE Xplore,"2009 International Conference on Networks Security, Wireless Communications and Trusted Computing"
58,58,An autonomic and policy-based authorization framework for OpenFlow networks,D. Rosendo; P. T. Endo; D. Sadok; J. Kelner,10.23919/CNSM.2017.8255990,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8255990,2017.0,IEEE Conferences,"The Network Access Control (NAC) management is a critical task, especially in current networks that are composed of many heterogeneous things (Internet of Things) connected to share data, resource...",IEEE Xplore,2017 13th International Conference on Network and Service Management (CNSM)
59,59,ESCA: Effective System Call Aggregation for Event-Driven Servers,Y. -C. Cheng; C. -C. J. Huang; C. -H. Tu,10.1109/PDP55904.2022.00012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9756707,2022.0,IEEE Conferences,The switches between a non-privileged application and the OS kernel running in the CPU’s supervisor mode have been inducing performance costs despite manufacturer efforts to provide special instru...,IEEE Xplore,"2022 30th Euromicro International Conference on Parallel, Distributed and Network-based Processing (PDP)"
60,60,Controlling aggregation in distributed object systems: a graph-based approach,Z. Tari; A. Fry,10.1109/71.970557,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=970557,2001.0,IEEE Journals,The Distributed Object Kernel is a federated database system providing a set of services which allow cooperative processing across different databases. The focus of this paper is the design of a D...,IEEE Xplore,IEEE Transactions on Parallel and Distributed Systems
61,61,Software and hardware co-verification for privacy-enhanced passive UHF RFID tag,Y. Li; T. Naksone; K. Sakiyama,10.1109/ISEMC.2014.6899069,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6899069,2014.0,IEEE Conferences,RFID system is one of the most important components for the construction of the Internet of Things. The wireless communication between the tag reader and the RFID tag is based on electromagnetic r...,IEEE Xplore,2014 IEEE International Symposium on Electromagnetic Compatibility (EMC)
62,62,Security evaluation of proactive secret sharing cryptosystem,S. Tingjun,10.1109/CCCM.2009.5268108,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5268108,2009.0,IEEE Conferences,"The proactive secret sharing (PSS) scheme divides the lifetime of a secret into a series of time periods, in which the shares are periodically updated without changing the secret. This paper propo...",IEEE Xplore,"2009 ISECS International Colloquium on Computing, Communication, Control, and Management"
