"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Method for Assessment of Security-Relevant Settings in Anomaly-Based Intrusion Detection for Industrial Control Systems","R. E. Gillen; S. L. Scott",Oak Ridge National Laboratory; Tennessee Technological University,"2020 IEEE Conference on Industrial Cyberphysical Systems (ICPS)","4 Dec 2020","2020","1","","156","161","Ensuring the integrity of Ethernet-based networks is a challenging and constantly evolving domain. This problem is exacerbated for those operational technology (OT) networks supporting industrial control systems (ICS) since much of that equipment was originally designed to be on a network that was isolated and generally considered free of malefactors. Increasing pressure to bridge these systems with traditional information technology (IT) networks has introduced a bevy of new threats. In response, both academia and industry have responded with security solutions tailored to ICS environments. Deploying these protection systems often involves several configuration choices. While some of these choices are clear (e.g., block/enable protocol X) others are far more subjective (e.g. alert threshold == 3.43). Further complicating the situation, while often similar to IT networks, OT networks have unique challenges and characteristics that make the task of protecting them simultaneously more difficult and straight forward. Extant solutions for quantifying the relative security of intrusion detection systems fail to effectively support the operators of said systems with understanding the impact of various configuration changes. Further, they assume that the attacks are static and not subject to manipulation or alteration in the face of defenses. In this paper, we present a threat-based method for quantifying the relative impact of various security settings for intrusion detection systems (IDSs) within ICS environments. This method provides operational staff with a clear understanding of the relative impact of their settings and assumes that the attacks levied against them are dynamic. The model is described in detail, we apply the model to a synthetic data set, and discuss the inferences that can be made and what types of decisions they could be used to support.","","978-1-7281-6389-5","10.1109/ICPS48405.2020.9274691","Battelle; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9274691","industrial control systems;intrusion detection systems;assessment;risk quantification","Security;Integrated circuits;Intrusion detection;Software;Government;Task analysis;Risk management","computer network security;industrial control;local area networks;production engineering computing","security-relevant settings;anomaly-based intrusion detection;industrial control systems;OT networks;intrusion detection systems;Ethernet-based network;operational technology networks;configuration changes;IDS;ICS","","1","","19","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
"Enabling Multi-Tenant Networks for the Automation Industry","R. Frank; M. Scheffel; F. Zeiger; H. -P. Huth","Siemens AG, Munich, Germany; Siemens AG, Munich, Germany; Siemens AG, Munich, Germany; Siemens AG, Munich, Germany","2019 International Conference on Networked Systems (NetSys)","3 Oct 2019","2019","","","1","6","Future industrial networks are expected to not only provide a rich environment of very different devices, but also will host a multitude of applications operated and managed by different parties, the so-called tenants. Isolation of tenants is essential for a stable and secure operation of a factory. Application upgrades and novel software enable faster innovation cycles. Secure remote management allows more outsourcing to third parties but leads to continuously changing factory networks. Mobile or even autonomous devices again add complexity. However, current factory owners are conservative for good reasons: changing a well-designed system is costly and may cause failures and outages of the production lines. The virtual tenant network (VTN) concept addresses this conflict by means of combining network virtualization, hardware virtualization, cloud technologies and IT automation. Thus, tenants are isolated and configuration changes or security breaches in one tenant will not affect others. The concept at hand borrows from data center technology but adopts those ideas to the embedded world of industrial networks.","","978-1-7281-0568-0","10.1109/NetSys.2019.8854508","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8854508","virtual tenant network;edge-cloud;multi-tenant;industrial communication","Production facilities;Couplings;Cloud computing;Quality of service;Security;Stakeholders;Virtualization","cloud computing;computer centres;factory automation;mobile computing;virtualisation","stable operation;secure operation;application upgrades;secure remote management;factory networks;network virtualization;configuration changes;security breaches;multitenant networks;automation industry;future industrial networks;innovation cycles;autonomous devices;virtual tenant network concept","","","","12","IEEE","3 Oct 2019","","","IEEE","IEEE Conferences"
"Optimization of Resource Utilization of Distributed Automated Systems Under the Influence of Heterogeneous Security Threats","M. S. Gnutov; A. B. Sizonenko; S. K. Gnutov","Department of information protection, Krasnodar higher military school, Krasnodar, Russian Federation; Department of information protection, Krasnodar higher military school, Krasnodar, Russian Federation; Department of General technical disciplines, VUNTS VVS “VVA” branch in Syzran, Syzran, Russian Federation","2020 International Youth Conference on Radio Electronics, Electrical and Power Engineering (REEPE)","9 Apr 2020","2020","","","1","4","This article discusses the actuality of using hardware and software resources of distributed automated systems to solve information security problems. The selection of the optimal method for solving problems of efficient use of real time distributed automated systems is made. Author has constructed the graph that illustrates the solution of problems by the simultaneous use of different types of processors. The matrix equation of this graph is solved, the operating states of the system are found. Optimal system condition is selected. The evaluation indicator is formulated and expressed by the formula. The author has build the CPN Tools modeling system simulated data processing based on the colored Petri nets. In the model the multi-colored chips, various data blocks, and time delays are put into operation. The actuality of the topic is caused by the requirements of International Standard.","","978-1-7281-5655-2","10.1109/REEPE49198.2020.9059180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9059180","Security threats;information system;distributed automated system;central processing unit;graphics processing unit","Graphics processing units;Task analysis;Security;Petri nets;Mathematical model;Information systems","Petri nets;resource allocation;security of data","resource utilization;distributed automated systems;heterogeneous security threats;actuality;software resources;information security problems;optimal method;optimal system condition;colored Petri nets;CPN Tools modeling system","","","","8","IEEE","9 Apr 2020","","","IEEE","IEEE Conferences"
"Diversified Software Deployment for Long-Term Risk Mitigation in Cyber-Physical Power Systems","Z. Zhang; S. Huang; Y. Chen; B. Li; S. Mei","Department of Electrical Engineering, Tsinghua University, Beijing, China; Department of Electrical Engineering, Tsinghua University, Beijing, China; Department of Electrical Engineering, Tsinghua University, Beijing, China; Department of Electrical Engineering, Tsinghua University, Beijing, China; Department of Electrical Engineering, Tsinghua University, Beijing, China","IEEE Transactions on Power Systems","22 Dec 2021","2022","37","1","377","387","Since modern cyber-physical power systems are vulnerable to coordinated wide-area cyber attacks, it is necessary to mitigate the potential risk as much as possible. At the planning stage, the defender can utilize software diversity, which is a common phenomenon that the cyber software of different substations comes from different competing vendors. Therefore, different kinds of software may not be exposed to the same zero-day security loophole, preventing the attacker from taking charge of multiple substations at the same time. In this paper, the optimal scheme of software deployment considering long-term risk mitigation is studied. Firstly, the framework of diversity-based cyber defense against malicious attacks is formulated. Secondly, the risk index based on representative attack patterns is constructed, which is the objective to be minimized. Thirdly, considering that the deployment scheme is long-term stable while the operating mode varies with time, we construct a multiobjective nonlinear stochastic programming to mitigate the average risk of operating modes. Then the optimization problem is solved by the multiobjective genetic algorithm. Lastly, results of the IEEE 39-node CPPS and and the Virtual European Grid demonstrate that the proposed method can considerably reduce the attack risk.","1558-0679","","10.1109/TPWRS.2021.3086681","National Key Research and Development Program of China Stem Cell and Translational Research(grant numbers:2017YFB0903000); National Natural Science Foundation of China(grant numbers:U1766203); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9447199","Cyber-physical power system;multiobjective genetic algorithm (MOGA);nonlinear integer programming;risk mitigation;stochastic programming;software diversity","Substations;Cyberattack;Software;Power systems;Indexes;Security;Risk management","computer crime;cyber-physical systems;genetic algorithms;nonlinear programming;power engineering computing;power generation protection;power grids;power system security;risk management;software engineering;stochastic programming;substations","diversity-based cyber defense;malicious attacks;risk index;representative attack patterns;attack risk;software deployment;long-term risk mitigation;cyber-physical power systems;wide-area cyber attacks;software diversity;cyber software;zero-day security loophole;substations;multiobjective nonlinear stochastic programming;optimization;multiobjective genetic algorithm;IEEE 39-node CPPS;virtual European grid","","1","","38","IEEE","4 Jun 2021","","","IEEE","IEEE Journals"
"End-to-end security in the presence of intelligent data adapting proxies: the case of authenticating transcoded streaming media","C. Gentry; A. Hevia; R. Jain; T. Kawahara; Z. Ramzan","DoCoMo Communications Laboratory USA, Inc., San Jose, CA, USA; Department of Computer Science and Engineering, University of California, San Diego, La Jolla, CA, USA; DoCoMo Communications Laboratory USA, Inc., San Jose, CA, USA; DoCoMo Communications Laboratory USA, Inc., San Jose, CA, USA; DoCoMo Communications Laboratory USA, Inc., San Jose, CA, USA","IEEE Journal on Selected Areas in Communications","7 Feb 2005","2005","23","2","464","473","We consider the problem of maintaining end-to-end security in the presence of intelligent proxies that may adaptively modify data being transmitted across a network. The video coding community considers this problem in the context of transcoding media streams, but their approaches either fail to address authentication or fail to provide meaningful security guarantees. We present two provably-secure schemes, LISSA and TRESSA, that allow an intelligent network intermediary to intercept a stream signed by a content provider, and adapt it dynamically, while preserving the ultimate receiver's ability to securely verify the content provider's signature (and, hence, authenticity and integrity of the data received). Our schemes allow the intermediary to selectively remove portions of the stream and, thus, permit common media transcoding techniques such as scalable compression and multiple file switching. Moreover, a content provider only has to encode and sign its entire data stream once, as opposed to nondynamically encoding and signing different versions for each anticipated combination of device, network configuration, and channel condition. Our implementation results demonstrate efficiency.","1558-0008","","10.1109/JSAC.2004.839391","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1391050","Adaptive security;digital signatures;multiple file switching;scalable coding","Data security;Computer aided software engineering;Streaming media;Transcoding;Intelligent networks;Laboratories;Video coding;Authentication;Digital signatures;Communication switching","video coding;intelligent networks;digital signatures;video streaming;telecommunication security;transcoding","end-to-end security;intelligent proxies;video coding community;LISSA;linear multiplex scheme for simulcast authentication;TRESSA;tree scheme for simulcast authentication;transcoded streaming media authentication;intelligent network;content providers signature;media transcoding technique;adaptive security;digital signatures;multiple file switching;scalable coding","","15","1","28","IEEE","7 Feb 2005","","","IEEE","IEEE Journals"
"Design and implementation of portable, multi mode of operation embedded firewall","H. H. Alkhishali; A. Abou El Farag; A. E. B. Mohamed","Arab Academy for Science, Technology and Maritime Transport, Alexandria, Egypt; Arab Academy for Science, Technology and Maritime Transport, Alexandria, Egypt; Arab Academy for Science, Technology and Maritime Transport, Alexandria, Egypt","Proceedings of the ITI 2010, 32nd International Conference on Information Technology Interfaces","12 Aug 2010","2010","","","129","134","Protecting the inside as well as the outside of the network using a firewall is one of the most important needs required nowadays.","1330-1012","978-1-4244-5733-5","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5546380","CentOS;Compact Flash (CF);Network Interface Card (NIC);Universal Serial Bus (USB);Virtual Machine Software (VMware);Virtual Private Network (VPN)","Firewalls (computing);Security;Computers;Operating systems;Linux;Universal Serial Bus;Servers","authorisation;embedded systems","embedded firewall operation;crackers threats;firewall policy","","","","10","","12 Aug 2010","","","IEEE","IEEE Conferences"
"Context-Aware Security for Vehicles and Fleets: A Survey","D. Grimm; M. Stang; E. Sax","Institute for Information Processing Technologies (ITIV), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Institute for Information Processing Technologies (ITIV), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Institute for Information Processing Technologies (ITIV), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany","IEEE Access","26 Jul 2021","2021","9","","101809","101846","Vehicles are becoming increasingly intelligent and connected. Interfaces for communication with the vehicle, such as WiFi and 5G, enable seamless integration into the user's life, but also cyber attacks on the vehicle. Therefore, research is working on in-vehicle countermeasures such as authentication, access controls, or intrusion detection. Recently, legal regulations have also become effective that require automobile manufacturers to set up a monitoring system for fleet-wide security analysis. The growing amount of software, networking, and the automation of driving create new challenges for security. Context-awareness, situational understanding, adaptive security, and threat intelligence are necessary to cope with these ever-increasing risks. In-vehicle security should be adaptive to secure the car in an infinite number of (driving) situations. For fleet-wide analysis and alert triage, knowledge and understanding of the circumstances are required. Context-awareness, nonetheless, has been sparsely considered in the field of vehicle security. This work aims to be a precursor to context-aware, adaptive and intelligent security for vehicles and fleets. To this end, we provide a comprehensive literature review that analyzes the vehicular as well as related domains. Our survey is mainly characterized by the detailed analysis of the context information that is relevant for vehicle security in the future.","2169-3536","","10.1109/ACCESS.2021.3097146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9483907","Automotive engineering;context awareness;context modeling;fleet security;intelligent vehicles;security;situation awareness;threat intelligence;vehicles","Security;Automotive engineering;Monitoring;Industries;Access control;Switches;Encryption","automobiles;intelligent transportation systems;security of data;ubiquitous computing","context-aware security;in-vehicle countermeasures;fleet-wide security analysis;context-awareness;adaptive security;threat intelligence;in-vehicle security;intelligent security;context information","","4","","170","CCBY","14 Jul 2021","","","IEEE","IEEE Journals"
"A Survey of Approaches to Adaptive Application Security","A. Elkhodary; J. Whittle","Information & Software Engineering, George Mason University, Fairfax, VA, USA; Information & Software Engineering, George Mason University, Fairfax, VA, USA","International Workshop on Software Engineering for Adaptive and Self-Managing Systems (SEAMS '07)","11 Jun 2007","2007","","","16","16","Adaptive systems dynamically change their behavior or structure at runtime to respond to environmental changes. This paper considers one class of adaptive systems - those that adapt application-level security mechanisms. Nowadays, adaptive software security is gaining greater attention as a way to balance the tradeoff between systems security and IT infrastructure overhead. Several adaptive security systems have been developed recently supporting hardware-level to application-level reconfiguration. This paper surveys four adaptive application-level security systems and evaluates them in terms of how well they support critical security services (i.e. authentication, authorization, and tolerance) and what level of adaptation they achieve. Based on our evaluation results, we provide recommendations for future research.","2157-2321","0-7695-2973-9","10.1109/SEAMS.2007.2","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4228616","","Information security;Adaptive systems;Authorization;Application software;Software engineering;Runtime;Access control;Software systems;Permission;Programming","security of data","adaptive application security;adaptive software security;authentication;authorization;software fault tolerance;safety critical software","","20","","18","IEEE","11 Jun 2007","","","IEEE","IEEE Conferences"
"Unit commitment considering security-constrained optimal power flow by lagrangian relaxation with genetic algorithm","W. Poommalee; P. Damrongkulkamjorn","Department of Electrical Engineering, Faculty of Engineering, Kasetsart University, Bangkok, Thailand; Department of Electrical Engineering, Faculty of Engineering, Kasetsart University, Bangkok, Thailand","2008 5th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology","15 Aug 2008","2008","2","","893","896","This paper presents unit commitment considering security-constrained optimal power flow (UC-SCOPF) by using Lagrangian relaxation with genetic algorithm (LRGA). The UC from LRGA is checked with optimal power flow (OPF) to ensure power transmission. Under normal operating state, UC may not satisfy system operating constraints in OPF and hence committed units must be adjusted to take into account those constraints. This paper also considers UC taken into account system contingency, which is called UC-SCOPF. The generation outputs for UC-SCOPF are the outputs at normal operating state that ensure the system security when contingency occurs.","","978-1-4244-2101-5","10.1109/ECTICON.2008.4600574","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4600574","","Generators;Load flow;Genetic algorithms;Computer aided software engineering;Security;Power transmission lines;Power transmission","genetic algorithms;load flow;power generation dispatch;power generation scheduling;power system security","unit commitment;security-constrained optimal power flow;Lagrangian relaxation;genetic algorithm;power transmission;system contingency;system security","","1","","10","IEEE","15 Aug 2008","","","IEEE","IEEE Conferences"
"A novel grouping PSO algorithm for solving multi-modal high-dimensional functions","S. Zhu; Q. Zhu","School of Computer Science and Technology, Nanjing Normal University, Jiangsu Research Center of Information Security & Confidential Engineering, China; School of Computer Science and Technology, Nanjing Normal University, Jiangsu Research Center of Information Security & Confidential Engineering, China","2009 IEEE International Conference on Granular Computing","22 Sep 2009","2009","","","818","823","A novel grouping Particle Swarm Optimization (PSO) algorithm(for short GPSO) is proposed in this paper to solve the problem of premature convergence of PSO algorithm for multi-mode and high-dimension functions. In this algorithm, the solution space of an optimization problem is divided into Q subspaces. N particles are assigned to each subspace, and a total number of Q particle swarms search independently in their own space. In order to strengthen the search diversity and ergodicity of each particle, the location of particles in each group are initialized by chaotic sequence. Our numerical experiments have demonstrated that the algorithm has very fast convergence speed, and impressive performance in the optimization applications in the multi-modal and high-dimensional functions.","","978-1-4244-4830-2","10.1109/GRC.2009.5255008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5255008","Particle swarm optimization;Grouping;Multi-modal function;chaotic sequence","Particle swarm optimization;Chaos;Ant colony optimization;Computer science;Information security;Diversity reception;Convergence of numerical methods;Application software;Genetic mutations;Numerical simulation","chaos;particle swarm optimisation","grouping PSO algorithm;multimodal high-dimensional function;chaotic sequence","","3","","9","IEEE","22 Sep 2009","","","IEEE","IEEE Conferences"
"Fuzzy Logic Aided Intelligent Threat Detection in Cisco Adaptive Security Appliance 5500 Series Firewalls","N. Naik; P. Jenkins; B. Kerby; J. Sloane; L. Yang","Defence School of Communications and Information Systems, Ministry of Defence, United Kingdom; Defence School of Communications and Information Systems, Ministry of Defence, United Kingdom; Defence School of Communications and Information Systems, Ministry of Defence, United Kingdom; Defence School of Communications and Information Systems, Ministry of Defence, United Kingdom; Department of Computer and Information Sciences, Northumbria University, United Kingdom","2018 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)","14 Oct 2018","2018","","","1","8","Cisco Adaptive Security Appliance (ASA) 5500 Series Firewall is amongst the most popular and technically advanced for securing organisational networks and systems. One of its most valuable features is its threat detection function which is available on every version of the firewall running a software version of 8.0(2) or higher. Threat detection operates at layers 3 and 4 to determine a baseline for network traffic, analysing packet drop statistics and generating threat reports based on traffic patterns. Despite producing a large volume of statistical information relating to several security events, further effort is required to mine and visually report more significant information and conclude the security status of the network. There are several commercial off-the-shelf tools available to undertake this task, however, they are expensive and may require a cloud subscription. Furthermore, if the information transmitted over the network is sensitive or requires confidentiality, the involvement of a third party or a third-party tool may place organisational security at risk. Therefore, this paper presents a fuzzy logic aided intelligent threat detection solution, which is a cost-free, intuitive and comprehensible solution, enhancing and simplifying the threat detection process for all. In particular, it employs a fuzzy reasoning system based on the threat detection statistics, and presents results/threats through a developed dashboard user interface, for ease of understanding for administrators and users. The paper further demonstrates the successful utilisation of a fuzzy reasoning system for selected and prioritised security events in basic threat detection, although it can be extended to encompass more complex situations, such as complete basic threat detection, advanced threat detection, scanning threat detection, and customised feature based threat detection.","","978-1-5090-6020-7","10.1109/FUZZ-IEEE.2018.8491574","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8491574","","Firewalls (computing);Feature extraction;Fuzzy logic;Tools;Monitoring;Fuzzy reasoning","computer crime;firewalls;fuzzy logic;fuzzy reasoning;organisational aspects;user interfaces","organisational networks;valuable features;threat detection function;software version;network traffic;analysing packet drop statistics;traffic patterns;statistical information;significant information;security status;third-party tool;organisational security;fuzzy logic;intelligent threat detection solution;comprehensible solution;threat detection process;fuzzy reasoning system;threat detection statistics;prioritised security events;complete basic threat detection;advanced threat detection;customised feature based threat detection;Cisco adaptive security appliance 5500 series firewall","","15","","28","Crown","14 Oct 2018","","","IEEE","IEEE Conferences"
"On Reusable Projective Garbling Schemes","T. Meskanen; V. Niemi; N. Nieminen","Department of Mathematics and Statistics, University of Turku, FINLAND; Xidian University, Xi'an, CHINA; TUCS-Turku Centre for Computer Science, FINLAND","2014 IEEE International Conference on Computer and Information Technology","15 Dec 2014","2014","","","315","322","The popularity of network-based computation has increased during the past years. Storing data and performing computations using for example cloud services is commonplace nowadays. However, the information security in network-based computation rarely is satisfactory. One technique to improve information security for networked computations is based on secure multiparty computations. The idea of multiparty computation originates from Yao, who considered the secure computation with two parties by introducing the technique called garbled circuits. The technique was then generalized, but still the exact definitions for different security measures were not established until Bellare, Hoang and Rogaway proposed a definition of a garbling scheme and several security notions for garbling schemes. This gave inspiration to study the security properties of garbling schemes from different perspectives, including adaptivity and reusability. In this paper, we study the adaptive security for a certain type of reusable garbling schemes. First, we consider general constraints to achieve security for this specific type of garbling schemes. Then we analyze the adaptive security classes of reusable garbling schemes. More specifically, we prove a relation between security classes that has been left open in earlier research.","","978-1-4799-6239-6","10.1109/CIT.2014.63","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6984672","secure multiparty computations;garbling schemes;reusability;adaptive security;projectivity","Games;Medical diagnostic imaging;Software;Encryption;Adaptation models;Privacy","computer network security","reusable projective garbling scheme;network-based computation;data storage;cloud service;information security;networked computation;secure multiparty computation;garbled circuits;security measures;security properties;adaptive security","","1","","24","IEEE","15 Dec 2014","","","IEEE","IEEE Conferences"
"Innovations and Advances in Adaptive Secure Message Oriented Middleware","R. M. Savola; H. Abie; J. Bigham; D. Rotondi","VTT Technical Research Center of Finland, Oulu, Finland; Norwegian Computing Centre, Oslo, Norway; Queen''s Mary, University of London, London, UK; TXT e-solutions S.p.A., Valenzano, Italy","2010 IEEE 30th International Conference on Distributed Computing Systems Workshops","11 Nov 2010","2010","","","288","289","Increasing requirements for the resilience, security, adaptation, intelligence and scalability of complex business critical systems have set new challenges for system developers and application designers. Messaging infrastructures are often used to implement systems of this type. We provide an overview of the main advances in the adaptive security, security metrics, vulnerability discovery, anomaly detection and authentication solutions of the GEMOM (Genetic Message Oriented Secure Middleware) research project and discuss exploitation possibilities.","2332-5666","978-1-4244-7472-1","10.1109/ICDCSW.2010.70","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5628777","distributed messaging systems;resilience;security metrics;adaptation","Measurement;Authentication;Resilience;Monitoring;Adaptation model;Message-oriented middleware","adaptive systems;message passing;middleware;security of data;software metrics","adaptive secure message oriented middleware;GEMOM project;system resilience;system security;system adaptation;system intelligence;system scalability;business critical systems;messaging infrastructure;adaptive security;security metrics;vulnerability discovery;anomaly detection;authentication solution;Genetic Message Oriented Secure Middleware","","3","","8","IEEE","11 Nov 2010","","","IEEE","IEEE Conferences"
"GEMOM - Significant and Measurable Progress beyond the State of the Art","H. Abie; I. Dattani; M. Novkovic; J. Bigham; S. Topham; R. Savola","Norwegian Computing Centre, Oslo, Norway; Q-Sphere Limited, London, UK; Q-Sphere Limited, London, UK; Queen''s Mary, University of London, London, UK; Diginus Limited, Peterborough, UK; VIT Technical Research Centre of Finland, Oulu, Finland","2008 Third International Conference on Systems and Networks Communications","2 Dec 2008","2008","","","191","196","GEMOM (Genetic Message Oriented Secure Middleware) is an EU FP7 ICT project that focuses on the significant and measurable increase in the end-to-end intelligence, security and resilience of complex, distributed information systems. Complex, distributed software systems are virtually impossible to implement without heavy use of messaging infrastructure. While the existing state of the art achieves arbitrary resilience by a brute-force approach, self-healing is either rudimentary or non-existent. GEMOM, with its fluid, resilient, self-healing and adaptive messaging allows for flexible messaging solutions and offers monitoring, management and maintenance incrementally. Its adaptive security solution will learn and adapt to changing environments during run-time in the face of changing threats without sacrificing the efficiency, flexibility, reliability and security of the system. This paper describes the significant and measurable progress beyond state of the art envisioned by the GEMOM project.","2163-9027","978-0-7695-3371-1","10.1109/ICSNC.2008.33","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4693668","Security;trust;robustness;resilience;self-healing;evolution;MOM","Resilience;Message-oriented middleware;Feeds;Computer architecture;Information security;Software systems;Redundancy;Genetics;Maintenance;Application software","message passing;middleware;security of data;software reliability","GEMOM;genetic message oriented secure middleware;EU FP7 ICT project;distributed information systems;distributed software systems;adaptive messaging;adaptive security solution","","11","","27","IEEE","2 Dec 2008","","","IEEE","IEEE Conferences"
"Synthesizing Mutable Configurations: Setting up Systems for Success","T. Nelson; N. Danas; T. Giannakopoulos; S. Krishnamurthi",Brown University; Brown University; Systems and Technology Research; Brown University,"2019 34th IEEE/ACM International Conference on Automated Software Engineering Workshop (ASEW)","27 Jan 2020","2019","","","81","85","Numerous devices, from network switches and servers to industrial control systems, can be unreliable if they are not configured properly. Even if a device's implementation has been proven correct, it must still be configured to meet the specific functional and security requirements of its stakeholders. However, manual configuration remains labor intensive and error-prone even for experts. Automated configuration synthesis presents a promising way forward. Unfortunately, as we show, existing counterexample-guided algorithms can perform poorly if the system model allows configuration changes during execution. Yet disallowing such changes can hide significant problems, such as privilege escalation. We present a new synthesis algorithm that exploits structure inherent in state-machine models where the system configuration changes. We implement it using the Kodkod relational model finder, and show that it favorably solves a number of configuration-synthesis tasks.","2151-0830","978-1-7281-4136-7","10.1109/ASEW.2019.00034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967426","configuration synthesis;model finding;CEGIS;formal","","formal specification;formal verification;security of data;software reliability","manual configuration;automated configuration synthesis;counterexample-guided algorithms;system model;synthesis algorithm;state-machine models;system configuration changes;Kodkod relational model finder;configuration-synthesis tasks;mutable configurations;numerous devices;network switches;industrial control systems;specific functional security requirements","","2","","46","IEEE","27 Jan 2020","","","IEEE","IEEE Conferences"
"PUFSec: Device fingerprint-based security architecture for Internet of Things","S. -Y. Park; S. Lim; D. Jeong; J. Lee; J. -S. Yang; H. Lee","Ewha Womans University, South Korea; Sungkyunkwan University, South Korea; Ewha Womans University, South Korea; Sungkyunkwan University, South Korea; Sungkyunkwan University, South Korea; Ewha Womans University, South Korea","IEEE INFOCOM 2017 - IEEE Conference on Computer Communications","5 Oct 2017","2017","","","1","9","A low-end embedded platform for Internet of Things (IoT) often suffers from a critical trade-off dilemma between security enhancement and computation overhead. We propose PUFSec, a new device fingerprint-based security architecture for IoT devices. By leveraging intrinsic hardware characteristics, we aim to design a computationally lightweight security software system architecture so that complex cryptography computation can dramatically be prohibited. We exploit the innovative idea of Public Physical Unclonable Functions (PPUFs) that fundamentally protects attackers from recovering the secret key from public gate delay information. We implement its hardware logic in a real-world FPGA board. On top of the PPUF fingerprint hardware, we present an adaptive security control mechanism consisting of adaptive key generation and key exchange protocol, which adjusts security strength depending on system load dynamics. We demonstrate that our PPUF FPGA implementation embeds distinctive variability enough to distinguish between two different PPUFs with high fidelity. We validate our PUFSec architecture by implementing necessary algorithms and protocols in a real-world IoT platform, and performing empirical evaluation in terms of computation and memory usages, proving its practical feasibility.","","978-1-5090-5336-0","10.1109/INFOCOM.2017.8057146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8057146","","Hardware;Logic gates;Delays;Cryptography;Software;Radiation detectors","cryptographic protocols;embedded systems;field programmable gate arrays;Internet of Things;private key cryptography;public key cryptography;telecommunication security","low-end embedded platform;security enhancement;computation overhead;IoT devices;intrinsic hardware characteristics;computationally lightweight security software system architecture;complex cryptography computation;Public Physical Unclonable Functions;secret key;public gate delay information;hardware logic;real-world FPGA board;PPUF fingerprint hardware;adaptive security control mechanism;adaptive key generation;key exchange protocol;security strength;system load dynamics;PPUF FPGA implementation;PUFSec architecture;real-world IoT platform;device fingerprint-based security architecture;Internet of Things","","9","","13","IEEE","5 Oct 2017","","","IEEE","IEEE Conferences"
"SDN testing and debugging tools: A survey","G. N. Nde; R. Khondoker","Department of Computer Science, TU Darmstadt, Darmstadt, Germany; Fraunhofer SIT, Darmstadt, Germany","2016 5th International Conference on Informatics, Electronics and Vision (ICIEV)","1 Dec 2016","2016","","","631","635","Software Defined Networking (SDN) enables the use of programmable networking devices including switches and routers. As with other software, bugs are inevitable in SDN and ruin software quality. To ensure good quality SDN software, programmable devices and components in a SDN environment must be continuously checked and improved. To achieve this, the following SDN testing and debugging tools are available in the market: OFf, ndb, OFRewind, NICE, FlowChecker, Veriflow, SOFT, and OFTest. These tools are surveyed in this paper by considering their capabilities, advantages, and disadvantages. The main capabilities are: checking consistency of flow tables, backtraces of network traffic, checking switch forwarding rules, recording and replaying of all or selected traffic, and detection of network configuration changes.","","978-1-5090-1269-5","10.1109/ICIEV.2016.7760078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7760078","","Testing;Debugging;Software;Control systems;Computer bugs;Security;Real-time systems","program debugging;program testing;software defined networking;software quality;software tools;telecommunication computing;telecommunication traffic","network configuration detection;network traffic backtraces;Veriflow;FlowChecker;NICE;OFRewind;programmable devices;software quality;programmable networking devices;SDN debugging tools;SDN testing tools;software defined networking","","8","","19","IEEE","1 Dec 2016","","","IEEE","IEEE Conferences"
