"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Poster: Reasoning Based on Imperfect Context Data in Adaptive Security","S. Sartoli; A. S. Namin","Computer Science Department, Texas Tech University, Lubbock, TX, USA; Computer Science Department, Texas Tech University, Lubbock, TX, USA","2015 IEEE/ACM 37th IEEE International Conference on Software Engineering","17 Aug 2015","2015","2","","835","836","Enabling software systems to adjust their protection in continuously changing environments with imperfect context information is a grand challenging problem. The issue of uncertain reasoning based on imperfect information has been overlooked in traditional logic programming with classical negation when applied to dynamic systems. This paper sketches a non-monotonic approach based on Answer Set Programming to reason with imperfect context data in adaptive security where there is little or no knowledge about certainty of the actions and events.","1558-1225","978-1-4799-1934-5","10.1109/ICSE.2015.272","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7203093","Adaptive security;imperfect data;non-monotonic logic","Context;Security;Cognition;Adaptation models;Monitoring;Context modeling;Patents","data protection;logic programming;security of data","imperfect context data;adaptive security;software systems;logic programming;dynamic systems;nonmonotonic approach;answer set programming","","4","","5","IEEE","17 Aug 2015","","","IEEE","IEEE Conferences"
"Reactive and Adaptive Security Monitoring in Cloud Computing","C. Elbaz; L. Rilling; C. Morin","Inria, CNRS, IRISA, Univ Rennes, Rennes, France; DGA, Rennes, France; Inria, CNRS, IRISA, Univ Rennes, Rennes, France","2018 IEEE 3rd International Workshops on Foundations and Applications of Self* Systems (FAS*W)","3 Jan 2019","2018","","","5","7","Cloud computing enabled service-level agreements (SLAs) to gain widespread use among information systems stakeholders. It is now normal for performance and availability of such systems to be carefully measured and evaluated. Contracts that include financial penalties in case of breach are now common. However security is lagging behind this trend; it is as important to stakeholders as performance and availability, but is generally not included in the scope of service-level agreements between stakeholders, and handled instead on a best-effort basis, without any transparency nor SLA with their clients. One reason for this is the difficulty of objectively measuring security. Indeed, the actual security level of a system is dependent on a wide range of factors, some intrinsic to the system - such as a design or implementation mistake resulting in a vulnerability - and some extrinsic to it. For instance, an external event such as the publication of a vulnerability in an open-source software dependency or a change of political context in a country can widely impact the risks faced by an information system even if no actual change were made to the system. These factors are even more numerous in multi-tenant cloud infrastructures because of the sheer number of actors involved - and their sometimes conflicting incentives - and opportunities for both attack and defense at scale. Security monitoring aims to detect and react to attacks in real time; Reactive security monitoring intends to take external events into account while doing so. Improving the accuracy of a system's overall security assessment can help transitioning security to a SLA paradigm and enable better transparency for all stakeholders.","","978-1-5386-5175-9","10.1109/FAS-W.2018.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599521","Security;Cloud;SLA;IDS","Security;Software;Cloud computing;Information systems;Prototypes;Monitoring;Contracts","cloud computing;contracts;public domain software;security of data","multitenant cloud;external event;security assessment;transparency;adaptive security monitoring;cloud computing;service-level agreements;information systems stakeholders;financial penalties;best-effort basis;actual security level;open-source software dependency;information system;actual change;reactive security monitoring","","2","","17","IEEE","3 Jan 2019","","","IEEE","IEEE Conferences"
"Security-Measurability-Enhancing Mechanisms for a Distributed Adaptive Security Monitoring System","R. M. Savola; P. Heinonen","VTT Technical Research Center of Finland, Oulu, Finland; VTT Technical Research Center of Finland, Oulu, Finland","2010 Fourth International Conference on Emerging Security Information, Systems and Technologies","11 Nov 2010","2010","","","25","34","Adaptive security management enables resilience, self-protection and self-healing functionality in business-critical applications, their platforms and networks. Sufficient and credible security evidence gathered from the system and its use forms the basis for adaptive security decision-making. This study proposes practical and systematic security-measurability-enhancing mechanisms that support adaptive and distributed security monitoring of telecommunications and software-intensive systems. The study also analyzes the feasibility of the proposed mechanisms.","2162-2116","978-1-4244-7517-9","10.1109/SECURWARE.2010.12","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5630129","security monitoring;security metrics;adaptive security management","Monitoring;Authentication;Measurement;Engines;Quality of service;Computer crashes","security of data","security measurability enhancing mechanisms;distributed adaptive security monitoring system;self protection;self healing functionality;business critical applications;security evidence;adaptive security decision making;software intensive systems","","13","1","38","IEEE","11 Nov 2010","","","IEEE","IEEE Conferences"
"Classification and Mapping of Adaptive Security for Mobile Computing","M. Sajjad; A. Ahmad; A. W. Malik; A. B. Altamimi; I. Alseadoon","School of Electrical Engineering and Computer Science (SEECS), National University of Sciences and Technology (NUST), Islamabad, Pakistan; College of Computer Science and Engineering (CCSE), University of Ha'il (UoH), Ha'il, Kingdom of Saudi Arabia; School of Electrical Engineering and Computer Science (SEECS), National University of Sciences and Technology (NUST), Islamabad, Pakistan; College of Computer Science and Engineering (CCSE), University of Ha'il (UoH), Ha'il, Kingdom of Saudi Arabia; College of Computer Science and Engineering (CCSE), University of Ha'il (UoH), Ha'il, Kingdom of Saudi Arabia","IEEE Transactions on Emerging Topics in Computing","3 Sep 2020","2020","8","3","814","832","Context: Mobile computing has emerged as a disruptive technology that has empowered its users with portable, connected and context-aware computation. However, issues such as resource poverty, energy efficiency and specifically data security and privacy represents the critical challenges for mobile computing. Objective: The objective of this work is to systematically identify, taxonomically classify and map the state-of-research on adaptive security (a.k.a. self-protection) for mobile computing. Methodology: We followed evidence based software engineering method to conduct a systematic mapping study of 43 qualitatively selected studies-published from 2003 to 2017-on adaptive security for mobile computing. Results and Conclusions: Classification and mapping of the research highlights three prominent themes that support adaptive security for (i) Mobile Device Data and Resources, (ii) Mobile to Mobile Communication, and (iii) Mobile to Server Communication. Mapping analysis suggests that security of mobile device data and resources is the most researched theme. The mapping study highlights that active and futuristic research trends are primarily focused on security as a service, whereas; the frequent research challenges relate to self-protecting mobile devices, user-driven privacy decisions and context-aware security. The results of the mapping study facilitate knowledge transfer that can benefit researchers and practitioners to understand the role of adaptive and context-aware security in mobile computing environments.","2168-6750","","10.1109/TETC.2018.2791459","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8252799","Autonomic computing;evidence based software engineering;mobile computing;security;mapping study","Security;Mobile computing;Mobile handsets;Mobile communication;Servers;Data privacy;Systematics","data privacy;mobile computing;security of data;software engineering;ubiquitous computing","mobile device data;Mobile Communication;mapping study highlights;mobile devices;context-aware security;mobile computing environments;adaptive security;context-aware computation;data security;systematic mapping study","","8","","31","IEEE","9 Jan 2018","","","IEEE","IEEE Journals"
"An Adaptive Security Model for Multi-agent Systems and Application to a Clinical Trials Environment","L. Xiao; A. Peet; P. Lewis; S. Dashmapatra; C. Saez; M. Croitoru; J. Vicente; H. Gonzalez-Velez; M. L. i. Ariet","University of Southampton, UK; University of Binningham, UK; University of Southampton, UK; University of Southampton, UK; ITACA, Spain; University of Southampton, UK; ITACA, Spain; University of Edinburgh, UK; MicroArt, Spain","31st Annual International Computer Software and Applications Conference (COMPSAC 2007)","20 Aug 2007","2007","2","","261","268","We present in this paper an adaptive security model for Multi-agent systems. A security meta-model has been developed in which the traditional role concept has been extended. The new concept incorporates the need of both security management as used by role-based access control (RBAC) and agent functional behaviour in agent-oriented Software Engineering (AOSE). Our approach avoids weaknesses of traditional RBAC approaches and provides a practically usable security model for multi-agent systems (MAS). A unified role interaction model framework has been put forward that incorporates not only functional requirements but also security constraints in MAS. A security policy rule scheme has been used to express security requirements in relation to affective roles. The major contribution of the work is that little redevelopment effort will be required when security is to be engineered into the overall MAS architecture, hence minimising the impact of the security requirements changes to the MAS architecture. We illustrate the approach through its potential application in a clinical trial setting involving a prototype medical decision support system, HealthAgents.","0730-3157","0-7695-2870-8","10.1109/COMPSAC.2007.55","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4291134","","Security;Multiagent systems;Clinical trials;Engineering management;Access control;Software engineering;Biomedical engineering;Design engineering;Prototypes;Decision support systems","decision support systems;medical computing;metacomputing;multi-agent systems;security of data;software engineering","adaptive security model;multiagent systems;clinical trials environment;security metamodel;role-based access control;agent-oriented software engineering;unified role interaction model framework;medical decision support a system","","14","","13","IEEE","20 Aug 2007","","","IEEE","IEEE Conferences"
"Fuzzy Logic Aided Intelligent Threat Detection in Cisco Adaptive Security Appliance 5500 Series Firewalls","N. Naik; P. Jenkins; B. Kerby; J. Sloane; L. Yang","Defence School of Communications and Information Systems, Ministry of Defence, United Kingdom; Defence School of Communications and Information Systems, Ministry of Defence, United Kingdom; Defence School of Communications and Information Systems, Ministry of Defence, United Kingdom; Defence School of Communications and Information Systems, Ministry of Defence, United Kingdom; Department of Computer and Information Sciences, Northumbria University, United Kingdom","2018 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)","14 Oct 2018","2018","","","1","8","Cisco Adaptive Security Appliance (ASA) 5500 Series Firewall is amongst the most popular and technically advanced for securing organisational networks and systems. One of its most valuable features is its threat detection function which is available on every version of the firewall running a software version of 8.0(2) or higher. Threat detection operates at layers 3 and 4 to determine a baseline for network traffic, analysing packet drop statistics and generating threat reports based on traffic patterns. Despite producing a large volume of statistical information relating to several security events, further effort is required to mine and visually report more significant information and conclude the security status of the network. There are several commercial off-the-shelf tools available to undertake this task, however, they are expensive and may require a cloud subscription. Furthermore, if the information transmitted over the network is sensitive or requires confidentiality, the involvement of a third party or a third-party tool may place organisational security at risk. Therefore, this paper presents a fuzzy logic aided intelligent threat detection solution, which is a cost-free, intuitive and comprehensible solution, enhancing and simplifying the threat detection process for all. In particular, it employs a fuzzy reasoning system based on the threat detection statistics, and presents results/threats through a developed dashboard user interface, for ease of understanding for administrators and users. The paper further demonstrates the successful utilisation of a fuzzy reasoning system for selected and prioritised security events in basic threat detection, although it can be extended to encompass more complex situations, such as complete basic threat detection, advanced threat detection, scanning threat detection, and customised feature based threat detection.","","978-1-5090-6020-7","10.1109/FUZZ-IEEE.2018.8491574","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8491574","","Firewalls (computing);Feature extraction;Fuzzy logic;Tools;Monitoring;Fuzzy reasoning","computer crime;firewalls;fuzzy logic;fuzzy reasoning;organisational aspects;user interfaces","organisational networks;valuable features;threat detection function;software version;network traffic;analysing packet drop statistics;traffic patterns;statistical information;significant information;security status;third-party tool;organisational security;fuzzy logic;intelligent threat detection solution;comprehensible solution;threat detection process;fuzzy reasoning system;threat detection statistics;prioritised security events;complete basic threat detection;advanced threat detection;customised feature based threat detection;Cisco adaptive security appliance 5500 series firewall","","15","","28","Crown","14 Oct 2018","","","IEEE","IEEE Conferences"
"Criteria Prioritization in Adaptive Security Activities Selection, ASAS Model using Analytic Network Process, ANP","M. M. Jakeri; M. F. Hassan","Department of Computer and Information Science, Universiti Teknologi PETRONAS, Seri Iskandar, Perak; Department of Computer and Information Science, Universiti Teknologi PETRONAS, Seri Iskandar, Perak","2019 IEEE Conference on Application, Information and Network Security (AINS)","27 Jan 2020","2019","","","6","11","Organizations have proposed the best practices of security activities in software development life cycle as guidance for development team. However, the implementation of the security activities are influenced by criteria which are interdependent to each other and dynamic. Those criteria are experience, skill and knowledge; teams workload; development team size; development timeline; and cost/budget. Therefore, the selection of security activities must be based on the priority of the criteria and adaptive. This paper addresses the adaptive security activities selection model as a multi-criteria decision making (MCDM) issue. Analytic Network Process (ANP) is proposed for weight calculation and criteria prioritization. Hypothetical examples were presented based on hard constraints faced by in-house web-based application development team in two different scenarios. The Decision Maker made the judgement by using the online ASAS model. The results show that experience, skill and knowledge get the highest priority in the first scenario while budget/ cost get the highest priority in the second scenario. These prioritization will be used as a major requirement in security activities selection.","","978-1-7281-3306-5","10.1109/AINS47559.2019.8968709","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968709","security activities selection model;analytic network process","","decision making;security of data;software development management","weight calculation;in-house Web-based application development team;decision maker;MCDM;analytic network process;online ASAS model;multicriteria decision making;adaptive security activities selection model;development timeline;development team size;software development life cycle;ANP;criteria prioritization","","1","","39","IEEE","27 Jan 2020","","","IEEE","IEEE Conferences"
"Virtualised Trusted Computing Platform for Adaptive Security Enforcement of Web Services Interactions","I. Djordjevic; S. K. Nair; T. Dimitrakos","SOA Security, British Telecommunications, Security Research Centre, UK; Department of Computer Science, Vrije Universiteit, Amsterdam, Netherlands; SOA Security, British Telecommunications, Security Research Centre, UK","IEEE International Conference on Web Services (ICWS 2007)","30 Jul 2007","2007","","","615","622","Security enforcement framework is an important aspect of any distributed system. With new requirements imposed by SOA-based business models, adaptive security enforcement on the application level becomes even more important. Our work on the enforcement framework to date has resulted in a comprehensive middleware-based solution leveraging on Web services technologies. However, potential merits of hardware-based solutions to further secure application exposure have not been considered so far. This paper describes a method for combining software resource level security features offered by Web services technologies, with the hardware-based security mechanisms offered by trusted computing platform and system virtualisation approaches. In particular, we propose trust-based architecture for protecting the enforcement middleware deployed at the policy enforcement endpoints of Web and grid services. The main motivation is to additionally secure execution environment of the applications, by providing virtual machine level separation that maps from logical domains imposed by Web services level enforcement policies.","","0-7695-2924-0","10.1109/ICWS.2007.188","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4279651","","Web services;Service oriented architecture;Hardware;Computer security;Middleware;Context-aware services;Application software;Contracts;Distributed computing;Telecommunication computing","grid computing;middleware;security of data;software architecture;virtual machines;Web services","virtualised trusted computing platform;adaptive security enforcement;Web services interactions;distributed system;service-oriented architecture;business models;middleware;software resource level security;hardware-based security mechanisms;system virtualisation;trust-based architecture;grid services;virtual machine level separation","","3","5","23","IEEE","30 Jul 2007","","","IEEE","IEEE Conferences"
"Requirements-driven adaptive security: Protecting variable assets at runtime","M. Salehie; L. Pasquale; I. Omoronyia; R. Ali; B. Nuseibeh","Lero-Irish Software Engineering Research Centre, Limerick, Ireland; Lero-Irish Software Engineering Research Centre, Limerick, Ireland; Lero-Irish Software Engineering Research Centre, Limerick, Ireland; School of Design, Engineering and Computing, Bournemouth University, Bournemouth, UK; Department of computing, Open University, Milton Keynes, UK","2012 20th IEEE International Requirements Engineering Conference (RE)","10 Nov 2012","2012","","","111","120","Security is primarily concerned with protecting assets from harm. Identifying and evaluating assets are therefore key activities in any security engineering process - from modeling threats and attacks, discovering existing vulnerabilities, to selecting appropriate countermeasures. However, despite their crucial role, assets are often neglected during the development of secure software systems. Indeed, many systems are designed with fixed security boundaries and assumptions, without the possibility to adapt when assets change unexpectedly, new threats arise, or undiscovered vulnerabilities are revealed. To handle such changes, systems must be capable of dynamically enabling different security countermeasures. This paper promotes assets as first-class entities in engineering secure software systems. An asset model is related to requirements, expressed through a goal model, and the objectives of an attacker, expressed through a threat model. These models are then used as input to build a causal network to analyze system security in different situations, and to enable, when necessary, a set of countermeasures to mitigate security threats. The causal network is conceived as a runtime entity that tracks relevant changes that may arise at runtime, and enables a new set of countermeasures. We illustrate and evaluate our proposed approach by applying it to a substantive example concerned with security of mobile phones.","2332-6441","978-1-4673-2785-5","10.1109/RE.2012.6345794","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6345794","Security requirements;Adaptation;Causal reasoning","Security;Adaptation models;Runtime;Mobile handsets;Credit cards;Analytical models;Usability","security of data;software engineering;systems analysis","requirements-driven adaptive security;security engineering process;secure software systems;undiscovered vulnerabilities;security countermeasures;secure software engineering systems;variable asset protection","","43","","25","IEEE","10 Nov 2012","","","IEEE","IEEE Conferences"
"Intel case study: Software on demand","G. Rueda; C. Spence","Intel Information Technology, USA; Intel Information Technology, USA","PICMET '08 - 2008 Portland International Conference on Management of Engineering & Technology","15 Aug 2008","2008","","","829","845","This paper presents the application of the software as a service (SaaS) approach of software streaming. Streaming refers to downloading software to client hardware platforms for temporary local execution. OS and application software is managed from a centralized server and provided only on-demand. Users obtain a clean, consistent, current build each time they log in, removing the nuisance of security patching and rebooting for environmental changes. Local execution and caching preserves user experience comparable to traditionally installed applications. To explore feasibility, Intel conducted a proof-of-concept (POC) to evaluate streaming in its call center and manufacturing environments on multi-user systems. The four-part study included performance, usability, IT operations and total cost of ownership (TCO). The proof-of-concept was successful in identifying streaming as a feasible technology with good performance and positive TCO in the tested scenarios. The biggest benefits were related to locking down the client and thus eliminating service calls related to configuration changes, software installation and viruses. The major challenges encountered were around the high learning curve and the software maturity related to packing applications for streaming. Based on the strong positive outcome of the POC, Intel has added streaming to its IT roadmaps.","2159-5100","978-1-890843-17-5","10.1109/PICMET.2008.4599691","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4599691","","Software;Streaming media;Manufacturing;Cities and towns;Africa;Servers;Computational modeling","DP industry","Intel case study;software on demand;software as a service approach;software streaming;proof-of-concept","","","2","","","15 Aug 2008","","","IEEE","IEEE Conferences"
"MPS VAX monitor and control software architecture","S. Allison; N. Spencer; K. Underwood; D. VanOlst; M. Zelanzy","Stanford Linear Accelerator Center, University of Stanford, Stanford, CA, USA; Stanford Linear Accelerator Center, University of Stanford, Stanford, CA, USA; Stanford Linear Accelerator Center, University of Stanford, Stanford, CA, USA; Stanford Linear Accelerator Center, University of Stanford, Stanford, CA, USA; Stanford Linear Accelerator Center, University of Stanford, Stanford, CA, USA","Proceedings of International Conference on Particle Accelerators","6 Aug 2002","1993","","","1884","1886 vol.3","The new Machine Protection System (MPS) now being tested at the SLAC Linear Collider (SLC) includes monitoring and controlling facilities integrated into the existing VAX control system. The actual machine protection is performed by VME micros which control the beam repetition rate on a pulse-by-pulse basis based on measurements from fault detectors. The VAX is used to control and configure the VME micros, configure custom CAMAC modules providing the fault detector inputs, monitor and report faults and system errors, update the SLC database, and interface with the user. The design goals of the VAX software include a database-driven system to allow configuration changes without code changes, use of a standard TCP/IP-based message service for communication, use of existing SLCNET micros for CAMAC configuration, security and verification features to prevent unauthorized access, error and alarm logging and display updates as quickly as possible, and use of touch panels and X-windows displays for the user interface.<>","","0-7803-1203-1","10.1109/PAC.1993.309164","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=309164","","Monitoring;Software architecture;Control systems;Protection;Pulse measurements;Fault detection;CAMAC;Spatial databases;Displays;System testing","physical instrumentation control;linear accelerators;electron accelerators;computerised control;CAMAC","MPS VAX monitor;control software architecture;SLAC Linear Collider;SLC;pulse-by-pulse basis;custom CAMAC modules;fault detector inputs;system errors;SLC database;database-driven system;configuration changes;TCP/IP-based message service;SLCNET micros;CAMAC configuration;alarm logging;X-windows displays;user interface;touch panels","","2","","3","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Optimization of Resource Utilization of Distributed Automated Systems Under the Influence of Heterogeneous Security Threats","M. S. Gnutov; A. B. Sizonenko; S. K. Gnutov","Department of information protection, Krasnodar higher military school, Krasnodar, Russian Federation; Department of information protection, Krasnodar higher military school, Krasnodar, Russian Federation; Department of General technical disciplines, VUNTS VVS “VVA” branch in Syzran, Syzran, Russian Federation","2020 International Youth Conference on Radio Electronics, Electrical and Power Engineering (REEPE)","9 Apr 2020","2020","","","1","4","This article discusses the actuality of using hardware and software resources of distributed automated systems to solve information security problems. The selection of the optimal method for solving problems of efficient use of real time distributed automated systems is made. Author has constructed the graph that illustrates the solution of problems by the simultaneous use of different types of processors. The matrix equation of this graph is solved, the operating states of the system are found. Optimal system condition is selected. The evaluation indicator is formulated and expressed by the formula. The author has build the CPN Tools modeling system simulated data processing based on the colored Petri nets. In the model the multi-colored chips, various data blocks, and time delays are put into operation. The actuality of the topic is caused by the requirements of International Standard.","","978-1-7281-5655-2","10.1109/REEPE49198.2020.9059180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9059180","Security threats;information system;distributed automated system;central processing unit;graphics processing unit","Graphics processing units;Task analysis;Security;Petri nets;Mathematical model;Information systems","Petri nets;resource allocation;security of data","resource utilization;distributed automated systems;heterogeneous security threats;actuality;software resources;information security problems;optimal method;optimal system condition;colored Petri nets;CPN Tools modeling system","","","","8","IEEE","9 Apr 2020","","","IEEE","IEEE Conferences"
"Multimode wideband waveform for Software Defined Radio based on hybrid CPM-CDMA concept","S. Shehzadi; M. Zeeshan; S. A. Sheikh; Q. U. Khan","Department of Electrical Engineering, College of Electrical and Mechanical Engineering, National University of Sciences and Technology, Rawalpindi, Pakistan; Department of Electrical Engineering, College of Electrical and Mechanical Engineering, National University of Sciences and Technology, Rawalpindi, Pakistan; Department of Electrical Engineering, College of Electrical and Mechanical Engineering, National University of Sciences and Technology, Rawalpindi, Pakistan; Department of Electrical Engineering, College of Electrical and Mechanical Engineering, National University of Sciences and Technology, Rawalpindi, Pakistan","2019 22nd International Multitopic Conference (INMIC)","5 Mar 2020","2019","","","1","4","Future Software Defined Radio (SDR) waveforms require increasing throughputs and at the same time security and anti-jamming capabilities to support wide variety of applications for military, commercial and civilian applications. It requires combination of spectral efficiency and anti-jamming capabilities. To meet this requirements, a multi-mode wideband waveform for software defined radio based on hybrid Continuous Phase Modulation & Code Division Multiple Access (CPM-CDMA) concept is proposed in this paper. The proposed waveform has three modes of operation and maximum achievable throughput of 1.33 Mbps. The user throughput of the proposed hybrid waveform is compared with the classical CDMA scheme using the same bandwidth. Due to higher spectral efficiency provided by CPM, it is shown that the proposed waveform achieves higher throughput for appropriate choice of pulse length L and modulation index h as compared to the CDMA based waveform. At the end BER performance of hybrid CPM-CDMA proposed mode is analyzed and is compared with traditional CDMA based waveform.","2049-3630","978-1-7281-4001-8","10.1109/INMIC48123.2019.9022794","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9022794","Continuous Phase Modulation (CPM);Code Division Multiple Access(CDMA);wideband SDR waveform","Throughput;Wideband;Multiaccess communication;Modulation;Software radio;Spectral efficiency","code division multiple access;continuous phase modulation;error statistics;software radio","hybrid CPM-CDMA concept;software defined radio waveforms;time security;anti-jamming capabilities;military applications;commercial applications;civilian applications;multimode wideband waveform;hybrid continuous phase modulation;hybrid waveform;classical CDMA scheme;CDMA based waveform;code division multiple access;modulation index;BER performance","","1","","13","IEEE","5 Mar 2020","","","IEEE","IEEE Conferences"
"Adaptive information security and privacy","B. Nuseibeh",Open University (UK) and Lero (Ireland),"2017 11th International Conference on Research Challenges in Information Science (RCIS)","26 Jun 2017","2017","","","17","17","Although security and privacy by design underpin effective engineering of software intensive systems, the dynamic reality of modern information systems means that such systems are the subject of changes of many different forms that can affect their operational environment, their behaviour, and the behaviour of their users, both legitimate and malicious. Systems must therefore be adaptive by design, in order to adapt effectively at runtime. In particular, these systems must be able to adapt their security and privacy controls, both proactively or in response to a variety of changes in their environment, in the threats they face, and in the assets they are required to protect. This talks presents both empirical and engineering challenges to achieving adaptive security and privacy in information systems. Acknowledging that information systems are increasingly both socio-technical and cyber-physical, the talk explores the impact of cyber-physical-social boundaries and their effective management when engineering secure, privacy-aware, and forensics-ready systems.","2151-1357","978-1-5090-5476-3","10.1109/RCIS.2017.7956510","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7956510","","Privacy;Security;Software engineering;Adaptive systems;Software;Information systems;Requirements engineering","data privacy;digital forensics;information systems;software engineering","adaptive information security;adaptive information privacy;software intensive systems;information systems;socio technical;cyber physical;engineering security;privacy aware;forensics ready systems","","","","","IEEE","26 Jun 2017","","","IEEE","IEEE Conferences"
"Software and hardware design of a multi-cipher cryptosystem","C. -P. Young; Y. -B. Lin; C. -C. Chia","Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan; Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan; Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan","TENCON 2009 - 2009 IEEE Region 10 Conference","22 Jan 2010","2009","","","1","5","Multi-cipher and multi-mode cryptosystems are widely used for hardware acceleration in modern security protocols. In a session of communication, these protocols can only use an algorithm along with its operation mode. The switching of cipher algorithms and operation modes can occur between sessions of communication. This paper introduces a multi-cipher cryptosystem (MCC) which enables a cryptosystem to use multiple cipher algorithms concurrently in a session of communication. With MCC, a file can be encrypted by different cipher algorithms with diverse parameters. The implementation of a sample MCC is introduced in this paper using Field Programmable Gate Array (FPGA). When the number of crypto-processors in MCC meets the requirements of pipelined scheduling, the throughput can reach its maximum value.","2159-3450","978-1-4244-4546-2","10.1109/TENCON.2009.5396161","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5396161","algorithm;design;security;multi-ciphe;multi-mode;hardware scheduling;secure protocols","Hardware;Software design;Cryptography;Data security;Field programmable gate arrays;Communication system security;Computer science;Data engineering;Design engineering;Cities and towns","cryptographic protocols;field programmable gate arrays;hardware-software codesign","software-hardware design;multi-cipher cryptosystem;multi-mode cryptosystem;hardware acceleration;security protocols;field programmable gate array;FPGA","","","","17","IEEE","22 Jan 2010","","","IEEE","IEEE Conferences"
"Diversified Software Deployment for Long-Term Risk Mitigation in Cyber-Physical Power Systems","Z. Zhang; S. Huang; Y. Chen; B. Li; S. Mei","Department of Electrical Engineering, Tsinghua University, Beijing, China; Department of Electrical Engineering, Tsinghua University, Beijing, China; Department of Electrical Engineering, Tsinghua University, Beijing, China; Department of Electrical Engineering, Tsinghua University, Beijing, China; Department of Electrical Engineering, Tsinghua University, Beijing, China","IEEE Transactions on Power Systems","22 Dec 2021","2022","37","1","377","387","Since modern cyber-physical power systems are vulnerable to coordinated wide-area cyber attacks, it is necessary to mitigate the potential risk as much as possible. At the planning stage, the defender can utilize software diversity, which is a common phenomenon that the cyber software of different substations comes from different competing vendors. Therefore, different kinds of software may not be exposed to the same zero-day security loophole, preventing the attacker from taking charge of multiple substations at the same time. In this paper, the optimal scheme of software deployment considering long-term risk mitigation is studied. Firstly, the framework of diversity-based cyber defense against malicious attacks is formulated. Secondly, the risk index based on representative attack patterns is constructed, which is the objective to be minimized. Thirdly, considering that the deployment scheme is long-term stable while the operating mode varies with time, we construct a multiobjective nonlinear stochastic programming to mitigate the average risk of operating modes. Then the optimization problem is solved by the multiobjective genetic algorithm. Lastly, results of the IEEE 39-node CPPS and and the Virtual European Grid demonstrate that the proposed method can considerably reduce the attack risk.","1558-0679","","10.1109/TPWRS.2021.3086681","National Key Research and Development Program of China Stem Cell and Translational Research(grant numbers:2017YFB0903000); National Natural Science Foundation of China(grant numbers:U1766203); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9447199","Cyber-physical power system;multiobjective genetic algorithm (MOGA);nonlinear integer programming;risk mitigation;stochastic programming;software diversity","Substations;Cyberattack;Software;Power systems;Indexes;Security;Risk management","computer crime;cyber-physical systems;genetic algorithms;nonlinear programming;power engineering computing;power generation protection;power grids;power system security;risk management;software engineering;stochastic programming;substations","diversity-based cyber defense;malicious attacks;risk index;representative attack patterns;attack risk;software deployment;long-term risk mitigation;cyber-physical power systems;wide-area cyber attacks;software diversity;cyber software;zero-day security loophole;substations;multiobjective nonlinear stochastic programming;optimization;multiobjective genetic algorithm;IEEE 39-node CPPS;virtual European grid","","1","","38","IEEE","4 Jun 2021","","","IEEE","IEEE Journals"
