"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Voltage security constrained reactive power planning considering the costs and performance of VAR devices","Naoto Yorino; Mehdi Eghbal; E. E. El-Araby; Yoshifumi Zoka","Department of Artificial Complex System Engineering, Hiroshima University, Japan; Department of Artificial Complex System Engineering, Hiroshima University, Japan; Department of Electrical Engineering, Suez-Canal University, Egypt; Department of Artificial Complex System Engineering, Hiroshima University, Japan","2007 iREP Symposium - Bulk Power System Dynamics and Control - VII. Revitalizing Operational Reliability","26 Dec 2007","2007","","","1","11","This paper deals with optimal allocation of fast and slow VAR devices under different load levels. These devices are utilized to maintain system security in normal and contingency states, where corrective and preventive controls are implemented for the contingency cases. Load shedding and fast VAR devices are used in the corrective state in order to quickly restore system stability even though they are expensive, while cheap slow VAR devices can be used in the preventive state to obtain the desired security level. The main objective of this paper is to make a trade-off between economy and security by determining the optimal combination of fast and slow controls (load shedding, new slow and fast VAR devices). To meet the desired security limits, a variety of constraints have to be considered during the investigated transitions states. The proposed RPP problem is a combinatorial optimization problem, which cannot be solved easily by conventional optimization methods. Swarm optimization methods are reported to be efficient to solve combinatorial optimization problems. This paper discovers the efficiency of Particle Swarm Optimization (PSO) and Evolutionary PSO (EPSO) in solving the proposed RPP problem. The proposed approaches have been successfully tested on IEEE 14 bus system and a comparative study is illustrated.","","978-1-4244-1518-2","10.1109/IREP.2007.4410518","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4410518","","Reactive power;Voltage;Costs;Optimization methods;Power system security;Particle swarm optimization;Power system planning;Control systems;Stability;Optimal control","combinatorial mathematics;load shedding;particle swarm optimisation;power system planning;power system security;reactive power","voltage security constrained reactive power planning;Var devices;optimal allocation;load levels;system security;corrective control;preventive control;load shedding;system stability;preventive state;corrective state;transitions states;combinatorial optimization problem;particle swarm optimization;evolutionary PSO;IEEE 14 bus system","","5","","24","IEEE","26 Dec 2007","","","IEEE","IEEE Conferences"
"Security policy transition framework for Software Defined networks","J. H. Cox; R. J. Clark; H. L. Owen","School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, Georgia; College of Computing, Georgia Institute of Technology, Atlanta, Georgia; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, Georgia","2016 IEEE Conference on Network Function Virtualization and Software Defined Networks (NFV-SDN)","8 May 2017","2016","","","56","61","Controllers for software defined networks (SDNs) are quickly maturing to offer network operators more intuitive programming frameworks and greater abstractions for network application development. Likewise, many security solutions now exist within SDN environments for detecting and blocking clients who violate network policies. However, many of these solutions stop at triggering the security measure and give little thought to amending it. As a consequence, once the violation is addressed, no clear path exists for reinstating the flagged client beyond having the network operator reset the controller or manually implement a state change via an external command. This presents a burden for the network and its clients and administrators. Hence, we present a security policy transition framework for revoking security measures in an SDN environment once said measures are activated.","","978-1-5090-0933-6","10.1109/NFV-SDN.2016.7919476","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7919476","Security Policy Transitions;Software Defined Networks;SDN;Network Operating System;NOS;Network Security Policies;Network Access Control;NAC;RYU;Ryuretic","Software;Access control;Ports (Computers);Kinetic theory;Monitoring","computer network security;software defined networking","security policy transition framework;software defined networks;programming frameworks;network application development;SDN environments;external command","","5","","17","IEEE","8 May 2017","","","IEEE","IEEE Conferences"
"A Steady-state Alarm Analysis Approach Base on Finite Automata and Moving Window Algorithm","F. Guan; Y. Guo; R. Wang; J. Ma; H. Cen; Z. Yang","NARI Group Corporation (State Grid Electric Power Research Institute), NARI Technology Co., Ltd., Nanjing, China; NARI Group Corporation (State Grid Electric Power Research Institute), NARI Technology Co., Ltd., Nanjing, China; NARI Group Corporation (State Grid Electric Power Research Institute), NARI Technology Co., Ltd., Nanjing, China; NARI Group Corporation (State Grid Electric Power Research Institute), NARI Technology Co., Ltd., Nanjing, China; NARI Group Corporation (State Grid Electric Power Research Institute), NARI Technology Co., Ltd., Nanjing, China; NARI Group Corporation (State Grid Electric Power Research Institute), NARI Technology Co., Ltd., Nanjing, China","2019 IEEE 3rd Conference on Energy Internet and Energy System Integration (EI2)","9 Apr 2020","2019","","","765","769","Owing to a great variety of unprocessed and unanalyzed signal in the power system operation, the dispatchers face challenges from the high-intensity work, meanwhile, which brings security risks. Aiming at this phenomenon, this paper proposes a power system steady-state Alarm Analysis Approach base on Finite automata and Moving window (A3FM). The A3FM model is designed to describe the transition of power network state, and real-time analysis of power system steady-state alarm. The practical application shows that A3FM can discriminate the target signal sequence, analyze the grid operation in real time and have the certain capacity of fault tolerance. It provides the basis for real-time power grid status monitor and operation decision. On this basis, it improves the security of power grid by reducing the risks of manual operation mistakes in high pressure.","","978-1-7281-3137-5","10.1109/EI247390.2019.9062099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9062099","alarm analysis;signal sequence;finite automata;moving window;fault tolerance","Monitoring;Power grids;Steady-state;Automata;Real-time systems;Security","fault tolerance;finite automata;power engineering computing;power grids;power system security;risk analysis;security of data","Finite automata;unprocessed signal;unanalyzed signal;power system operation;A3FM model;real-time analysis;target signal sequence;grid operation;real-time power grid status monitor;operation decision;power system steady-state alarm analysis approach;moving window algorithm;power network state transition;fault tolerance;power grid security;security risks","","","","17","IEEE","9 Apr 2020","","","IEEE","IEEE Conferences"
"An Improved Method of Access Control Based on BLP Model in MILS","K. Li; H. Feng; Y. Li; Z. Zhang","School of Computer Science & Technology, Xidian University, Xi'an, China; Sanmenxia Power Supply Company, Sanmenxia, China; Aeronautics Computing Technique Research Institute, Xi'an, Shaanxi, China; School of Computer Science & Technology, Xidian University, Xi'an, China","2014 Tenth International Conference on Computational Intelligence and Security","22 Jan 2015","2014","","","588","592","MILS (Multiple Independent Levels of Security) is a high-assurance architecture that protect different security levels information sharing. In order to provide guarantee for a variety of information sharing security, MILS allow software components that have multiple security levels or multiple data domain to run on a single processor. But in specific applications, in order to achieve multiple information interaction and sharing between partitions, the problem of which illegal authorization, unauthorized access and malicious disclosure of sensitive information between different levels of applications will be introduced. From the point of information flow control, the paper put forward a model and method of information flow security control strictly between MILS partitions based on trusted computing. We designed a model based on BLP and access control model of state transition strategy, the policies break the traditional BLP model rules "" read down, write up"", which meet the needs of the security level for subjects and objects according to the changes of task requirements in MILS. After analyzing, the model can efficaciously protect confidentiality and integrity of the sensitive information, and improve the dependability of the whole system.","","978-1-4799-7434-4","10.1109/CIS.2014.39","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7016964","information flow control;security policy;BLP;MILS","Aerospace electronics;Kernel;Computational modeling;File systems;Protocols;Access control","authorisation;data flow analysis;data integration","access control method;BLP model;multiple independent level-of-security;high-assurance architecture;security level information sharing protection;information sharing security;software components;multiple data domain;multiple information interaction;multiple information sharing;illegal authorization;unauthorized access;malicious disclosure;information flow security control;MILS partitions;trusted computing;access control model;state transition strategy;read-down-write-up rules;sensitive information confidentiality protection;sensitive information integrity protection;system dependability improvement","","1","","10","IEEE","22 Jan 2015","","","IEEE","IEEE Conferences"
"Network security via reverse engineering of TCP code: vulnerability analysis and proposed solutions","B. Guha; B. Mukherjee","Department of Computer Science, University of California, Davis, CA, USA; Department of Computer Science, University of California, Davis, CA, USA","Proceedings of IEEE INFOCOM '96. Conference on Computer Communications","6 Aug 2002","1996","2","","603","610 vol.2","The transmission control protocol/Internet protocol (TCP/IP) suite is widely used to interconnect computing facilities in modern network environments. However, there exist several security vulnerabilities in the TCP specification and additional weaknesses in a number of its implementations. These vulnerabilities may enable an intruder to ""attack"" TCP-based systems, allowing him/her to ""hijack"" a TCP connection or cause denial of service to legitimate users. We analyze TCP code via a ""reverse engineering"" technique called ""slicing"" to identify several of these vulnerabilities, especially those that are related to the TCP state-transition diagram. We discuss many of the flaws present in the TCP implementation of many widely used operating systems, such as SUNOS 4.1.3, SVR4, and ULTRIX 4.3. We describe the corresponding TCP attack ""signatures"" (including the well-known 1994 Christmas Day Mitnick Attack) and provide recommendations to improve the security state of a TCP-based system, e.g., incorporation of a ""timer escape route"" from every TCP state.","0743-166X","0-8186-7293-5","10.1109/INFCOM.1996.493354","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=493354","","Reverse engineering;TCPIP;Protocols;Security;IP networks;Computer crime;Computer science;Computer networks;Plasma welding;Operating systems","transport protocols;reverse engineering;internetworking;computer networks;security of data;network operating systems;operating systems (computers)","computer network security;reverse engineering;TCP code;vulnerability analysis;transmission control protocol/Internet protocol;TCP/IP;security vulnerabilities;TCP specification;slicing;TCP state-transition diagram;operating systems;SUNOS 4.1.3;SVR4;ULTRIX 4.3;TCP attack signatures;Christmas Day Mitnick Attack;security;TCP-based system;timer escape route","","2","47","12","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Modelling and Analysis of Network Security - An Algebraic Approach","Q. Zhang; Y. Jiang; P. Wu","State Key Laboratory of Computer Science, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Science, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Science, Chinese Academy of Sciences, Beijing, China","2016 IEEE Trustcom/BigDataSE/ISPA","9 Feb 2017","2016","","","308","315","Game theory has been applied to investigate network security. But different security scenarios were often modeled via different types of games and analyzed in an ad-hoc manner. In this paper, we propose an algebraic approach for modeling and analyzing uniformly several types of network security games. This approach is based on a probabilistic extension of the value-passing Calculus of Communicating Systems (CCS), which is a common formal language for modeling concurrent systems. Our approach gives a uniform security model for different security scenarios. We present then a uniform algorithm for computing the Nash equilibria strategies on this security model. In a nutshell, the algorithm first generates a network state transition graph for our security model, then simplifies this transition graph through graph-theoretic abstraction and bisimulation minimization. Then, a backward induction method, which is only applicable to finite tree models, can be used to compute all the Nash equilibria strategies of the (possibly infinite) security models. This algorithm is implemented and can be tuned smoothly for computing its social optimal strategies, and its termination and correctness are proved. The effectiveness and efficiency of this approach are demonstrated with two detailed examples from the field of network security.","2324-9013","978-1-5090-3205-1","10.1109/TrustCom.2016.0078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7846961","Network security;Nash equilibria strategies;Formal method;Probabilistic value-passing CCS","Security;Computational modeling;Probabilistic logic;Communication networks;Reactive power;Games;Analytical models","calculus of communicating systems;computer network security;formal languages;game theory","modelling;network security scenarios;game theory;network security games;probabilistic extension;value-passing calculus of communicating systems;CCS;formal language;concurrent systems;uniform security models;Nash equilibria strategies;network state transition graph;graph-theoretic abstraction;bisimulation minimization;backward induction method;finite tree models","","1","","23","IEEE","9 Feb 2017","","","IEEE","IEEE Conferences"
"An immune genetic model in rule-based state action IDS","Zhou-Jun Xu; Ji-Zhou Sun; Xiao-Jun Wu","School of Electronic and Information Engineering, Tianjin University, TJU, China; School of Electronic and Information Engineering, Tianjin University, TJU, China; School of Continuing Education, Beijing University of Posts and Telecommunications, China","Proceedings of the 2003 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.03EX693)","19 Feb 2004","2003","4","","2472","2475 Vol.4","From the 1999 DARPA's testing results, it is found that one of the most significant drawbacks of intrusion detection systems (IDS) is the low recognizing ratio of new attacks. As rule-base IDS can gain good detecting performance, we build a genetic immune model, which is adaptive to rule-based IDS, to improve the IDS's detecting performance of new attacks. As one successful method, state transition (ST) analysis models penetrations as a series of state changes that lead from initial state to a target compromised state. Using this model of recomposing the ST method to solve the low recognizing ratio problem is presented in this paper. In this model, ST method can be expressed in a double DNA chains pattern. One chain is the system state chain; the other is an action chain. The double twisting chains form a state-action sequence to represent the system state transitions. In order to still gain the recognizing performance of the regular ID systems, we use STAT rules to create the initial non-self (or expert) DNA library, and newly found attacking-rules can still be added to the library. A simple host-based test is also performed to prove the effectiveness of this model.","","0-7803-7865-2","10.1109/ICMLC.2003.1259927","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1259927","","Intrusion detection;Immune system;Genetic algorithms;Postal services;Performance gain;DNA;Libraries;Testing;Humans;Flowcharts","genetic algorithms;security of data;knowledge based systems","intrusion detection systems;immune genetic algorithm;state transition analysis tool;double DNA chains pattern;system state chain;rule-based IDS","","","2","8","IEEE","19 Feb 2004","","","IEEE","IEEE Conferences"
"Implementing the TLS Protocol on a Bare PC","A. Emdadi; R. Karne; A. L. Wijesinha","Department of Computer & Information Sciences, Towson University, Towson, MD, USA; Department of Computer & Information Sciences, Towson University, Towson, MD, USA; Department of Computer & Information Sciences, Towson University, Towson, MD, USA","2010 Second International Conference on Computer Research and Development","21 Jun 2010","2010","","","293","297","A bare PC is an ordinary computer that runs applications without an operating system (OS). It thus provides immunity from attacks that target specific OS vulnerabilities while eliminating the OS overhead in a conventional system. We describe a novel implementation of TLS that runs on a bare PC. The TLS implementation differs from a conventional TLS implementation in that it is included within a bare PC application that manages its own CPU tasks, directly interfaces to the hardware, and communicates with network protocols without using a standard socket interface. Furthermore, the unique software architecture of a bare PC enables the TLS, TCP, and application protocols to be intertwined, thereby reducing the communication overhead compared to that of a conventional system. As an example, we give details of the internal architecture of a bare PC TLS Web server. We then illustrate intertwining of the TLS, TCP, and HTTP protocols. In particular, we show how a state transition model that represents events and actions in the TLS Web server is used to develop the intertwined protocol code. We also discuss the testing methodology, note some challenges with respect to implementing TLS on a bare PC, and outline the measures taken to address them.","","978-0-7695-4043-6","10.1109/ICCRD.2010.83","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5489544","Bare PC;Application Object (AO);protocol intertwining;Transport Layer Security(TLS);Web server","Protocols;Operating systems;Application software;Web server;Computer applications;Hardware;Communication standards;Sockets;Software architecture;Computer architecture","computer network security;network servers;operating systems (computers);software architecture;transport protocols","TLS protocol;operating system;bare PC;network protocol;software architecture;TCP;intertwined protocol code;Web server;transport layer security","","7","","14","IEEE","21 Jun 2010","","","IEEE","IEEE Conferences"
"Markov State Transition Modeling in Complex High-Dimensional State Space Based on Fuzzy Integral","J. Guo; K. Li; H. Li; W. Liu; Z. Zhuang; Y. Zhou; Y. Yang","School of Information Science and Technology, ShanghaiTech University; School of Information Science and Technology, ShanghaiTech University; School of Information Science and Technology, ShanghaiTech University; National University of Defense Technology; School of Information Science and Technology, ShanghaiTech University; School of Information Science and Technology, ShanghaiTech University; School of Information Science and Technology, ShanghaiTech University","2022 IEEE Globecom Workshops (GC Wkshps)","12 Jan 2023","2022","","","916","921","The extremely high business volume of the financial industry brings unaffordable operating pressure to the back-end data system of financial companies. Recently, data-driven deep learning algorithms have achieved breakthroughs in analyzing and predicting system anomalies. However, in the case of high-dimensional data, deep learning faces the problems of long training time, lack of explainability and transferability. In this paper, we propose a model based on fuzzy integral for observing and modeling the state of the system. Firstly, the fuzzy integral algorithm has lower complexity, which is more suitable for the time-sensitive financial industry. Then, based on the fuzzy integral, the vector composed of the fuzzy measures of all the features is used to represent the state of the system. It is proved that the system constructed by this modeling method has the Markov property. Moreover, compared with deep learning, fuzzy integral-based methods are not only more computationally efficient but also explainable and transferable. Experimentally, we use the actual data of securities companies and have better results in the systematic anomaly analysis.","","978-1-6654-5975-4","10.1109/GCWkshps56602.2022.10008684","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10008684","Choquet fuzzy integral;anomaly detection;Markov-chains-based state space","Deep learning;Training;Computational modeling;Companies;Markov processes;Prediction algorithms;Data systems","financial data processing;fuzzy set theory;learning (artificial intelligence);Markov processes","business volume;data-driven deep learning algorithms;deep learning;financial companies;fuzzy integral algorithm;fuzzy integral-based methods;fuzzy measures;Markov state transition modeling;time-sensitive financial industry","","","","20","IEEE","12 Jan 2023","","","IEEE","IEEE Conferences"
"The prediction role of hidden Markov model in intrusion detection","Fei Gao; Jizhou Sun; Zunce Wei","IBM Lab Center, Tianjin University, Tianjin City, CHN; IBM Lab Center, Tianjin University, Tianjin City, CHN; IBM Lab Center, Tianjin University, Tianjin City, CHN","CCECE 2003 - Canadian Conference on Electrical and Computer Engineering. Toward a Caring and Humane Technology (Cat. No.03CH37436)","4 Sep 2003","2003","2","","893","896 vol.2","Information security is an issue of serious global concern. The development of Internet increases the security risk of information systems greatly. This paper utilizes HMM (hidden Markov model) to realize the forecast ability of IDS (intrusion detection system). In this model, a command sequence or a control information sequence is regarded as a series of state transitions with a certain probability. The performance of several algorithms is compared such as F-BP (forward-back propagation) algorithm, Viterbi learning algorithm, EM (expectation maximization) algorithm, etc. In order to provide a soft boundary to the decision-making, fuzzy math is also introduced to this model. By this means, the intelligence of the IDS is improved and some decision-making abilities and reasoning abilities are offered to IDS. As well this paper reports the results about our project.","0840-7789","0-7803-7781-8","10.1109/CCECE.2003.1226038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1226038","","Hidden Markov models;Intrusion detection;Information security;Decision making;Stochastic processes;Probability distribution;Information systems;IP networks;Frequency;Weapons","hidden Markov models;security of data;telecommunication security;Internet;backpropagation;decision making","hidden Markov model;HMM;intrusion detection system intelligence improvement;information security;Internet;command sequence;control information sequence;state transition series;forward-back propagation algorithm;Viterbi Learning algorithm;expectation maximization;EM algorithm;fuzzy math;decision-making ability","","4","","7","IEEE","4 Sep 2003","","","IEEE","IEEE Conferences"
"Security through obscurity: An approach for protecting Register Transfer Level hardware IP","R. S. Chakraborty; S. Bhunia","Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, OH, USA; Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, OH, USA","2009 IEEE International Workshop on Hardware-Oriented Security and Trust","28 Aug 2009","2009","","","96","99","Modern system-on-chip (SoC) designs rely heavily on reusable, verified and bug-free hardware intellectual property (IP) cores. Recent trends of IP piracy and reverse-engineering are causing major revenue loss to the IP vendors. A large majority of hardware IPs comes in register transfer level (RTL) description due to their portability and flexibility to map to any technology platform. In this paper, we propose a key-based security through obscurity approach for protecting RTL hardware IPs. The RTL design is first transformed into a technology-independent gate-level description and the functionality of the resulting gate-level netlist is then changed through modification of its state transition function. This process allows normal operation only on the successful application of a correct initialization sequence. The modified gate-level design is then decompiled to generate an obfuscated version of the RTL. Major RTL constructs and macros are optionally preserved through the transformation process using a forward annotation file. The proposed methodology differs from existing hardware obfuscation as well as watermarking techniques in its ability to achieve simultaneous functional and semantic obfuscation for RTL description of IP at low design overhead. Simulation results for a set of open-source IP cores show that we can achieve high levels of security through a well-formulated obfuscation scheme incurring nominal area, delay and power overhead.","","978-1-4244-4805-0","10.1109/HST.2009.5224963","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5224963","Hardware IP Protection;IP piracy;RTL obfuscation","Protection;Watermarking;Cryptography;Open source software;Reverse engineering;Hardware design languages;Design methodology;Computer security;Registers;System-on-a-chip","industrial property;integrated circuit design;reverse engineering;security of data;system-on-chip;watermarking","system-on-chip designs;register transfer level hardware IP;bug-free hardware intellectual property cores;IP piracy;reverse engineering;register transfer level description;key-based security;technology-independent gate-level description;watermarking techniques;correct initialization sequence","","23","4","13","IEEE","28 Aug 2009","","","IEEE","IEEE Conferences"
"Formally testing fail-safety of electronic purse protocols","J. Jurjens; G. Wimmel","Computing Laboratory, University of Oxford, UK; Institut für Informatik, Technische Universität München, Munchen, Germany","Proceedings 16th Annual International Conference on Automated Software Engineering (ASE 2001)","7 Aug 2002","2001","","","408","411","Designing and implementing security-critical systems correctly is difficult. In practice, most vulnerabilities arise from bugs in implementations. We present work towards systematic specification-based testing of security-critical systems using the CASE tool AutoFocus. Cryptographic systems are formally specified with state transition diagrams, a notation for state machines in the AutoFocus system., We show how to systematically generate test sequences for security properties based on the model that can be used to test the implementation for vulnerabilities. In particular we focus on the principle of fail-safety. We explain our method at the example of a part of the Common Electronic Purse Specifications (CEPS). Most commonly, attacks address vulnerabilities in the way security mechanisms are used, rather than the mechanisms themselves. Being able to treat security aspects with a general CASE tool within the context of system development enables detection of such vulnerabilities.","1938-4300","0-7695-1426-X","10.1109/ASE.2001.989840","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=989840","","Electronic equipment testing;System testing;Computer bugs;Computer aided software engineering;Security;Access protocols;Laboratories;Cryptography;Protection;Natural languages","cryptography;conformance testing;protocols;EFTS","security-critical systems;specification-based testing;CASE tool;AutoFocus;cryptographic systems;state machines;state transition diagrams;common electronic purse specifications;electronic purse protocols","","12","","14","IEEE","7 Aug 2002","","","IEEE","IEEE Conferences"
"A Novel Architecture for Attack-Resilient Wide-Area Protection and Control System in Smart Grid","V. K. Singh; M. Govindarasu","Department of Electrical and Computer Engineering, Iowa State University, Ames, IA; Department of Electrical and Computer Engineering, Iowa State University, Ames, IA","2020 Resilience Week (RWS)","2 Nov 2020","2020","","","41","47","Wide-area protection and control (WAPAC) systems are widely applied in the energy management system (EMS) that rely on a wide-area communication network to maintain system stability, security, and reliability. As technology and grid infrastructure evolve to develop more advanced WAPAC applications, however, so do the attack surfaces in the grid infrastructure. This paper presents an attack-resilient system (ARS) for the WAPAC cybersecurity by seamlessly integrating the network intrusion detection system (NIDS) with intrusion mitigation and prevention system (IMPS). In particular, the proposed NIDS utilizes signature and behavior-based rules to detect attack reconnaissance, communication failure, and data integrity attacks. Further, the proposed IMPS applies state transition-based mitigation and prevention strategies to quickly restore the normal grid operation after cyberattacks. As a proof of concept, we validate the proposed generic architecture of ARS by performing experimental case study for wide-area protection scheme (WAPS), one of the critical WAPAC applications, and evaluate the proposed NIDS and IMPS components of ARS in a cyber-physical testbed environment. Our experimental results reveal a promising performance in detecting and mitigating different classes of cyberattacks while supporting an alert visualization dashboard to provide an accurate situational awareness in real-time.","","978-1-7281-8693-1","10.1109/RWS50334.2020.9241291","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9241291","","Power system stability;Tools;Control systems;Real-time systems;Smart grids;Computer crime;Resilience","data integrity;energy management systems;power system control;power system security;security of data;smart power grids","intrusion mitigation;network intrusion detection system;WAPAC cybersecurity;attack-resilient system;attack surfaces;advanced WAPAC applications;grid infrastructure;system stability;wide-area communication network;energy management system;smart grid;control system;attack-resilient wide-area protection;critical WAPAC applications;wide-area protection scheme;normal grid operation;prevention strategies;state transition-based mitigation;data integrity attacks;attack reconnaissance;behavior-based rules;NIDS;prevention system","","3","","18","IEEE","2 Nov 2020","","","IEEE","IEEE Conferences"
"Mobile information catalog surveillance","R. Dinesh Kumar; S. Sharanyaa; P. L. J. Raj","Department of Information Technology, DMI College of Engineering, Chennai, Tamilnadu, India; Department of Information Technology, DMI College of Engineering, Chennai, Tamilnadu, India; Department of Electronics and Communication Engineering, DMI College of Engineering, Chennai, Tamilnadu, India","2016 International Conference on Electrical, Electronics, and Optimization Techniques (ICEEOT)","24 Nov 2016","2016","","","4736","4740","Context based Mobile Information Catalog Surveillance is a mobile phone based communication application. This application will give the notification to the user whenever they want to communicate with their mobile virtually. This application proved to get the recent call logs details when you send a command as message to the Android mobile device. It is used on Business point of view surveillance and Security. If the user need to surveillance his mobile and he need to access the last message, call logs or you need to access the contacts which may be important, our application will get such information and pass them in the text message format to the commander mobile. We can also change to profile mode, divert the calls to other mobile and get the location of the mobile through GPS. The commander is the owner who sent the command to the mobile to surveillance his mobile.","","978-1-4673-9939-5","10.1109/ICEEOT.2016.7755618","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7755618","","Mobile communication;Smart phones;Security;Cellular phones;Software;Context","Global Positioning System;mobile computing;security of data;smart phones;surveillance","context based mobile information catalog surveillance;mobile phone based communication application;virtual mobile communicate;call log details;Android mobile device;security;message access;contacts access;text message;commander mobile;profile mode changing;call diversion;mobile location;GPS","","","","15","IEEE","24 Nov 2016","","","IEEE","IEEE Conferences"
"A network state based intrusion detection model","Shan Zheng; Chen Peng; Xu Ying; Xu Ke","National Laboratory of Software Development Environment, Beijing Aeronautics and Astronautics University, Beijing, China; National Laboratory of Software Development Environment, Beijing Aeronautics and Astronautics University, Beijing, China; National Laboratory of Software Development Environment, Beijing Aeronautics and Astronautics University, Beijing, China; National Laboratory of Software Development Environment, Beijing Aeronautics and Astronautics University, Beijing, China","Proceedings 2001 International Conference on Computer Networks and Mobile Computing","7 Aug 2002","2001","","","481","486","This paper presents a new approach, called the network state based model, to describe intrusions and attacks. In the model which uses FA theory and can detect unknown attacks, the attacks and intrusions are described by the states and state transitions of network protocols and operating systems. First, the paper shows that the model is feasible for intrusion detection, and then describes the intrusion detection system using this model by common intrusion detection framework. Finally, the network state based model is compared with some other models.","","0-7695-1381-6","10.1109/ICCNMC.2001.962636","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=962636","","Intrusion detection;IP networks;Information security;Data security;Programming;Protocols;Operating systems;Robustness;Layout;Computer hacking","network operating systems;security of data;transport protocols;Internet","network state based model;state transitions;network protocols;network operating systems;intrusion detection system","","1","15","12","IEEE","7 Aug 2002","","","IEEE","IEEE Conferences"
"Role-based Access Control Solution for GraphQL-based Fast Healthcare Interoperability Resources Health Application Programming Interface","M. S. Baihan","Department of Computer Science, Community College, King Saud University, Riyadh, Saudi Arabia","2022 IEEE International Conference on E-health Networking, Application & Services (HealthCom)","21 Dec 2022","2022","","","1","6","Recently, GraphQL, a query language for Application Programming Interface (API), attracts many organizations and implementers in different domains, including healthcare informatic, to utilize it as an alternative to Representational State Transfer (REST) API. It is believed that GraphQL overcomes some issues of REST API. Moreover, GraphQL is known for its security issues as identified by OWASP organization, specifically Broken Object Level Authorization (BOLA) and Broken Function Level Authorization (BFLA) which are basically access control related issues. Furthermore, to the best of our knowledge there is no solution exists, in the academia or industry, to protect GraphQL-based Fast Healthcare Interoperability Resources (FHIR) API against BOLA and BFLA. In this paper, we present a Role-based Access Control (RBAC) solution to intercept all FHIR GraphQL requests to prevent related BOLA and BFLA vulnerabilities. To prove our work, we have implemented the RBAC solution as a server interceptor based on the HAPI FHIR reference implementation. Moreover, our evaluation showed that the suggested solution introduced minimal overhead.","","978-1-6654-8016-1","10.1109/HealthCom54947.2022.9982782","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982782","FHIR;GraphQL;Access Control;RBAC;Authorization;Broken Object Level Authorization;Broken Function Level Authorization","Authorization;Industries;Medical services;Organizations;Representational state transfer;Servers;Object recognition","application program interfaces;authorisation;health care;medical information systems;query languages","BFLA;BOLA;broken function level authorization;broken object level authorization;FHIR GraphQL requests;GraphQL-based fast healthcare interoperability resources health application programming interface;HAPI FHIR reference implementation;healthcare informatic;OWASP organization;query language;RBAC solution;representational state transfer API;REST API;role-based access control solution","","","","19","IEEE","21 Dec 2022","","","IEEE","IEEE Conferences"
