"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"State space approach to security quantification","C. Griffin; B. Madan; T. Trivedi","Pennsylvania State University, Erie, State College, PA, USA; Pennsylvania State University, Erie, State College, PA, USA; Department of Electrical & Computer Engineering, Duke University, Durham, NC, USA","29th Annual International Computer Software and Applications Conference (COMPSAC'05)","26 Sep 2005","2005","2","","83","88 Vol. 1","In this paper, we describe three different state space models for analyzing the security of a software system. In the first part of this paper, we utilize a semi-Markov process (SMP) to model the transitions between the security states of an abstract software system. The SMP model can be solved to obtain the probability of reaching security failed states along with the meantime to security failure (MTTSF). In the second part of the paper, we use a discrete event dynamic system model of security dynamics. We show how to derive events and transitions from existing security taxonomies. We then apply theory of discrete event control to define safety properties of the computer system in terms of the basic concepts of controllability used in discrete event control for two special sublanguages K/sub s/ and K/sub v/. These languages correspond to maximally robust controllable sub-languages. In the third approach, we show that by associating cost with the state transitions, the security quantification problem can be casted as Markov decision problem (MDP). This MOP can be solved to obtain an optimal controllable language K/sub s//spl sube/K/sub v/ the gives the minimal cost safe security policy.","0730-3157","0-7695-2413-3","10.1109/COMPSAC.2005.145","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1508089","","State-space methods;Security;Software systems;Control systems;Taxonomy;Safety;Controllability;Robust control;Costs;Optimal control","state-space methods;discrete event systems;Markov processes;decision theory;optimal control;security of data","security quantification;state space model;software system security;semi-Markov process model;abstract software system;probability;meantime to security failure;MTTSF;discrete event dynamic system model;security dynamics;discrete event control theory;maximally robust controllable sub-language;state transition;Markov decision problem;optimal controllable language;minimal cost safe security policy","","3","","26","IEEE","26 Sep 2005","","","IEEE","IEEE Conferences"
"Research and practice of dynamic network security architecture for IaaS platforms","L. Chen; X. Chen; J. Jiang; X. Yin; G. Shao","Sichuan University, Chengdu, Sichuan, CN; Sichuan University, Chengdu, Sichuan, CN; Sichuan University, Chengdu, Sichuan, CN; Sichuan University, Chengdu, Sichuan, CN; Sichuan University, Chengdu, Sichuan, CN","Tsinghua Science and Technology","13 Oct 2014","2014","19","5","496","507","Network security requirements based on virtual network technologies in IaaS platforms and corresponding solutions were reviewed. A dynamic network security architecture was proposed, which was built on the technologies of software defined networking, Virtual Machine (VM) traffic redirection, network policy unified management, software defined isolation networks, vulnerability scanning, and software updates. The proposed architecture was able to obtain the capacity for detection and access control for VM traffic by redirecting it to configurable security appliances, and ensured the effectiveness of network policies in the total life cycle of the VM by configuring the policies to the right place at the appropriate time, according to the impacts of VM state transitions. The virtual isolation domains for tenants' VMs could be built flexibly based on VLAN policies or Netfilter/Iptables firewall appliances, and vulnerability scanning as a service and software update as a service were both provided as security supports. Through cooperation with IDS appliances and automatic alarm mechanisms, the proposed architecture could dynamically mitigate a wide range of network-based attacks. The experimental results demonstrate the effectiveness of the proposed architecture.","1007-0214","","10.1109/TST.2014.6919826","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6919826","cloud computing;network security;IaaS;life cycle;network policy","Computer architecture;Home appliances;Switches;Access control;Communication networks;Software","authorisation;cloud computing;firewalls;software architecture;software management;telecommunication traffic;virtual machines","network-based attacks;automatic alarm mechanisms;IDS appliances;security supports;VLAN policies;Netfilter firewall appliances;Iptables firewall appliances;virtual isolation domains;state transitions;configurable security appliances;access control;software updates;vulnerability scanning;software defined isolation networks;network policy unified management;virtual machine;VM traffic redirection;IaaS platforms;dynamic network security architecture","","2","1","","","13 Oct 2014","","","TUP","TUP Journals"
"Dynamic security domain scaling on symmetric multiprocessors for future high-end embedded systems","H. Inoue; A. Ikeno; T. Abe; J. Sakai; M. Edahiro","Nihon Denki Kabushiki Kaisha, Minato-ku, Tokyo, JP; NEC Informatec Systems, Ltd., Kawasaki, Kanagawa, Japan; NEC Corporation, System IP Core Research Laboratories, Sagamihara, Kanagawa, Japan; NEC Corporation, System IP Core Research Laboratories, Sagamihara, Kanagawa, Japan; NEC Corporation, System IP Core Research Laboratories, Sagamihara, Kanagawa, Japan","2007 5th IEEE/ACM/IFIP International Conference on Hardware/Software Codesign and System Synthesis (CODES+ISSS)","21 Apr 2011","2007","","","39","44","We propose a method for dynamic security domain scaling on SMPs that offers both highly scalable performance and high security for future high-end embedded systems. Its most important feature is its highly efficient use of processor resources, accomplished by dynamically changing the number of processors within a security domain in response to application load requirements. Two new technologies make this scaling possible without any virtualization software: 1) self-transition management and 2) unified virtual address mapping. Evaluations show that this domain control provides highly scalable performance and incurs almost no performance overhead in security domains. The increase in binary code size is less than 40KB, and the time required for individual state transitions is of a single-millisecond order. This scaling is the first in the world to make possible dynamic changing of the number of processors within a security domain on an ARM SMP.","","978-1-5959-3824-4","10.1145/1289816.1289830","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5753856","SMP;AMP;Dynamic security domain scaling","Security;Context;Registers;Embedded systems;Switches;Process control","embedded systems;multiprocessing systems;virtualisation","dynamic security domain scaling;SMP;symmetric multiprocessors;embedded systems;self-transition management;virtual address mapping;ARM","","2","1","13","","21 Apr 2011","","","IEEE","IEEE Conferences"
"Network security via reverse engineering of TCP code: vulnerability analysis and proposed solutions","B. Guha; B. Mukherjee","Department of Computer Science, University of California, Davis, USA; Roseville Networks Division, Hewlett Packard Company, Roseville, CA, USA","IEEE Network","6 Aug 2002","1997","11","4","40","48","The Transmission Control Protocol/Internet Protocol (TCP/IP) suite is widely employed to interconnect computing facilities in today's network environments. However, there exist several security vulnerabilities in the TCP specification and additional weaknesses in a number of its implementations. These vulnerabilities may allow an intruder to ""attack"" TCP-based systems, enabling him/her to ""hijack"" a TCP connection or cause denial of service to legitimate users. The authors analyze the TCP code via a ""reverse engineering"" technique called ""program slicing"" to identify several of these vulnerabilities, especially those that are related to the TCP state-transition diagram. They discuss many of the flaws present in the TCP implementation of many widely used operating systems, such as SUNOS 4.1.3, SVR4, and ULTRIX 4.3. The corresponding TCP attack ""signatures"" (including the well-known 1994 Christmas Day Mitnick Attack) are described, and recommendations are provided to improve the security state of a TCP-based system (e.g., incorporation of a ""timer escape route"" from every TCP state). Also, it is anticipated that wide dissemination of this article's results may not only lead to vendor patches to TCP code to plug security holes, but also raise awareness of how program slicing may be used to analyze other networking software and how future designs of TCP and other software can be improved.","1558-156X","","10.1109/65.598458","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=598458","","Reverse engineering;TCPIP;Security;Transport protocols;Computer networks;Computer crime;Operating systems;Plugs;Hardware;Internetworking","transport protocols;security of data;computer networks;reverse engineering;network operating systems","reverse engineering;TCP code;network security;security vulnerability analysis;Transmission Control Protocol/Internet Protocol;TCP/IP;computing facilities interconnection;TCP specification;TCP connection;program slicing;TCP state-transition diagram;TCP implementation;operating systems;SUNOS 4.1.3;SVR4;ULTRIX 4.3;TCP attack signatures;Christmas Day Mitnick Attack;timer escape route;networking software","","8","24","22","IEEE","6 Aug 2002","","","IEEE","IEEE Magazines"
"Security Function Virtualization Based Moving Target Defense of SDN-Enabled Smart Grid","G. Lin; M. Dong; K. Ota; J. Li; W. Yang; J. Wu","School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Information and Electronic Engineering, Muroran Institute of Technology, Muroran, Japan; Department of Information and Electronic Engineering, Muroran Institute of Technology, Muroran, Japan; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; Information Security Research Center, Harbin Engineering University, Harbin, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China","ICC 2019 - 2019 IEEE International Conference on Communications (ICC)","15 Jul 2019","2019","","","1","6","Software-defined networking (SDN) allows the smart grid to be centrally controlled and managed by decoupling the control plane from the data plane, but it also expands attack surface for attackers. Existing studies about the security of SDN-enabled smart grid (SDSG) mainly focused on static methods such as access control and identity authentication, which is vulnerable to attackers that carefully probe the system. As the attacks become more variable and complex, there is an urgent need for dynamic defense methods. In this paper, we propose a security function virtualization (SFV) based moving target defense of SDSG which makes the attack surface constantly changing. First, we design a dynamic defense mechanism by migrating virtual security function (VSF) instances as the traffic state changes. The centralized SDN controller is re-designed for global status monitoring and migration management. Moreover, we formalize the VSF instances migration problem as an integer nonlinear programming problem with multiple constraints and design a pre-migration algorithm to prevent VSF instances' resources from being exhausted. Simulation results indicate the feasibility of the proposed scheme.","1938-1883","978-1-5386-8088-9","10.1109/ICC.2019.8761217","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8761217","","Security;Smart grids;Servers;Virtualization;Communication networks;Monitoring;Bandwidth","computer network security;integer programming;nonlinear programming;power engineering computing;power system security;smart power grids;software defined networking;virtualisation","security function virtualization;SDN-enabled smart grid;software-defined networking;dynamic defense methods;centralized SDN controller;moving target defense;virtual security function;integer nonlinear programming problem","","1","","27","IEEE","15 Jul 2019","","","IEEE","IEEE Conferences"
"A novel network processor for security applications in high-speed data networks","K. G. Vlachos","Bell Labs' Advanced Technologies EMEA Department at Lucent Technologies in Hilversum, The Netherlands","Bell Labs Technical Journal","29 Apr 2014","2003","8","1","131","149","This paper describes the programmable protocol processor (PRO3) architecture, which is capable of supporting advanced security services over high-speed networks. Security services include such things as a firewall, packet and flow classification, connection-state handling (i.e., stateful inspection), higher-layer protocol data unit (PDU) reassembly (i.e., application-level firewalls), and packet encryption and decryption. The PRO3, which is integrated with a high-speed line card, attempts to accelerate the performance of the firewall by implementing key functionality in hardware and by optimizing the balance between hardware and software functions. In this way, significant performance enhancements can be achieved, such as making transport control protocol (TCP) and Internet protocol (IP) data transactions secure, and protecting and separating virtual private networks (VPNs) from the external public network. The PRO3 incorporates an innovative scheme—a reduced instruction set computing (RISC)-based pipelined module with line-rate throughput—that makes it possible to process high- and low-level streaming operations efficiently. Using microcode profiling and simulation, we give performance results for a stateful-inspection firewall application with network address translation (NAT) support. © 2003 Lucent Technologies Inc.","1538-7305","","10.1002/bltj.10058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6771537","","","","","","1","1","","","29 Apr 2014","","","Nokia Bell Labs","Nokia Bell Labs Journal"
"Integrated TCP/IP protocol software testing for vulnerability detection","Shu Xiao; Lijun Deng; Sheng Li; Xiangrong Wang","ARF, Cisco Systems, Inc., San Jose, CA, USA; ARF, Cisco Systems, Inc., San Jose, CA, USA; ARF, Cisco Systems, Inc., San Jose, CA, USA; ARF, Cisco Systems, Inc., San Jose, CA, USA","2003 International Conference on Computer Networks and Mobile Computing, 2003. ICCNMC 2003.","3 Nov 2003","2003","","","311","319","Many security holes stem from the defects in network protocol implementations. This paper presents an industry best practice of integrated TCP/IP network protocol testing that targets software robustness vulnerabilities. The deployed test system consists of a versatile test engine, a protocol data unit generator and a few auxiliary tools. The specially designed kernel test engine supporting IP/TCP/UDP as carrier protocols drives predefined fault-injected PDU (protocol data unit) to the network unit under test. Its novel callback mechanism and virtual network device connection capability cost-effectively enhance user controlled testing intelligence for verifying protocols with complicated state transitions. The PDU generator aims to provide a systematic solution for rapid test case creation, which is based on new strengthened BNF (Backus-Naur form) language for protocol specification mutation and fault injection. Established on this system, we propose an integrated industry test environment for network protocol code assessment. Initial experiments and case studies with multicast protocols unveiled several robustness violations, which have significant security impacts.","","0-7695-2033-2","10.1109/ICCNMC.2003.1243061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1243061","","TCPIP;Protocols;Software testing;System testing;Robustness;Engines;Data security;Computer industry;Best practices;IP networks","transport protocols;program testing;formal specification;Internet;telecommunication security;multicast protocols","TCP/IP protocol;software testing;vulnerability detection;network security;network protocol;protocol data unit;PDU;kernel test engine;IP/TCP/UDP;callback mechanism;virtual network device connection;BNF language;Backus-Naur form;protocol specification mutation;fault injection;multicast protocols","","8","11","27","IEEE","3 Nov 2003","","","IEEE","IEEE Conferences"
"Space-time tradeoffs in software-based deep Packet Inspection","A. Bremler-Barr; Y. Harchol; D. Hay","Computer Science Department, Interdisciplinary Center, Herzliya, Israel; School of Engineering and Computer Science, Hebrew University, Israel; School of Engineering and Computer Science, Hebrew University, Israel","2011 IEEE 12th International Conference on High Performance Switching and Routing","18 Aug 2011","2011","","","1","8","Deep Packet Inspection (DPI) lies at the core of contemporary Network Intrusion Detection/Prevention Systems and Web Application Firewalls. DPI aims to identify various malware (including spam and viruses) by inspecting both the header and the payload of each packet and comparing it to a known set of patterns. DPI is often performed on the critical path of the packet processing, thus the overall performance of the security tools is dominated by the speed of DPI. The seminal algorithm of Aho-Corasick (AC) is the de facto standard for pattern matching in network intrusion detection systems (NIDS). Basically, the AC algorithm constructs a Deterministic Finite Automaton (DFA) for detecting all occurrences of a given set of patterns by processing the input in a single pass. The input is inspected symbol by symbol (usually each symbol is a byte), such that each symbol results in a state transition. Thus, in principle, the AC algorithm has deterministic performance, which does not depend on specific input and therefore is not vulnerable to algorithmic complexity attacks, making it very attractive to NIDS systems. In this paper we show that, when implementing the AC algorithm in software, this property does not hold, due to the fact that contemporary pattern sets induce very large DFAs that cannot be stored entirely in cache. We then propose a novel technique to compress the representation of the Aho-Corasick automaton, so it can fit in modern cache. We compare both the performance and the memory footprint of our technique to previously-proposed implementation, under various settings and pattern sets. Our results reveal the space-time tradeoffs of DPI. Specifically, we show that our compression technique reduces the memory footprint of the best prior-art algorithm by approximately 60%, while achieving comparable throughput.","2325-5560","978-1-4244-8456-0","10.1109/HPSR.2011.5985996","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5985996","","Automata;Doped fiber amplifiers;Software algorithms;Encoding;Pattern matching;Software;Throughput","authorisation;computer networks;Internet","software-based deep;space-time tradeoffs;packet inspection;network intrusion detection;prevention systems;Web application firewalls;DPI;packet processing;deterministic finite automaton;state transition;algorithmic complexity attacks;NIDS systems;AC algorithm;Aho-Corasick automaton;compression technique","","14","2","25","IEEE","18 Aug 2011","","","IEEE","IEEE Conferences"
"A new Detection Approach against attack/intrusion in Measurement and Control System with Fins protocol","J. Gao; J. Li; H. Jiang; Y. Li; H. Quan","China Industrial Control Systems Cyber Emergency Response Team, Beijing, P. R. China; China Industrial Control Systems Cyber Emergency Response Team, Beijing, P. R. China; China Industrial Control Systems Cyber Emergency Response Team, Beijing, P. R. China; China Industrial Control Systems Cyber Emergency Response Team, Beijing, P. R. China; School of Atutomation, Beijing Institute of Technology, Beijing, P. R. China","2020 Chinese Automation Congress (CAC)","29 Jan 2021","2020","","","3691","3696","Measurement and control system integrating different software and hardware is used to measure parameters, monitor process and control operation, which has been widely applied in critical infrastructures and has adopted Ethernet for data exchange. The recent publications have indicated that measurement and control systems are very vulnerable when they are exposed to cyber-attacks due to various intrinsic security weakness. Fins protocol as one of the most popular protocols is built into a larger number of Ormon devices that are used in different kinds of measurement, and control systems and has been targeted as the desirable candidate for cyber-attack. However, the traditional detection method based on traffic analysis and function code compliance detection is unable to detect mode-switching attack that is consistent with the protocol syntax, and it is a very harmful network attack against industrial devices. In this paper, we analyze the defects of measurement and control system using Fins protocol, launch mode-switching attack against Ormon PLC devices and display how to defend against this attack by designing a detection rules insert into Snort. Then, this detection approach is carried out to protect the security of Ormon PLC. Finally, the experimental results show that our detection approach can distinguish and detect this malicious cyber-attack efficiently.","2688-0938","978-1-7281-7687-1","10.1109/CAC51589.2020.9327136","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9327136","detection approach;mode-switching cyber-attack;measurement and control system;Fins protocol","Protocols;Control systems;Ethernet;Switches;Security;Software;Tools","computer network security;local area networks;programmable controllers;protocols;smart power grids","popular protocols;control systems;control operation;different software;control system integrating;malicious cyber-attack;detection rules;launch mode-switching attack;fins protocol;harmful network attack;protocol syntax;function code compliance detection;traditional detection method","","2","","17","IEEE","29 Jan 2021","","","IEEE","IEEE Conferences"
"IEEE Standard for Biometric Open Protocol","",,"IEEE Std 2410-2015","10 Nov 2015","2015","","","1","37","Identity assertion, role gathering, multilevel access control, assurance, and auditing are provided by the Biometric Open Protocol Standard (BOPS). The BOPS implementation includes software running on a client device (smartphone or mobile device), a trusted BOPS server, and an intrusion detection system. The BOPS implementation allows pluggable components to replace existing components functionality, accepting integration into current operating environments in a short period of time. The BOPS implementation provides continuous protection to the resources and assurance of the placement and viability of adjudication and other key features. Accountability is the mechanism that proves a service-level guarantee of security. The BOPS implementation allows the systems to meet security needs by using the application programming interface. The BOPS implementation need not know whether the underlying system is a relational database management system or a search engine. The BOPS implementation functionality offers a point-and-cut mechanism to add the appropriate security to the production systems as well as to the systems in development. The architecture is language neutral, allowing Representational State Transfer (REST), JavaScript Object Notation (JSON), and Secure Sockets Layer (SSL) or Transport Layer Security to provide the communication interface. The architecture is built on the servlet specification, open SSLs, Java, JSON, REST, and an open persistent store. All tools adhere to open standards, allowing maximum interoperability.;Identity assertion, role gathering, multilevel access control, assurance, and auditing are provided by the Biometric Open Protocol Standard (BOPS). The BOPS implementation includes software running on a client device (smartphone or mobile device), a trusted BOPS server, and an intrusion detection system. The BOPS implementation allows pluggable components to replace existing components’ functionality, accepting integration into current operating environments in a short period of time. The BOPS implementation provides continuous protection to the resources and assurance of the placement and viability of adjudication and other key features. Accountability is the mechanism that proves a service-level guarantee of security. The BOPS implementation allows the systems to meet security needs by using the application programming interface. The BOPS implementation need not know whether the underlying system is a relational database management system or a search engine. The BOPS implementation functionality offers a “point-and-cut” mechanism to add the appropriate security to the production systems as well as to the systems in development. The architecture is language neutral, allowing Representational State Transfer (REST), JavaScript Object Notation (JSON), and Secure Sockets Layer (SSL) or Transport Layer Security to provide the communication interface. The architecture is built on the servlet specification, open SSLs, Java, JSON, REST, and an open persistent store. All tools adhere to open standards, allowing maximum interoperability.","","978-0-7381-9903-0","10.1109/IEEESTD.2015.7323780","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7323780","admin console;application;BOPS admin;BOPS cluster;BOPS server;BOPS IDS;client device IDS;Jena Rules;IDS cluster;IEEE 2410(TM);liveness;original site admin;site admin;trusted adjudicated data;user;user device","IEEE Standards;Biometrics;Protocols;Medical devices;Servers;Open source software","application program interfaces;biometrics (access control);IEEE standards;relational databases;search engines;security of data;trusted computing","open SSLs;JSON;servlet specification;transport layer security;secure sockets layer;JavaScript Object Notation;REST;representational state transfer;point-and-cut mechanism;BOPS implementation functionality;search engine;relational database management system;application programming interface;service-level security guarantee;continuous protection;intrusion detection system;trusted BOPS server;client device;identity assertion;role gathering;assurance;multilevel access control;auditing;biometric open protocol standard;IEEE standard;IEEE Std 2410-2015","","","","7","","10 Nov 2015","","","IEEE","IEEE Standards"
"IEEE Standard for Biometric Open Protocol","",,"IEEE Std 2410-2017 (Revision of IEEE 2410-2015)","30 Oct 2017","2017","","","1","88","Identity assertion, role gathering, multilevel access control, assurance, and auditing are provided by the Biometric Open Protocol Standard (BOPS). The BOPS implementation includes software running on a client device, a trusted BOPS server, and an intrusion detection system. The BOPS implementation allows pluggable components to replace existing components functionality, accepting integration into current operating environments in a short period of time. The BOPS implementation provides continuous protection to the resources and assurance of the placement and viability of adjudication and other key features. Accountability is the mechanism that proves a service-level guarantee of security. The BOPS implementation allows the systems to meet security needs by using the application programming interface. The BOPS implementation need not know whether the underlying system is a relational database management system or a search engine. The BOPS implementation functionality offers a point-and-cut mechanism to add the appropriate security to the production systems as well as to the systems in development. The architecture is language neutral, allowing Representational State Transfer (REST), JavaScript Object Notation (JSON), and Secure Sockets Layer (SSL) or Transport Layer Security (TLS) to provide the communication interface. The architecture is built on the servlet specification, open SSLs, Java, JSON, REST, and an open persistent store. All tools adhere to open standards, allowing maximum interoperability.;Identity assertion, role gathereing, multilevel access control, assurance, and auditing are provided by the Biometric Open Protocol Standard (BOPS). The BOPS implementation includes software running on a client device, a trusted BOPS server, and an intrusion detection system. The BOPS implementation allows pluggable components to replace existing components’ functionality, accepting integration into current operating environments in a short period of time. The BOPS implementation provides continuous protection to the resources and assurance of the placement and viability of adjudication and otherre key features. Accountability is the mechanism that proves a service-level guarantee of security. The BOPS implementation allows the systems to meet security needs by using the application programming interface. The BOPS implementation need not know whethere the underlying system is a relational database management system or a search engine. The BOPS implementation functionality offers a “point-and-cut” mechanism to add the appropriate security to the production systems as well as to the systems in development. The architecture is language neutral, allowing Representational State Transfer (REST), JavaScript Object Notation (JSON), and Secure Sockets Layer (SSL) or Transport Layer Security (TLS) to provide the communication interface. The architecture is built on the servlet specification, open SSLs, Java, JSON, REST, and an open persistent store. All tools adhere to open standards, allowing maximum interoperability.","","978-1-5044-4321-0","10.1109/IEEESTD.2017.8089818","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8089818","admin console;application;BOPS admin;BOPS cluster;BOPS IDS;BOPS server;client device IDS;IDS cluster;IEEE 2410™;Jena Rules;liveness;original site admin;site admin;trusted adjudicated data;user;user device","IEEE Standards;Biometrics;Protocols;Open systems;Trust management;Medical devices","access protocols;application program interfaces;authorisation;biometrics (access control);computer network security;IEEE standards;Java;open systems","BOPS server;Biometric Open Protocol Standard;IEEE Std 2410-2015;IEEE Std 2410-2017;open SSL;servlet specification;communication interface;TLS;Transport Layer Security;Secure Sockets Layer;JSON;JavaScript Object Notation;REST;Representational State Transfer;point-and-cut mechanism;application programming interface;intrusion detection system;multilevel access control;role gathering;identity assertion;IEEE Standard","","","","18","","30 Oct 2017","","","IEEE","IEEE Standards"
"IEEE Standard for Biometric Privacy","",,"IEEE Std 2410-2021 (Revision of IEEE Std 2410-2019)","25 May 2021","2021","","","1","37","The Standard for Biometric Privacy (SBP) provides private identity assertion. SBP supersedes the prior IEEE Std 2410(TM)-2019 by including a formal specification for privacy and biometrics such that a conforming SBP system does not incur GDPR, CCPA, BIPA or HIPAA privacy obligations. Homomorphic encryption ensures the biometric payload is always one-way encrypted with no need for key management and provides full privacy by ensuring plaintext biometrics are never received by the SBP server. The SBP implementation includes software running on a client device and on the SPB server. Pluggable components are used to replace legacy functionality to allow rapid integration into existing operating environments. The SBP implementation allows the systems to meet security needs by using the application programming interface, whether the underlying system is a relational database management system or a search engine. The SBP implementation functionality offers a “point-and-cut” mechanism to add the appropriate security to the production systems as well as to the systems in development. The architecture is language neutral, allowing Representational State Transfer (REST ), JavaScript Object Notation (JSON), and Transport Layer Security (TLS) to provide the communication interface. This document describes the essential methodology to SBP.;The Standard for Biometric Privacy (SBP) provides private identity assertion. SBP supersedes the prior IEEE Std 2410(TM)-2019 by including a formal specification for privacy and biometrics such that a conforming SBP system does not incur GDPR, CCPA, BIPA or HIPAA privacy obligations. Homomorphic encryption ensures the biometric payload is always one-way encrypted with no need for key management and provides full privacy by ensuring plaintext biometrics are never received by the SBP server. The SBP implementation includes software running on a client device and on the SPB server. Pluggable components are used to replace legacy functionality to allow rapid integration into existing operating environments. The SBP implementation allows the systems to meet security needs by using the application programming interface, whether the underlying system is a relational database management system or a search engine. The SBP implementation functionality offers a “point-and-cut” mechanism to add the appropriate security to the production systems as well as to the systems in development. The architecture is language neutral, allowing Representational State Transfer (REST ), JavaScript Object Notation (JSON), and Transport Layer Security (TLS) to provide the communication interface. This document describes the essential methodology to SBP.","","978-1-5044-7500-6","10.1109/IEEESTD.2021.9440873","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9440873","admin console;application;biometric-driven device;biometrics;privacy;client device IDS;IDS cluster;IEEE Std 2410(TM);Jena Rules;liveness;original site admin;SBP admin;SBP cluster;SBP IDS;SBP server;site admin;trusted adjudicated data;user","IEEE Standards;Privacy;Biometrics (access control);Access control","application program interfaces;authoring languages;biometrics (access control);cryptography;data privacy;formal specification;IEEE standards;relational databases;search engines;telecommunication security","JSON;REST;standard for biometric privacy;pluggable components;search engine;application programming interface;communication interface;transport layer security;JavaScript Object Notation;representational state transfer;point-and-cut mechanism;production systems;relational database management system;SPB server;SBP server;plaintext biometrics;key management;biometric payload;homomorphic encryption;formal specification;private identity assertion;IEEE standard","","","","24","","25 May 2021","","","IEEE","IEEE Standards"
"ESCA: Effective System Call Aggregation for Event-Driven Servers","Y. -C. Cheng; C. -C. J. Huang; C. -H. Tu","Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan City, Taiwan (R.O.C.); Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan City, Taiwan (R.O.C.); Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan City, Taiwan (R.O.C.)","2022 30th Euromicro International Conference on Parallel, Distributed and Network-based Processing (PDP)","18 Apr 2022","2022","","","18","25","The switches between a non-privileged application and the OS kernel running in the CPU’s supervisor mode have been inducing performance costs despite manufacturer efforts to provide special instructions for such transition. Software that heavily interacts with the underlying OS (e.g., I/O intensive and event-driven applications) suffers from system call overhead. To deteriorate this situation, security vulnerabilities in modern processors have prompted kernel mitigations that further increase the transition overhead. Particularly system-call-heavy applications have been reported to be slowed down by up to 30% with kernel page-table isolation (KPTI), the widely deployed mitigation for the Meltdown vulnerability. To decouple system calls from mode transitions, we revisit an old idea known as system-call batching or multi-calls: the bundling of system calls into a combined call, which only incurs the mode-transition costs of a single one. And then, we have implemented ESCA scheme to adapt system-call batching to Linux-based servers in the light of Meltdown and Spectre, effectively eliminating the slowdown of KPTI-affected applications. Our evaluation shows that the throughputs of real-world applications, benefiting from ESCA, can be improved with only 2 lines of code changed respectively: Nginx by up to 12%, lighttpd by up to 23%, and Redis by 4%. Meanwhile, using aggregated transitions, our approach allows faster system calls interleaved with full compatibility but without requiring Linux kernel patches.","2377-5750","978-1-6654-6958-6","10.1109/PDP55904.2022.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9756707","Linux kernel;system call;KPTI","Costs;Program processors;Linux;Semantics;Throughput;Web servers;Software","Linux;operating system kernels","nonprivileged application;OS kernel;CPU's supervisor mode;performance costs;event-driven applications;security vulnerabilities;kernel mitigations;transition overhead;kernel page-table isolation;meltdown vulnerability;mode transitions;system-call batching;multicalls;mode-transition costs;ESCA scheme;Linux-based servers;KPTI-affected applications;real-world applications;aggregated transitions;Linux kernel patches;system call decoupling;system-call-heavy applications;system call aggregation;Nginx;Redis","","","","21","IEEE","18 Apr 2022","","","IEEE","IEEE Conferences"
