"Document Title","Authors","Author Affiliations","Publication Title","Date Added To Xplore","Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBNs","DOI","Funding Information","PDF Link","Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms","Article Citation Count","Patent Citation Count","Reference Count","License","Online Date","Issue Date","Meeting Date","Publisher","Document Identifier"
"A Formal IT-Security Model for a Weak Fair-Exchange Cooperation with Non-repudiation Proofs","R. Grimm","Institute of Information Systems Research, University of Koblenz and Landau, Koblenz, Germany","2009 Third International Conference on Emerging Security Information, Systems and Technologies","21 Aug 2009","2009","","","49","56","This article presents a formal IT-security model for the step-by-step exchange of digital items. Following the taxonomy of Asokan the model presented here addresses the security requirements for a so-called ldquoweakrdquo fair exchange. ldquoWeakrdquo refers to the fact, that third parties are used to dissolve disputes. In this model, non-repudiation proofs are used in an external dispute to establish weak fairness. It shows how many unproved steps can be tolerated by one party without loss of fairness. The model is based on the idea of a ldquocontinuous balance of obligations and their proofsrdquo. This idea was proposed 1993 by Grimm, but never since formalized properly.","2162-2116","978-0-7695-3668-2","10.1109/SECURWARE.2009.15","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5211042","IT-security model;secure state;transition rule;trust model;fair exchange;obligation;non-repudiation","Protocols;Information security;Internet;Taxonomy;Electronic mail;Law;Legal factors;Sections;Computer security;Information systems","cryptographic protocols;public key cryptography;set theory","public-key certification;formal IT security model;weak fair-exchange cooperation;nonrepudiation proof;step-by-step exchange;digital item;fair exchange protocol;freedom-of-obligation property;set theory","","4","","11","IEEE","21 Aug 2009","","","IEEE","IEEE Conferences"
"Preventing traffic analysis in packet radio networks","Shu Jiang; N. H. Vaidya; Wei Zhao","Department of Computer Science, Texas A and M University, College Station, TX, USA; Department of Computer Science, Texas A and M University, College Station, TX, USA; Department of Computer Science, Texas A and M University, College Station, TX, USA","Proceedings DARPA Information Survivability Conference and Exposition II. DISCEX'01","7 Aug 2002","2001","2","","153","158 vol.2","Traffic analysis poses a serious threat to communication security, especially in wireless networks. Strong encryption and traffic padding are often used to hide message contents as well as traffic patterns. In a dynamic environment, when real traffic patterns change, i.e. when the network switches its operation mode, determining an optimal cover mode such that the real traffic service is not degraded and the real traffic patterns are not revealed becomes a challenge. In this paper, we discuss different methods of constructing a traffic cover mode, we formulate an optimality problem, and we present a solution to it.","","0-7695-1212-7","10.1109/DISCEX.2001.932168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=932168","","Telecommunication traffic;Intelligent networks;Packet radio networks;Communication system security;Protection;Public key cryptography;Data security;Information security;Payloads;Computer science","packet radio networks;telecommunication traffic;telecommunication security;optimisation","traffic analysis prevention;packet radio networks;communication security;wireless networks;strong encryption;traffic padding;message contents hiding;changing traffic patterns;dynamic environment;network operation mode switching;optimal traffic cover mode;undegraded traffic service","","6","2","18","IEEE","7 Aug 2002","","","IEEE","IEEE Conferences"
"Secure estimation and attack detection in cyber-physical systems with switching attack","D. Martynova; P. Zhang","Institute for Automatic Control, University of Kaiserslautern, Kaiserslautern, Germany; Institute for Automatic Control, University of Kaiserslautern, Kaiserslautern, Germany","2018 European Control Conference (ECC)","29 Nov 2018","2018","","","356","361","Cyber attacks on cyber-physical systems bring new challenges to existing methods of fault detection and fault tolerant estimation. In this paper, an approach is proposed for the secure state estimation in cyber-physical systems with switching attacks. The attack signal causes a switch in the system behaviour. We consider only two system modes, nominal mode and attacked mode. As the switching sequence is unknown, information coming from IT cybersecurity layer is used to guide the switching signal of the observer mode. The residual signal provided by the switched observer also influences the switching signal of the observer. The stability of the resulting estimation error dynamics is proven. An example is given to illustrate the advantage of the proposed approach over two other switching observer schemes.","","978-3-9524-2698-2","10.23919/ECC.2018.8550285","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8550285","","Switches;Observers;Cyberattack;Hidden Markov models;Switched systems","cyber-physical systems;fault diagnosis;fault tolerant computing;observers;security of data;state estimation","attack detection;cyber-physical systems;switching attack;cyber attacks;fault detection;fault tolerant estimation;secure state estimation;attack signal;system behaviour;system modes;switching sequence;switching signal;switched observer;resulting estimation error dynamics;switching observer schemes;IT cybersecurity layer","","","","21","","29 Nov 2018","","","IEEE","IEEE Conferences"
"Ensuring security and data integrity in Multi Micro-Agent System Middleware with Blockchain Technology","A. N. Cherif; Y. Achir; M. Youssfi; M. Elgarej; O. Bouattane","2IACS Laboratory ENSET, Hassan II University, Mohammedia, Morocco; 2IACS Laboratory ENSET, Hassan II University, Mohammedia, Morocco; 2IACS Laboratory ENSET, Hassan II University, Mohammedia, Morocco; 2IACS Laboratory ENSET, Hassan II University, Mohammedia, Morocco; EESS Laboratory ENSET, Hassan II University, Mohammedia, Morocco","2023 3rd International Conference on Innovative Research in Applied Science, Engineering and Technology (IRASET)","21 Jun 2023","2023","","","1","6","Multi-agent systems offer the advantage of performing tasks in a distributed and decentralized manner, thereby increasing efficiency and effectiveness. However, building these systems also presents challenges in terms of communication, security, and data integrity. Blockchain technology has the potential to address these challenges and to revolutionize the way that data is stored and shared, by providing a tamper-evident log of events in event-driven distributed multi-agent systems. In this paper, we propose a blockchain-based approach for event-sourcing in such systems, which allows for the reliable and transparent recording of events and state changes. Our approach leverages the decentralized nature of blockchains to provide a tamper-resistant event log, enabling agents to verify the integrity of the data they rely on.","","979-8-3503-9836-6","10.1109/IRASET57153.2023.10152950","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10152950","Data integrity;Event-driven;CQRS;multi-agent systems;Blockchain;Distributed systems","Supply chain management;Data integrity;Scalability;Recording;Consensus protocol;Security;Reliability","blockchains;data integrity;middleware;multi-agent systems","blockchain-based approach;data integrity;distributed decentralized manner;event-driven distributed multiagent systems;multimicroagent system middleware;tamper-resistant event log","","","","14","IEEE","21 Jun 2023","","","IEEE","IEEE Conferences"
"A Markov Chain-Based Secrecy Outage Probability Analysis of a Full-Duplex Relay Network","T. Wang; J. Si; Z. Li; J. Cheng","Integrated Service Networks Laboratory, Xidian University, Xi’an, China; Integrated Service Networks Laboratory, Xidian University, Xi’an, China; Integrated Service Networks Laboratory, Xidian University, Xi’an, China; School of Engineering, University of British Columbia, Kelowna, Canada","IEEE Wireless Communications Letters","8 Dec 2019","2019","8","6","1718","1721","Physical layer security is studied for a wireless full duplex relay network, where relay selection scheme is adopted to enhance security performance. More specifically, considering the effect of inter-relay interference and residual self-interference, a Markov matrix is utilized to model the state transition probability for the number of successful decoding relays. Based on outdated channel state information between the relays and the legitimate destination, the secrecy outage probability under Rayleigh fading is investigated and its analytical expression is derived. The derived theoretical results are validated by computer simulations. The results reveal that our analytical results using Markov chain match the simulations, while the analytical method based only on probability theory cannot accurately predict the secrecy outage performance.","2162-2345","","10.1109/LWC.2019.2938760","National Natural Science Foundation of China(grant numbers:61631015); National Natural Science Foundation for Distinguished Young Scholar(grant numbers:61825104); Key Laboratory Project of China Electronic Science and Technology Group(grant numbers:CLDL-20182410); Shaanxi Basic Scientific Research Program(grant numbers:2018JM6124); Northwestern Polytechnical University(grant numbers:CJT150101); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8822478","Full-duplex relaying;imperfect channel state information;physical layer security;secrecy outage probability","Relays;Markov processes;Interference cancellation;Power system reliability;Probability;Rough surfaces","channel coding;decoding;Markov processes;matrix algebra;radiofrequency interference;Rayleigh channels;relay networks (telecommunication);telecommunication network reliability;telecommunication security;wireless channels","Markov chain-based secrecy outage probability analysis;full-duplex relay network;physical layer security;wireless full duplex relay network;relay selection scheme;inter-relay interference;residual self-interference;Markov matrix;state transition probability;outdated channel state information;probability theory;secrecy outage;decoding relays;Rayleigh fading","","1","","11","IEEE","2 Sep 2019","","","IEEE","IEEE Journals"
"Fusion State Estimation for Power Systems Under DoS Attacks: A Switched System Approach","J. Chen; C. Dou; L. Xiao; Z. Wang","School of Automation, Huazhong University of Science and Technology, Wuhan, China; Institute of Electrical Engineering, Yanshan University, Qinhuangdao, China; School of Automation, Huazhong University of Science and Technology, Wuhan, China; School of Automation, Huazhong University of Science and Technology, Wuhan, China","IEEE Transactions on Systems, Man, and Cybernetics: Systems","17 Jul 2019","2019","49","8","1679","1687","This paper proposes a switched system method (SSM) for the fusion state estimation (SE) under denial-of-service (DoS) attacks in power systems. One of the subsystems in the SSM employs the widely used dynamic model with unit state transition matrix and zero control input. The performance of this model is favorable when the system operates in normal conditions but tends to suffer while the system state dramatically changes. Moreover, its accuracy and convergence is sensitive to the value of the process noise covariance matrix. The other subsystem, with some opposite characteristics, utilizes a pseudo-dynamic model derived from the linearization of the power flow equation. A switching rule based on the innovations is established to make a tradeoff between the two subsystems with regard to estimation accuracy, converge speed, and computing time. Apart from the difference in the reporting rate of various measurements, cyber attacks, such as DoS attacks may result in the absence of measurements in the snapshot of SE at the finest time scale. To deal with this problem, the linear extrapolation and multistep prediction techniques are involved. Simulation studies are conducted on the IEEE-14 bus test system and a 33 bus distribution system under various scenarios, and the performance of the proposed method is discussed.","2168-2232","","10.1109/TSMC.2019.2895912","National Natural Science Foundation of China(grant numbers:61833008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8653501","Denial-of-service (DoS) attack;fusion state estimator;phasor measurement unit (PMU);switched system method (SSM)","Mathematical model;Power system dynamics;Current measurement;Phasor measurement units;Load modeling;Time measurement;Covariance matrices","covariance matrices;extrapolation;load flow;power system security;power system state estimation","zero control input;process noise covariance matrix;pseudodynamic model;power flow equation;cyber attacks;DoS attacks;IEEE-14 bus test system;33 bus distribution system;fusion state estimation;switched system method;SSM;denial-of-service attacks;unit state transition matrix;linear extrapolation;multistep prediction","","22","","34","IEEE","26 Feb 2019","","","IEEE","IEEE Journals"
"Ontology based approach for network security","M. Arunadevi; S. K. Perumal","Department of Computer Applications, Madurai Kamaraj University, Madurai, India; Madurai Kamaraj University, Madurai, Tamil Nadu, IN","2016 International Conference on Advanced Communication Control and Computing Technologies (ICACCCT)","26 Jan 2017","2016","","","573","578","Computer network is a dynamic entity whose state changes with the introduction of new services, installation of new network operating system, and addition of new hardware component!!. creation of new user roles and by attacks from various actors instigated by aggressors. Unauthorized intrusion into a computer system or network is one of the most serious threats to computer security. Intrusion detection systems have been developed to provide early warning of an intrusion so that defensive action can be taken to prevent or minimize damage. Intrusion detection involves detecting unusual patterns of activity or patterns of activity that are known to correlate with intrusions. One of the two most publicized threats to security is the intruder (the other is viruses), often referred to as a hacker or cracker. Various security mechanisms employed in the network does not give the complete picture of security of complete network. In this paper, we have derived more number of probabilities for prediction rules and implemented those probabilities in the simulation model web application to protect the datacenter.","","978-1-4673-9545-8","10.1109/ICACCCT.2016.7831705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7831705","Network Security Status;Ontology;Network Simulation awareness;Taxonomy","Automation;Government;Manuals;Security;Ontologies;Taxonomy;Computers","computer centres;computer network security;data protection;ontologies (artificial intelligence)","ontology based approach;computer network security;intrusion detection system;data center protection","","1","","12","IEEE","26 Jan 2017","","","IEEE","IEEE Conferences"
"Solutions to data optimization and security for web services in GNSS applications based on android smartphone","Pham Tien Hung; Tran Minh Hoat; Nguyen Thanh Tuan; Ha Duyen Trung; Hoang Van Dung",NA; NA; NA; NA; NA,"2013 Third World Congress on Information and Communication Technologies (WICT 2013)","1 Jun 2015","2013","","","63","68","In recent years, web services are increasingly omnipresent in the internet and expected to dominate software industry in near future especially in the era of smartphones. The prevalence of web services can be seen obviously through a variety of applications in e-business, remote management and other fields. In this paper, we investigate the applicability of Representational State Transfer (REST)-based web services model in Global Navigation Satellite System (GNSS) applications with its numerous advantages compared to others. After experimental analysis results, the model fulfilled our expectation of data processing, transmitting and security for vehicle tracking applications based on android smartphones. In addition, by dint of the limited processing ability of android devices, algorithms to optimize positioning data are also presented.","","978-1-4799-3230-6","10.1109/WICT.2013.7113110","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7113110","GNSS applications;Vehicle tracking;Web services","Androids;Humanoid robots;XML;Cryptography;World Wide Web;Simple object access protocol","Internet;mobile computing;satellite navigation;security of data;smart phones;Web services","data optimization;Web service security;GNSS applications;Internet;remote management;e-business;representational state transfer;REST;global navigation satellite system;android devices;android smartphones","","","","15","IEEE","1 Jun 2015","","","IEEE","IEEE Conferences"
"Combined cycle resource scheduling in ERCOT nodal market","H. Hui; C. -N. Yu; F. Gao; R. Surendran","ERCOT, Taylor, TX, USA; Ventyx, an ABB company, Santa Clara, CA, USA; Ventyx, an ABB company, Santa Clara, CA, USA; ERCOT, Taylor, TX, USA","2011 IEEE Power and Energy Society General Meeting","10 Oct 2011","2011","","","1","8","ERCOT has moved from a zonal market to an advanced nodal market since December 2010. In ERCOT, combined cycle trains (CCT) contribute a significant share of its total installed capacity. Therefore, how to accurately and efficiently model the CCT is one of the key factors for a successful EROCT nodal market. In order to facilitate market operations and ensure the system reliability, the ERCOT nodal market supports the modeling of CCT in two different ways: configuration-based modeling and physical unit modeling. The complexity of dependency within a combined cycle train is tackled by introducing state transition matrix. The scheduling and settlement for CCT in Day-Ahead Market (DAM), Reliability Unit Commitment (RUC), and Real-Time Market Security Constrained Economic Dispatch (SCED) are discussed respectively. Then, calculation of Locational Marginal Price (LMP) and Settlement Point Price (SPP) for CCT is completely discussed for both Day-Ahead and Real-Time Markets. Finally, a numerical example is presented to illustrate the implemented CCT modeling.","1944-9925","978-1-4577-1002-5","10.1109/PES.2011.6039463","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039463","Combined Cycle Train;Security Constrained Unit Commitment;Electric Power Systems","Security;Turbines;Schedules;Generators;Real time systems;Load modeling;Reliability","power generation dispatch;power generation scheduling;power markets;power system reliability;power system security;pricing","combined cycle resource scheduling;ERCOT nodal market;advanced nodal market;combined cycle train;market operation;system reliability;configuration based modeling;physical unit modeling;state transition matrix;day ahead market;reliability unit commitment;real time market security constrained economic dispatch;locational marginal price;settlement point price","","18","","15","IEEE","10 Oct 2011","","","IEEE","IEEE Conferences"
"GCG: General Consistencies Guarantee of Software-Defined Network Updates","Z. Wang; C. Shu; Z. Zhao; Y. Zhang; L. Yang; G. Min","School of Computer Science, University of Electronic Science and Technology of China; School of Computer Science, University of Electronic Science and Technology of China; School of Computer Science, University of Electronic Science and Technology of China; School of Computer Science, University of Electronic Science and Technology of China; School of Computer Science, University of Electronic Science and Technology of China; College of Computer Science, University of Exeter","2017 IEEE 19th International Conference on High Performance Computing and Communications; IEEE 15th International Conference on Smart City; IEEE 3rd International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","15 Feb 2018","2017","","","631","632","Network state changes are one of the major reasons of instability in network, resulting in disruptions, undesirable performance degradation or security vulnerabilities. Although the states before and after the update can be easily guaranteed correct, the intermediate states often produce the instantaneous incorrect network behaviors. In this paper, we propose General Consistencies Guarantee (GCG), a fast and consistent solution to update the computer network in the Software-Definition Networks (SDNs). GCG updates single flow to ensure connectivity and policy consistency by adjusting updating order and inserting two rules. GCG also guarantees performance consistency with the dependency graph. Simulation experimental results show that success rate of GCG are significantly improved.","","978-1-5386-2588-0","10.1109/HPCC-SmartCity-DSS.2017.88","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8291991","Software-defined networking; network update; consistency","Conferences;Bandwidth;Complexity theory;Computer science;Security;Topology;High performance computing","graph theory;software defined networking","dependency graph;SDN;security vulnerabilities;software-definition networks;computer network;instantaneous incorrect network behaviors;general consistencies guarantee;GCG","","1","","2","IEEE","15 Feb 2018","","","IEEE","IEEE Conferences"
"Towards Further Formal Foundation of Web Security: Expression of Temporal Logic in Alloy and Its Application to a Security Model With Cache","H. Shimamoto; N. Yanai; S. Okamura; J. P. Cruz; S. Ou; T. Okubo","Graduate School of Information Science and Technology, Osaka University, Suita, Japan; Graduate School of Information Science and Technology, Osaka University, Suita, Japan; Nara College, National Institute of Technology, Yamatokoriyama, Japan; Graduate School of Information Science and Technology, Osaka University, Suita, Japan; Graduate School of Information Science and Technology, Osaka University, Suita, Japan; Graduate School of Information Security, Institute of Information Security, Yokohama, Japan","IEEE Access","17 Jun 2019","2019","7","","74941","74960","Security analysis of a web system is complicated, and thus analysis using formal methods to describe system specification mathematically has attracted attention. Some previous studies have adopted formal methods, but their models cannot express parallel communication completely. This limitation gives rise to problems where web functions, such as a cache that stores contents, cannot be defined and attacks that forge contents cannot be analyzed. These problems are present in the Alloy-based implementations of current models that do not have the ability to express temporal logic. Therefore, we design implementation and evaluation of temporal logic in Alloy to express time series and parallel computation for web security analysis. In doing so, state transitions in the web can be expressed by fitting them in our proposed syntax. As concrete applications, we describe a web security model that includes caches and show that our proposed syntax can analyze state-of-the-art attacks, such as unauthorized access to users' account pages via caches. The source code of our proposed model in Alloy is publicly available.","2169-3536","","10.1109/ACCESS.2019.2920675","Japan Science and Technology Agency(grant numbers:JPMJPR16UQ); Japan Society for the Promotion of Science(grant numbers:18K18049,16K00196); Secom Science and Technology Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8730354","Alloy;cache;formal methods;security model;temporal logic;web security","Security;Metals;Analytical models;Syntactics;Browsers;Mathematical model;Protocols","authorisation;formal specification;formal verification;Internet;security of data;temporal logic;time series","temporal logic;web system;formal methods;system specification;parallel communication;web functions;Alloy-based implementations;time series;parallel computation;web security analysis;web security model","","4","","45","OAPA","4 Jun 2019","","","IEEE","IEEE Journals"
"Hybrid Hierarchical Network Intrusion Detection","H. -y. Yang; L. -x. Xie","Software Research Center, Civil Aviation University of China, Tianjin, China; Software Research Center, Civil Aviation University of China, Tianjin, China","2006 International Conference on Machine Learning and Cybernetics","4 Mar 2009","2006","","","2702","2706","A prototype of three-layer network intrusion detection system (NIDS) was designed to improve the veracity and efficiency of intrusion detection. The NIDS deals with the network layer raw data, the application layer connection session and user network behaviors. The NIDS monitors payload of packets on network layer and analyzes attacks on application layer through packets reassembly and statistical process. The system created profile using learning vector quantization (LVQ) and utilized the original LVQ algorithm to implement behavior classification. This approach exhibits the ability to detect the known and unknown network attacks. Experimental results show that the NIDS detect low-level network attacks effectively with low false positive rate and perform very well for detection of unknown attacks, especially for PROBE, DOS and U2R attacks","2160-1348","1-4244-0061-9","10.1109/ICMLC.2006.258929","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4028520","Intrusion detection;profile;LVQ;state transition;KDD","Intrusion detection;Computer networks;Protocols;Queueing analysis;Master-slave;Signal processing;Electronic mail;Software prototyping;Signal design;Payloads","computer networks;learning (artificial intelligence);security of data;statistical analysis;vector quantisation","hierarchical network intrusion detection system;application layer connection session;user network behavior;packet reassembly;statistical process;learning vector quantization;low-level network attack","","","","13","IEEE","4 Mar 2009","","","IEEE","IEEE Conferences"
"A State-Adaptive Access Control Model for Web-Based IDRS System","X. Wu; Y. He; Z. Zhou","Institute of Software, Chinese Academy and Sciences, Beijing, China; Institute of Software, Chinese Academy and Sciences, Beijing, China; Chinese Academy of Sciences, Beijing, Beijing, CN","2009 International Conference on Networks Security, Wireless Communications and Trusted Computing","5 May 2009","2009","2","","172","175","Role based access control reduces the cost of security administration of large-scale systems. However, it mainly abstracts a user from the function aspect, which is not enough for some complex large-scale systems. In Web-based IDRS (infectious disease reporting system), access control is based on not only the function attribute, but domain and category attributes of a user. Meanwhile, the domain and category attributes of a user need to adapt to state changes. We present a state-adaptive access control model that uses role, domain and category attributes to enforce access control. Moreover, it supports dynamic adjustment of domain and category attributes of a user based on state transition.","","978-1-4244-4223-2","10.1109/NSWCTC.2009.32","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4908433","role based access control;state adaptive;virtual domain;virtual category;CDC","Access control;Large-scale systems;Diseases;Context modeling;Communication system security;Costs;Abstracts;Virtual private networks;Databases;Cities and towns","authorisation;diseases;Internet;large-scale systems;medical computing","state-adaptive access control model;role based access control;security administration;large-scale systems;Web-based infectious disease reporting system","","","","9","IEEE","5 May 2009","","","IEEE","IEEE Conferences"
"Graphical Evolutionary Game Model of Virus-Based Intrusion to Power System for Long-Term Cyber-Security Risk Evaluation","B. Li; Y. Chen; S. Huang; R. Yao; Y. Xia; S. Mei","Department of Electrical Engineering, State Key Laboratory of Power System, Tsinghua University, Beijing, China; Department of Electrical Engineering, State Key Laboratory of Power System, Tsinghua University, Beijing, China; Department of Electrical Engineering, State Key Laboratory of Power System, Tsinghua University, Beijing, China; Argonne National Laboratory, Lemont, USA; Department of Electrical Engineering, China Agricultural University, Beijing, China; Department of Electrical Engineering, State Key Laboratory of Power System, Tsinghua University, Beijing, China","IEEE Access","19 Dec 2019","2019","7","","178605","178617","Through virus-based reconnaissances, the attacker may compromise critical power substations and induce power outages. Meanwhile, the power system operator may conduct defensive measures to prevent virus-spreading. In this paper, a graphical evolutionary game model is developed to solve the equilibrium of competitions between virus propagations and countermeasures, which helps to evaluate the cyber-security risk of power systems under long-term virus-based intrusions. In the proposed game model, the virus is supposed to propagate itself in a cyber network connecting cyber nodes belonging to power substations. Each cyber node may play as an attacker or a defender according to its state. A death-birth rule is adopted to model probabilistic strategies and state transfers, which reflects the bounded rationality of the viruses. Then, an evolution dynamic equation is derived to obtain the portion of the infected substations when the equilibrium is reached, and simulation algorithm is also given to estimate the infection probability of each substation under the persistent virus-based intrusion. Assuming a virus may trip all breakers in the infected substation, the cyber-security risk is evaluated to identify system-level vulnerabilities. The IEEE 118-bus system with a layered cyber network is used for case studies. Test results validate the proposed model and provide further insights into the virus-based intrusion.","2169-3536","","10.1109/ACCESS.2019.2958856","National Key Research and Development Program of China through the Basic Research Class(grant numbers:2017YFB0903000); National Natural Science Foundation of China(grant numbers:51477081,51621065); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8930508","Cyber security;graphical evolutionary game;virus spread;substation risk assessment","Games;Substations;Viruses (medical);Cyberattack;Computer viruses;Mathematical model","computer viruses;evolutionary computation;game theory;graph theory;power engineering computing;power system security;probability;risk analysis;substations","simulation algorithm;death-birth rule;infection probability estimation;evolution dynamic equation;bounded rationality;state transfers;probabilistic strategies;defensive measures;virus propagations;virus-spreading;power system operator;power outages;critical power substations;virus-based reconnaissances;long-term cyber-security risk evaluation;graphical evolutionary game model;layered cyber network;IEEE 118-bus system;system-level vulnerabilities;infected substation;cyber node;long-term virus-based intrusions","","8","","27","CCBY","10 Dec 2019","","","IEEE","IEEE Journals"
"Stability Enhancement of High Frequency DC Distribution Network by Incorporating Wide Bandgap β-Ga2O3 Power MOSFET as Switching Element","S. Mukherjee; D. Saha; A. Laha; S. Ganguly","Department of Electrical Engineering, Indian Institute of Technology, Bombay, Mumbai, India; Department of Electrical Engineering, Indian Institute of Technology, Bombay, Mumbai, India; Department of Electrical Engineering, Indian Institute of Technology, Bombay, Mumbai, India; Department of Electrical Engineering, Indian Institute of Technology, Bombay, Mumbai, India","2020 IEEE Electric Power and Energy Conference (EPEC)","18 Jan 2021","2020","","","1","6","We propose stability enhancement of a high frequency (1.2MHz) DC distribution network comprising numerous feedback-controlled buck converters by replacing their conventional electro-mechanical switches with ß-polymorphic Gallium Oxide (β-Ga2O3) power MOSFETs operated on soft switching. The performance anomaly in terms of output voltage oscillations and poor overall stability resulting from negative incremental impedances have been successfully addressed with the help of the Middlebrook Criterion. Having the highest Johnson's Figure of Merit (2844) among all studied Wide Band Gap (WBG) materials, β-Ga2O3 promises the best Power-Frequency operation. In our simulations here, it leads to substantial performance improvement compared to the conventional system design - in terms of output voltage oscillation and overall stability of the DCdistribution network. Losses have been calculated and analyzed, with regard to the Minimum System Efficiency Degradation versus Maximum Stability Enhancement trade-off. Further, we demonstrate the dominance of a solid-state switch at the converter input, over a feedback loop at the back-end, in securing a system with higher stability.","2381-2842","978-1-7281-6489-2","10.1109/EPEC48502.2020.9319918","Ministry of Human Resource Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9319918","DC Distribution Network;β-Ga2O3;MOSFET;Stability Enhancement;Middlebrook Cnterion;Soft Switching.","Stability criteria;Power system stability;Switches;MOSFET;Impedance;Distribution networks;Resistance","distribution networks;feedback;field effect transistor switches;gallium compounds;power MOSFET;power system stability;switching convertors;wide band gap semiconductors","performance anomaly;output voltage oscillation;negative incremental impedances;wide band gap materials;performance improvement;solid-state switch;power MOSFET;switching element;soft switching;ß-polymorphic gallium oxide;feedback-controlled buck converters;high frequency DC distribution network;minimum system efficiency degradation;power-frequency operation;Johnson's figure of merit;Middlebrook criterion;maximum stability enhancement trade-off;WBG materials;feedback loop;system security;frequency 1.2 MHz;Ga2O3","","2","","20","IEEE","18 Jan 2021","","","IEEE","IEEE Conferences"
"HealthSense: A medical use case of Internet of Things and blockchain","T. Dey; S. Jaiswal; S. Sunderkrishnan; N. Katre","Information Technology Department, DJ Sanghvi College of Engineering, Mumbai, India; Information Technology Department, DJ Sanghvi College of Engineering, Mumbai, India; Computer Department, DJ Sanghvi College of Engineering, Mumbai, India; Information Technology Department, DJ Sanghvi College of Engineering, Mumbai, India","2017 International Conference on Intelligent Sustainable Systems (ICISS)","21 Jun 2018","2017","","","486","491","Blockchain and Internet of things are the most promising and upcoming technologies. Blockchain is a distributed, peer to peer database forming a chain between multiple blocks of data. The internet of things works on a similar paradigm where multiple devices are connected to the internet forming a network of networks. Combined together they offer solutions for various problems, especially in the field of healthcare where quick reporting of data or results is of utmost importance. Recent studies have proven that delays in providing healthcare are directly linked to patient confidence and chances of recovery. An unreliable storage of health records has only aggravated the problem. Our paper aims to provide a solution for these issues by proposing a Blockchain-Internet of things model where a bio-sensor measures and collects real time data with respect to a patient's medical status and stores it in the blockchain. In this way quick reporting and tamper proof storage of data occurs. By deploying a smart contract the final hospital bill can be calculated along with insurance coverage. This would negate the need of third party providers and create a transparent system. Our paper also proposes the use of Inter planetary file system to store discharged patients records thus reducing the load on the actual blockchain. Overall this will surely benefit patients and doctors alike by creating a safe and transparent environment along with quick response to a patient's need.","","978-1-5386-1959-9","10.1109/ISS1.2017.8389459","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8389459","BlockchInternet of Things;InterPlanetary File System;MQTT;Representational State Transfer","Peer-to-peer computing;Protocols;Contracts;Internet of Things;Biological system modeling;Conferences","health care;hospitals;Internet of Things;medical information systems;patient care;peer-to-peer computing;security of data","healthcare;patient confidence;HealthSense;peer to peer database;blockchain-Internet of Things model;bio-sensor;patient medical status;smart contract;inter planetary file system","","58","","18","IEEE","21 Jun 2018","","","IEEE","IEEE Conferences"
"Modeling the intrusion by using capability of attackers","Liang-Min Wang; Jian-Ming Zhang; Jian-Feng Ma","The Department of Computer Science, Jiangsu University, Zhenjiang, China; The Department of Computer Science, Jiangsu University, Zhenjiang, China; The Key Laboratory of Computer Network and Information Security, Ministry of Education, Xidian University, China","2005 International Conference on Machine Learning and Cybernetics","7 Nov 2005","2005","6","","3639","3643 Vol. 6","Modeling the intrusion is an open problem which is necessary to be solved in intrusion tolerance system. A model of state transition and its constructing algorithm is presented which is described with the capability of attackers. With the attention on the influence upon system, the intrusion is described by the capability of the attacker in this model. And the intrusion model is formalized by the definition of meta-attack. Then an approach to cluster the hyper-alerts into meta-attack using correlation-algorithm is presented. In the end, the method on modeling the intrusion by meta-attack is presented, and the proof of existence and uniqueness of the model constructed by this approach are given.","2160-1348","0-7803-9091-1","10.1109/ICMLC.2005.1527573","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1527573","intrusion tolerance;alert correlation;Chronicles;logic correlation;Intrusion model","Intrusion detection;Logic;Clustering algorithms;Control systems;Buffer overflow;Computer science;Laboratories;Computer networks;Information security;Computer science education","security of data;fault tolerant computing","intrusion tolerance system;state transition model;intrusion model;meta-attack;alert correlation","","","","21","IEEE","7 Nov 2005","","","IEEE","IEEE Conferences"
