"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Engineering topology aware adaptive security: Preventing requirements violations at runtime","C. Tsigkanos; L. Pasquale; C. Menghi; C. Ghezzi; B. Nuseibeh","Politecnico di Milano, Milano, Italy; Lero – The Irish Software Engineering Research Centre, Limerick, Ireland; Politecnico di Milano, Milano, Italy; Politecnico di Milano, Milano, Italy; Department of Computing, The Open University, Milton Keynes, UK","2014 IEEE 22nd International Requirements Engineering Conference (RE)","29 Sep 2014","2014","","","203","212","Adaptive security systems aim to protect critical assets in the face of changes in their operational environment. We have argued that incorporating an explicit representation of the environment's topology enables reasoning on the location of assets being protected and the proximity of potentially harmful agents. This paper proposes to engineer topology aware adaptive security systems by identifying violations of security requirements that may be caused by topological changes, and selecting a set of security controls that prevent such violations. Our approach focuses on physical topologies; it maintains at runtime a live representation of the topology which is updated when assets or agents move, or when the structure of the physical space is altered. When the topology changes, we look ahead at a subset of the future system states. These states are reachable when the agents move within the physical space. If security requirements can be violated in future system states, a configuration of security controls is proactively applied to prevent the system from reaching those states. Thus, the system continuously adapts to topological stimuli, while maintaining requirements satisfaction. Security requirements are formally expressed using a propositional temporal logic, encoding spatial properties in Computation Tree Logic (CTL). The Ambient Calculus is used to represent the topology of the operational environment - including location of assets and agents - as well as to identify future system states that are reachable from the current one. The approach is demonstrated and evaluated using a substantive example concerned with physical access control.","2332-6441","978-1-4799-3033-3","10.1109/RE.2014.6912262","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6912262","","Security;Topology;Buildings;Calculus;Aerospace electronics;Servers;Runtime","authorisation;data flow analysis;formal specification;temporal logic","topology aware adaptive security engineering;requirements violation prevention;adaptive security systems;potentially harmful agents;security requirements;security controls;propositional temporal logic;encoding spatial properties;computation tree logic;ambient calculus;access control","","21","","24","IEEE","29 Sep 2014","","","IEEE","IEEE Conferences"
"Static security risk evaluation of the power system with wind speed correlation","L. Zhang; J. Liu","School of Electrical Engineering and Information of Sichuan University, Chengdu, People's Republic of China; School of Electrical Engineering and Information of Sichuan University, Chengdu, People's Republic of China","2015 5th International Conference on Electric Utility Deregulation and Restructuring and Power Technologies (DRPT)","14 Mar 2016","2015","","","2035","2040","Because of the close geographic location of wind farms in the same power grid, the correlation of their wind speeds and the correlation of the generated wind power are obvious. This study proposes a novel method which provides the static security risk evaluation of the power system with wind speed correlation. In this study, Ranked Set Sampling Monte Carlo simulation (RSMCS) which is based on the Nataf transformation and Ranked Set Sampling is involved for the investigation of the impacts of wind speed correlation on probabilistic load flow. The proposed method provides a low computation intensive mechanism to generate a high accurate solution with a relative easy implementation. The proposed method is validated with a modified IEEE-30 bus system which consists of four wind farms. The static security risk of current operating state with wind speed correlation is also analyzed in validation work.","","978-1-4673-7106-3","10.1109/DRPT.2015.7432574","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7432574","probabilistic load flow;Nataf transformation;Ranked Set Sampling;wind speed correlation;static security risk","Correlation;Wind speed;Load flow;Matrix decomposition;Random variables;Security;Wind farms","correlation methods;Monte Carlo methods;power grids;power system security;probability;sampling methods;wind power plants","static security risk evaluation;power system;wind speed correlation;geographic location;wind farms;power grid;ranked set sampling Monte Carlo simulation;RSMCS;Nataf transformation;probabilistic load flow;modified IEEE-30 bus system","","2","","15","IEEE","14 Mar 2016","","","IEEE","IEEE Conferences"
"An adaptive security model for mobile agents in wireless networks","S. P. Alampalayam; Anup Kumar","Computer Engineering and Computer Science Department, University of Louisville, Louisville, KY, USA; Computer Engineering and Computer Science Department, University of Louisville, Louisville, KY, USA","GLOBECOM '03. IEEE Global Telecommunications Conference (IEEE Cat. No.03CH37489)","14 Jan 2004","2003","3","","1516","1521 vol.3","In this paper, we have proposed an adaptive security scheme for denial of service security threats in mobile agent system based on wireless ad hoc network environment. This model is based on a fuzzy feedback controller and allows the ad hoc mobile network user to select the security level and requirement he/she needs. Our model integrates the existing security techniques in providing adaptive security for mobile agents in ad hoc network. The goal of the proposed scheme is to provide a security framework that will detect automatically various attacks and then take appropriate measures to deal with the attack. We have simulated the proposed scheme and conducted experiments for selected denial of service attacks.","","0-7803-7974-8","10.1109/GLOCOM.2003.1258491","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1258491","","Mobile agents;Intelligent networks;Wireless networks;Mobile ad hoc networks;Ad hoc networks;Communication system security;Computer crime;Protection;Fuzzy control;Adaptive control","ad hoc networks;mobile radio;telecommunication security;telecommunication services;fuzzy control;mobile agents","adaptive security model;mobile agent;wireless ad hoc network;service security;fuzzy feedback controller;mobile network user;security level selection;security requirement;security technique;denial of service attack","","12","3","17","IEEE","14 Jan 2004","","","IEEE","IEEE Conferences"
"Towards cognitive security systems","W. Kinsner","Cognitive Systems Laboratory, Department of Electrical and Computer Engineering, University of Manitoba, Winnipeg, MAN, Canada","2012 IEEE 11th International Conference on Cognitive Informatics and Cognitive Computing","24 Sep 2012","2012","","","539","539","This talk addresses the changing world of security systems, and a possible approach to their improvement. Since the scientific, technical, industrial, business, and social worlds have changed from physically isolated systems to electronically interconnected system-of-systems (SoS), the functioning of such a SoS depends critically on its operational robustness and security. In the previous physically-isolated world, robust static security for selected matched problems was often sufficient. Today, we need a new approach to providing security, because even adaptive security is insufficient. This new approach is termed here a cognitive security system. The talk will cover three major issues. First, the talk starts from a review of the existing security systems, with their problems and required solutions, as well as their vulnerabilities, attacks, and defences. Second, it provides a review of decision-making systems, including dynamic and dynamical systems, complex systems, adaptive systems, autonomic systems and their attributes, symbiotic systems, and finally special attention is given to cognitive dynamic systems as defined by Wang's cognitive informatics [1-4], Kinsner cognitive machines, [5], Haikonen conscious machines [6], and Haykin cognitive dynamic systems [7]. This review ends with a model of cognitive security system. This model has a feature based on polyscale analysis and synthesis never reported before. Finally, examples of security-related cognitive static and dynamic systems developed in our research group are presented, including wavelet-packet fingerprint compression for data mining, watermarking and steganography, a new chaotic cryptography system, and new polyscale analysis for SmartGrid2.","","978-1-4673-2795-4","10.1109/ICCI-CC.2012.6311207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6311207","","Security;Cognitive informatics;Computers;Educational institutions;Robustness;Computational intelligence","chaos;cognitive systems;cryptography;data mining;grid computing;steganography;water quality;watermarking","cognitive security systems;scientific worlds;technical worlds;industrial worlds;business worlds;social worlds;physically isolated systems;electronically interconnected system-of-systems;SoS;operational robustness;physically-isolated world;robust static security;selected matched problems;decision-making systems;dynamical systems;complex systems;adaptive systems;autonomic systems;symbiotic systems;Wang cognitive informatics;Kinsner cognitive machines;Haikonen conscious machines;Haykin cognitive dynamic systems;polyscale analysis;security-related cognitive static systems;wavelet-packet fingerprint compression;data mining;watermarking;steganography;chaotic cryptography system;SmartGrid2","","16","","7","IEEE","24 Sep 2012","","","IEEE","IEEE Conferences"
"Features of a hybrid expert system for security enhancement","D. Reichelt; H. Glavitsch","Swiss Federal Institute of Technology, Zurich, Switzerland; Swiss Federal Institute of Technology, Zurich, Switzerland","IEEE Transactions on Power Systems","6 Aug 2002","1992","7","2","907","913","Progress in combining analytical and rule-based programs for the purpose of power system security enhancement is reported. The emphasis is on the illustration of the details of the search process, the interaction between programs, and the role of heuristics. Security enhancement is an optimization problem. The concept for a hybrid expert system that performs a search through the space of the feasible operating states is developed. With the combination of a standard search algorithm with a production system a sophisticated search process is built up. This allows integrated analytical programs to provide the knowledge base with quantitative information about the network state and about the effects of control actions on the network state. An example is given of the application of the expert system. The results are presented, followed by a discussion of the effects of the variation of heuristic parameters on the search process.<>","1558-0679","","10.1109/59.141803","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=141803","","Expert systems;Power system security;Power system analysis computing;Load flow;Space technology;Hybrid power systems;Dispatching;Optimization methods;Production systems;Monitoring","expert systems;power engineering computing;power systems","power system;hybrid expert system;security enhancement;rule-based programs;heuristics;optimization problem;network state","","3","","9","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Adaptive IEEE 802.11i Security for Energy-Security Optimization","M. R. Doomun; K. M. S. Soyjaudah","Faculty of Engineering, University of Mauritius, Reduit, Mauritius; Faculty of Engineering, University of Mauritius, Reduit, Mauritius","The Third Advanced International Conference on Telecommunications (AICT'07)","29 May 2007","2007","","","38","38","As computing devices and wireless connectivity become ubiquitous, the need for efficient secure wireless networks becomes a critical concern. Low power consumption is currently one of the major issues for all wireless application. Emerging wireless and mobile appliances are severely constrained in the resources they possess, namely, processor, battery, and memory. Energy consumed by computation and communication intensive wireless security protocols used to provide data privacy, integrity and authenticity is a function of the size of the data transferred and the security level of the session. In this paper we propose an adaptive security scheme for wireless networks to optimize battery energy consumption. We base our model on well-established simulation results and methodologies that leads to rigorous modularization for energy-conscious and energy-conserving wireless security design.","","0-7695-2843-0","10.1109/AICT.2007.3","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4215259","Wireless;IEEE 802.11i;energy-efficient;adaptive security","Communication system security;Pervasive computing;Wireless networks;Energy consumption;Batteries;Data security;Computer networks;Home appliances;Mobile communication;Wireless application protocol","cryptographic protocols;data integrity;data privacy;message authentication;telecommunication security;wireless LAN","adaptive IEEE 802.11i security;wireless connectivity;secure wireless networks;wireless security protocols;data privacy;data integrity;data authenticity;energy-conscious wireless security design;energy-conserving wireless security design","","1","","20","IEEE","29 May 2007","","","IEEE","IEEE Conferences"
"A hierarchical clustering based pattern recognition scheme for power system security assessment","A. K. Sinha; S. Sensharma","Department of Electrical Engineering, Indian Institute of Technology, Kharagpur, India; Department of Electrical Engineering, Indian Institute of Technology, Kharagpur, India","Fourth IEEE Region 10 International Conference TENCON","6 Aug 2002","1989","","","945","948","A pattern recognition method for power system security assessment is presented. The security status of the power system operation is recognized from the stored knowledge about similar operating condition patterns. The method not only classifies system operating conditions into a secure/insecure state but for an insecure operating state it also identifies the pertinent failure modes. The knowledge about the system operating conditions (patterns) are stored in a structured memory by grouping similar patterns into clusters which are then arranged into a hierarchical tree structure. This permits a fast two level search for the nearest neighbor. For patterns near the separating region of secure and insecure patterns a fuzzy estimation technique is used to provide an error-free security assessment.<>","","","10.1109/TENCON.1989.177087","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=177087","","Pattern recognition;Power system security;Power system measurements;Voltage;Power generation;Power measurement;Data security;Information security;Power system reliability;Tree data structures","pattern recognition;power system control","hierarchical clustering;pattern recognition method;power system security assessment;operating condition patterns;fuzzy estimation","","3","","8","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Key Technology for Big Visual Data Analysis in Security Space and Its Applications","R. Hu","National Engineering Research Center for Multimedia Software, School of Computer Wuhan University, Wuhan, China","2016 International Conference on Advanced Cloud and Big Data (CBD)","16 Jan 2017","2016","","","333","333","Seeing (surveillance) but not understanding (poor security performance)"" is common problem in most security systems. Although in recent years significant progress has been achieved in biometric identification technology, the progress of single technologies does not dramatically improve the overall performance or solve the system-level problems of social security. Currently in addition to improvements of single technology, the following system-level technical bottlenecks must be solved to improve the overall performance of social security: 1. Blind spots of perception exist in surveillance area of due to the non-overlap of surveillance sensors, 2. The performance of single identification technology decreases sharply in complex surveillance scenarios such as poor lighting conditions or disguise, 3. Traditional warning technologies become invalid due to the multi-stage non-stationary evolution feature of complex events. Three challenges listed above closely relate to three scientific problems in the analysis technology of big visual data on three levels: sensing data, identification technology and pattern recognition. Our study aims at (1) exploiting the complete mapping mechanism between physical space and multivariate sensing spaces to fill-in the blind spots of sensing data, (2) exploring the correlative mechanism of multi-modal objects in multivariate sensing spaces to improve the analytical performance from single identification technology, (3) studying the spatial-temporal evolution mechanism in the entire lifecycle of complex events to extend pattern recognition from local space and time. The security space is the physical space with comprehensive protective ability, which includes ubiquitous sensing, reliable identification, penetrating trend analysis and approaching danger warning at any time, at any location, for any object and for any behavior. Aiming to build the theory of security space, this study is divided into three levels: information acquisition and perceptional computation, scene analysis and evolution prediction, resource scheduling and system applications. Then it is further divided into five tasks: (1) task 1: visual object recognition and big data based identification, (2) task 2: situational awareness of groups and multi-scale revolution, (3) task 3: semantic analysis of scenes and correlative computation in multivariate spaces, (4) task 4: big scale visual retrieval and security risk analysis, (5) task 5: Warning system of the security space and its applications. Task 1 corresponds to the first level because sensing and identification of objects is the basis for analysis. Task 2 and 3 correspond to the second level since group behavior, events, scene and their evolution are crucial for the prediction and warning of security events. Task 4 and 5 correspond to the third level of this study in order to develop the high performance computing platform, to conduct system evaluation and application demonstration. Big visual data contains massive high-dimensional sensing data, implying the complicated relationship among social objects. In fact, in the world of data, the spatial-temporal relationship between the big data objects is more essential than the causal relationship, and these private and implicit relationships compose the core values of the big data social analysis. Only the analysis of individuals, groups and scenes in big visual data are based on the core element of social security analysis, that is"" social structure and social activities"", can it supports the strategic transference of urban security system from investigation afterwards to warning in advance. The overall purpose of this study is to build the big data analysis system in security space, realizing the intelligent big visual data system which supports data analysis of hundred billions of feature data, billions of image data, millions of visual sensing terminals. The expected achievements on the warning and protection system for large spaces can reach the international leading level. Based on the achievements above, the project plans to develop 10 intelligent big data analysis products of 3 categories, and the expected benefits of industrialization promotion can reach 100 billion, which promotes the upstream and downstream industry to realize economic benefits 3 billion. Also we strive to become the internationally leading industry in the field of big security data analysis.","","978-1-5090-3677-6","10.1109/CBD.2016.065","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7815231","big visual data;security space;social security","Security;Sensors;Visualization;Big data;Object recognition;Surveillance;Data analysis","Big Data;biometrics (access control);data analysis;data visualisation;pattern recognition;risk analysis;security of data;surveillance;ubiquitous computing","warning system;security risk analysis;big scale visual retrieval;semantic analysis;Big Data based identification;visual object recognition;system applications;resource scheduling;evolution prediction;scene analysis;perceptional computation;information acquisition;trend analysis penetration;reliable identification;ubiquitous sensing;pattern recognition;sensing data;social security;biometric identification technology;surveillance;seeing;security space;Big visual data analysis;key technology","","3","","","IEEE","16 Jan 2017","","","IEEE","IEEE Conferences"
"Shuffle based Anomaly Detection in Multi-state System","D. Hou; Y. Cong; G. Sun; X. Xu","State Key Laboratory of Robotics, University of Chinese Academy of Sciences; State Key Laboratory of Robotics, University of Chinese Academy of Sciences; State Key Laboratory of Robotics, University of Chinese Academy of Sciences; State Key Laboratory of Robotics, University of Chinese Academy of Sciences","2017 IEEE 7th Annual International Conference on CYBER Technology in Automation, Control, and Intelligent Systems (CYBER)","26 Aug 2018","2017","","","874","879","The anomaly events are defined as the points that rare and diverse from the other points in feature space. Conventional anomaly detection methods usually find low-probability events with a learned a probability distribution model, or evaluate the testing samples with the local density of the testing samples. Multi-state system usually has multiple normal states, and state changes at unpredictable points caused by the daily operation such as feed, outlet, flow control, etc. For the multistate system, collecting enough data that contain all possible states are challenging or impossible to users. Furthermore, conventional anomaly detection methods are sensitive to the context of training datasets or the unpredicted phased changes of the testing datasets, or just consider the local density of the testing samples. Motivated by this problem, we transform the model learning problem to a distinction learning problem that learns the familiarity of each testing samples. In order to reduce the effects of the phased changes, we randomly shuffle the testing dataset and use a sliding window to evaluate the familiarity of the testing samples with one-class Support Vector Machine (SVM) method. Our contributions include: (1) reducing the requirement of the prior knowledge; (2) handling the phased changes of the testing datasets, (3) considering the global familiarity of the testing samples. Our proposed method is evaluated on the synthetic datasets, and the real datasets, and experiments results show that our proposed method is superior than the state-of-the-art methods.","","978-1-5386-0490-8","10.1109/CYBER.2017.8446228","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8446228","Anomaly detection;Multi-state system;Step changes;Shuffle","Testing;Anomaly detection;Support vector machines;Training;Hidden Markov models;Dictionaries;Automation","learning (artificial intelligence);probability;security of data;support vector machines","multistate system;conventional anomaly detection methods;low-probability events;testing dataset;probability distribution model;sliding window;one-class support vector machine;SVM method;model learning problem;distinction learning problem;shuffle based anomaly detection","","1","","29","IEEE","26 Aug 2018","","","IEEE","IEEE Conferences"
"Adaptive control for bilateral teleoperation system under input and multi-state constraints","W. Chen; Y. Yana; L. Yafeng; H. Changchun; G. Xinping","Dept. of Eng. In Foreign Language, POLYTEHNICA University, Bucharest, Romania; Dept. of Automatic Control and Industrial Informatics, POLYTEHNICA University, Bucharest, Romania; Dept. of Eng. In Foreign Language, POLYTEHNICA University, Bucharest, Romania; Dept. of Automatic Control and Industrial Informatics, POLYTEHNICA University, Bucharest, Romania; NA","2015 34th Chinese Control Conference (CCC)","14 Sep 2015","2015","","","997","1002","In actual teleoperation system, due to the components, structure, security and the laws of physics limit, system input, state and output values can not be arbitrary. These restrictions on signals if without a second thought in design process will likely result in system performance losses and even system failure or collapse. With above considerations, the synchronization control design problem will be investigated for bilateral teleoperation system under input saturation and multiple states constraints. To deal with the input saturation problem, an auxiliary system is designed. Then, adaptive controllers are designed by applying the backstepping method for the master and the slave, respectively. By constructing Barrier Lyapunov Function (BLF), the stability and synchronization performances are guaranteed with the new controllers under input and multi-state constraints in the presence of system uncertainties and external disturbances. Finally, an experiment is performed to demonstrate the effectiveness of the proposed method.","1934-1768","978-9-8815-6389-7","10.1109/ChiCC.2015.7259770","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7259770","teleoperation system;multiple states constraints;input saturation;BLF","Lyapunov methods;Synchronization;Manipulators;Control systems;Iron;Adaptive control","adaptive control;control nonlinearities;control system synthesis;Lyapunov methods;stability;synchronisation;telerobotics;trajectory control;uncertain systems","bilateral teleoperation system;input constraint;multistate constraint;security;system performance loss;system failure;system collapse;synchronization control design problem;input saturation problem;auxiliary system design;adaptive controller design;backstepping method;barrier Lyapunov function;BLF;stability;synchronization performance;system uncertainties;external disturbance;trajectory tracking","","","","16","","14 Sep 2015","","","IEEE","IEEE Conferences"
"AdSeD: An Adaptive Quality of Security Control in Disk Systems","M. Nijim; A. Ali","School of Computing, Department of Computer Science, University of Southern Mississippi, Hattiesburg, MS, USA; School of Computing, Department of Computer Science, University of Southern Mississippi, Hattiesburg, MS, USA","2008 11th IEEE International Conference on Computational Science and Engineering","25 Jul 2008","2008","","","421","428","Since security is of critical importance for modern storage systems, it is imperative to protect stored data from being tampered or disclosed. Although an increasing number of secure storage systems have been developed, there is no way to dynamically choose security services to meet disk requests' flexible security requirements. Furthermore, existing security techniques for disk systems are not suitable to guarantee desired response times of disk requests. We remedy this situation by proposing an adaptive scheme (referred to as AdSeD) that can judiciously select the most appropriate security service for each write request while endeavouring to guarantee the desired response times of all disk requests. Experimental results show that AdSeD significantly improves security and overall performance over an existing scheme by up an average of 199.5% and 213.4%.","","978-0-7695-3193-9","10.1109/CSE.2008.22","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4578261","storage systems;security level;satisfied ratio","","disc storage;security of data","AdSeD;adaptive security control quality;disk systems;modern storage systems","","","","37","IEEE","25 Jul 2008","","","IEEE","IEEE Conferences"
"Study of optimal replacement strategy of degradation system components for system availability","T. Li; N. Wang; L. Ma; Y. Wang","College of Reliability and Systems Engineering, Beijing, China; College of Reliability and Systems Engineering, Beijing, China; College of Reliability and Systems Engineering, Beijing, China; College of Reliability and Systems Engineering, Beijing, China","2014 Prognostics and System Health Management Conference (PHM-2014 Hunan)","18 Dec 2014","2014","","","628","631","In support process of equipment systems, spare inventory strategy, turnaround time, and product maintenance strategies have a great impact on system support time, and support time is one of the most important factors for the readiness and the task persistence of systems. Therefore, the use of reasonable spare inventory strategy, as well as maintenance and support decisions to systems is essential to improve system availability, security and system cost reducing. Maintenance strategy can be formulated based on the situation in which the products are monitored. For a single-component system, current research around its multi-state transferring have been quite mature, in which the conversion rate defined in a different state in Markov process can be clearly showed by conversion relationship between different state. However, the state transition process involved mostly considers the processes of repairing only, and rarely considers the impact to system availability by the transition of failure rate caused by changes in components, spare replacement strategies and spare supply. To solve this problem, this paper considered a single-component system with two derating states, and discussed its steady-state availability through variable spare replacement probability and different spare fill rate levels. With model of the system with two derating states established, generalized Markov method was used to solve the relationships between replacement timing and system availability with the level of spare fill rate considered. Finally, through the analysis of results, the preliminary conclusions were obtained. The results could clearly reveal the impacts of spare replacement strategy and spare fill rate in single-component system.","2166-5656","978-1-4799-7958-5","10.1109/PHM.2014.6988248","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6988248","single-component;multi-states;replacment stategy;degradation system;system availability","Availability;Maintenance engineering;Steady-state;Markov processes;Equations;Mathematical model;Reliability engineering","cost reduction;inventory management;maintenance engineering;Markov processes","optimal replacement strategy;degradation system component;system availability;support process;equipment system;spare inventory strategy;turnaround time;product maintenance strategy;system support time;support decision;security;system cost reduction;single-component system;multistate transferring;Markov process;conversion relationship;state transition process;failure rate;spare replacement strategy;spare supply;steady-state availability;spare replacement probability;spare fill rate level;derating states;generalized Markov method;replacement timing","","","","8","IEEE","18 Dec 2014","","","IEEE","IEEE Conferences"
"Automatic management of network security policy","J. Burns; A. Cheng; P. Gurung; S. Rajagopalan; P. Rao; D. Rosenbluth; A. V. Surendran; D. M. Martin","Telcordia Technologies, Inc., USA; Telcordia Technologies, Inc., USA; Telcordia Technologies, Inc., USA; Telcordia Technologies, Inc., USA; Telcordia Technologies, Inc., USA; Telcordia Technologies, Inc., USA; Telcordia Technologies, Inc., USA; University of Denver, USA","Proceedings DARPA Information Survivability Conference and Exposition II. DISCEX'01","7 Aug 2002","2001","2","","12","26 vol.2","The paper describes work in our project funded by the DARPA Dynamic Coalitions program to design, develop, and demonstrate a system for automatically managing security policies in dynamic networks. Specifically, we aim to reduce human involvement in network management by building a practical network reconfiguration system so that simple security policies stated as positive and negative invariants are upheld as the network changes. The focus of this project is a practical tool to help systems administrators verifiably enforce simple multi-layer network security policies. Our key design considerations are computational cost of policy validation and the power of the enforcement primitives. The central component is a policy engine populated by models of network elements and services that validates policies and computes new configuration settings for network elements when they are violated. We instantiate our policy enforcement tool using a monitoring and instrumentation layer that reports network changes as they occur and implements configuration changes computed by the policy engine.","","0-7695-1212-7","10.1109/DISCEX.2001.932156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=932156","","Power system security;Engines;Computer networks;Project management;Humans;Computer network management;Buildings;Computational efficiency;Power system modeling;Monitoring","computer network management;security of data;military computing;management of change","automatic network security policy management;DARPA Dynamic Coalitions program;dynamic networks;network reconfiguration system;negative invariants;positive invariants;multi-layer network security policies;computational cost;policy validation;enforcement primitives;monitoring layer;instrumentation layer;network changes;configuration changes","","33","12","23","IEEE","7 Aug 2002","","","IEEE","IEEE Conferences"
"Security Architecture for IEEE 802.15.4-based Wireless Sensor Network","T. Shon; B. Koo; H. Choi; Y. Park","U-Convergence Laboratory, Telecommunication Research and Development Center, Samsung Electronics Company Limited, Suwon, Gyeonggi, South Korea; U-Convergence Laboratory, Telecommunication Research and Development Center, Samsung Electronics Company Limited, Suwon, Gyeonggi, South Korea; U-Convergence Laboratory, Telecommunication Research and Development Center, Samsung Electronics Company Limited, Suwon, Gyeonggi, South Korea; U-Convergence Laboratory, Telecommunication Research and Development Center, Samsung Electronics Company Limited, Suwon, Gyeonggi, South Korea","2009 4th International Symposium on Wireless Pervasive Computing","16 Mar 2009","2009","","","1","5","A wireless sensor network consists of low power devices which have limited computing resources. Thus, energy consumption is one of the most significant issues in wireless sensor network environment. For various sensor network applications, security features are also to be a rising big issue more and more. If wireless sensor network supports a variety of security functions, more powerful devices and more energy are required. On the other hand, providing security feature and energy consumption together face a trade-off. Therefore, in this paper we propose a novel efficient security architecture in IEEE 802.15.4-based wireless sensor network called hybrid adaptive security framework. The goal of the proposed security framework is to provide hybrid adaptive security suites to each packet according to various WSN considerations.","","978-1-4244-2965-3","10.1109/ISWPC.2009.4800607","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4800607","","Wireless sensor networks;Data security;Information security;Energy consumption;Message authentication;Cryptography;Computer networks;Military computing;Access control;Communication system security","energy consumption;personal area networks;telecommunication security;wireless sensor networks","security architecture;IEEE 802.15.4-based wireless sensor network;energy consumption;hybrid adaptive security framework","","7","","13","IEEE","16 Mar 2009","","","IEEE","IEEE Conferences"
"Multi-mode Big Data Mining and Analysis Based on Internet of Things on Power","G. Cui; S. Yi","Production technology department, Shaoguan Power Supply Bureau of Guangdong Power Grid Co., Ltd Shaoguan, Shaoguan City, Guangdong Province, China; Production technology department, Shaoguan Power Supply Bureau of Guangdong Power Grid Co., Ltd Shaoguan, Shaoguan City, Guangdong Province, China","2021 6th Asia Conference on Power and Electrical Engineering (ACPEE)","24 May 2021","2021","","","365","370","With the development of big data mining and artificial intelligence technology, the big data analysis in power is more and more used. At present, the big data is composed of power multi-mode data mainly includes PMS system of power equipment management, Scada system of power data acquisition and monitoring control, online monitoring system of various equipment, patrol system, intelligent video monitoring system and so on. The scale and dimension of these data are huge. This paper is based on Internet of Things with Logistic Algorithms and Neural Network Algorithms. By analyzing and predicting the probability of power failure through real-time monitoring data, the state of the power equipment can be evaluated, the potential risks in power operation can be evaluated and predicted, and the active warning can be given to improve the security of the system.","","978-1-7281-9159-1","10.1109/ACPEE51499.2021.9437093","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9437093","Power big data;power failure;Artificial Neural Network;ANN","Neural networks;SCADA systems;Big Data;Streaming media;Prediction algorithms;Real-time systems;Internet of Things","artificial intelligence;Big Data;computerised monitoring;data acquisition;data analysis;data mining;Internet of Things;neural nets;power engineering computing;SCADA systems;video signal processing","multimode big data mining;Internet of Things;artificial intelligence;big data analysis;power multimode data;PMS system;power equipment management;Scada system;power data acquisition;monitoring control;online monitoring system;intelligent video monitoring system;power failure probability;real time monitoring data;logistic algorithms;neural network algorithms","","1","","11","IEEE","24 May 2021","","","IEEE","IEEE Conferences"
"On the Interplay Between Cyber and Physical Spaces for Adaptive Security","C. Tsigkanos; L. Pasquale; C. Ghezzi; B. Nuseibeh","Politecnico di Milano, Milano, Italy; Lero, University of Limerick, Limerick, Ireland; Politecnico di Milano, Milano, Italy; Open University, Milton Keynes, United Kingdom","IEEE Transactions on Dependable and Secure Computing","8 May 2018","2018","15","3","466","480","Ubiquitous computing is resulting in a proliferation of cyber-physical systems that host or manage valuable physical and digital assets. These assets can be harmed by malicious agents through both cyber-enabled or physically-enabled attacks, particularly ones that exploit the often ignored interplay between the cyber and physical world. The explicit representation of spatial topology is key to supporting adaptive security policies. In this paper we explore the use of Bigraphical Reactive Systems to model the topology of cyber and physical spaces and their dynamics. We utilise such models to perform speculative threat analysis through model checking to reason about the consequences of the evolution of topological configurations on the satisfaction of security requirements. We further propose an automatic planning technique to identify an adaptation strategy enacting security policies at runtime to prevent, circumvent, or mitigate possible security requirements violations. We evaluate our approach using a case study concerned with countering insider threats in a building automation system.","1941-0018","","10.1109/TDSC.2016.2599880","ERC(grant numbers:227977 (SMScom),291652 (ASAP)); SFI(grant numbers:10/CE/I1855,13/RC/2094); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7542583","Specification, Verification, Access Control","Security;Topology;Cloud computing;Adaptation models;Planning;Wireless networks;Servers","cyber-physical systems;formal verification;planning (artificial intelligence);security of data;ubiquitous computing","physical spaces;ubiquitous computing;cyber-physical systems;digital assets;malicious agents;spatial topology;adaptive security policies;Bigraphical Reactive Systems;topological configurations;adaptation strategy;possible security requirements violations;cyber spaces;building automation system;speculative threat analysis;model checking;automatic planning technique","","36","","49","IEEE","12 Aug 2016","","","IEEE","IEEE Journals"
