id,title,abstract
179,Poster: Reasoning Based on Imperfect Context Data in Adaptive Security,Enabling software systems to adjust their protection in continuously changing environments with imperfect context information is a grand challenging problem. The issue of uncertain reasoning based on imperfect information has been overlooked in traditional logic programming with classical negation when applied to dynamic systems. This paper sketches a non-monotonic approach based on Answer Set Programming to reason with imperfect context data in adaptive security where there is little or no knowledge about certainty of the actions and events.
181,Steady state and dynamic security assessment in composite power systems,Security analysis is one of the important issues in power system reliability evaluation. A probabilistic method using sequential Monte Carlo simulation is introduced for modeling and integration of steady state and dynamic security assessment in computing the reliability indices. These system indices provide quantitative measures of the system operating states for use in short and long term planning. Case studies of the Western System Coordinating Council (WSCC) system and IEEE reliability test system (RTS) are described to demonstrate this approach.
185,Designing a Security Platform for Collaborating Autonomous Systems - An Experience Report,"Collaborative autonomous systems operating at edges, e.g., TurtleBots, need adaptive security mechanisms (i.e., Confidentiality, Integrity, Availability) that meet the changing mission requirements and the available processing capacities. We have designed and implemented a security platform that supports secure communication among autonomous systems of robots (e.g., TurtleBots), security of Robot Operating System (ROS) communication network, the integrity of the information exchanged among the robots and secured availability of the data and access to services. For designing the security platform, we have used architecture and design patterns along with the respective security protocols. Our solution provides seamless security incorporation in heterogeneous collaborative autonomous entities. We have leveraged architectural strategies to incorporate publickey encryption, maintain global order of events and incorporate fault tolerance. We assert that the presented security platform can facilitate easy adoption of secure control, communication and information gathering in collaborative autonomous systems with resource constraint edge nodes."
188,A Novel Deep Reinforcement Learning Enabled Multi-Band PSS for Multi-Mode Oscillation Control,"To better damp out the multi-mode oscillations in an uncertain environment, a novel multi-band power system stabilizer (MBPSS) is proposed. Compared with other MBPSSs, the proposed controller has a well-balanced structure, and each band is designed to address a target low-frequency oscillation (LFO) mode. A deep reinforcement learning-enabled agent is developed to effectively tune the control parameters that are adaptive to system uncertainties and different operating conditions. Comparative results with other types of PSSs on the IEEE 68-bus system demonstrate that the proposed method has better performance of damping out LFO and robustness against unseen operating conditions and faults."
215,Adaptive information security and privacy,"Although security and privacy by design underpin effective engineering of software intensive systems, the dynamic reality of modern information systems means that such systems are the subject of changes of many different forms that can affect their operational environment, their behaviour, and the behaviour of their users, both legitimate and malicious. Systems must therefore be adaptive by design, in order to adapt effectively at runtime. In particular, these systems must be able to adapt their security and privacy controls, both proactively or in response to a variety of changes in their environment, in the threats they face, and in the assets they are required to protect. This talks presents both empirical and engineering challenges to achieving adaptive security and privacy in information systems. Acknowledging that information systems are increasingly both socio-technical and cyber-physical, the talk explores the impact of cyber-physical-social boundaries and their effective management when engineering secure, privacy-aware, and forensics-ready systems."
245,Security in Underwater Sensor Network,"Underwater wireless sensor network is a novel type of underwater networked system. Due to the characteristics of UWSN and underwater channel, UWSN are vulnerable to malicious attacks. The existing security solutions proposed for WSN cannot be used directly in UWSN. Moreover, most of these solutions are layer wise. In this paper, we studied the threat, attack, and security issues of UWSN. Subsequently, we argue that layered security schemes cannot protect UWSN against blended attacks. Additionally, we presented a novel preliminary conceive, which is a cross-layer, adaptive, selective security scheme."
263,Adaptive IEEE 802.11i Security for Energy-Security Optimization,"As computing devices and wireless connectivity become ubiquitous, the need for efficient secure wireless networks becomes a critical concern. Low power consumption is currently one of the major issues for all wireless application. Emerging wireless and mobile appliances are severely constrained in the resources they possess, namely, processor, battery, and memory. Energy consumed by computation and communication intensive wireless security protocols used to provide data privacy, integrity and authenticity is a function of the size of the data transferred and the security level of the session. In this paper we propose an adaptive security scheme for wireless networks to optimize battery energy consumption. We base our model on well-established simulation results and methodologies that leads to rigorous modularization for energy-conscious and energy-conserving wireless security design."
266,Automatic management of network security policy,"The paper describes work in our project funded by the DARPA Dynamic Coalitions program to design, develop, and demonstrate a system for automatically managing security policies in dynamic networks. Specifically, we aim to reduce human involvement in network management by building a practical network reconfiguration system so that simple security policies stated as positive and negative invariants are upheld as the network changes. The focus of this project is a practical tool to help systems administrators verifiably enforce simple multi-layer network security policies. Our key design considerations are computational cost of policy validation and the power of the enforcement primitives. The central component is a policy engine populated by models of network elements and services that validates policies and computes new configuration settings for network elements when they are violated. We instantiate our policy enforcement tool using a monitoring and instrumentation layer that reports network changes as they occur and implements configuration changes computed by the policy engine."
290,Integrated aviation security for defense-in-depth of next generation air transportation system,"To meet the significant increase in civil air traffic demand in the National Airspace System (NAS), the Federal Aviation Administration (FAA) is cooperating with other departments to develop Next Generation Air Transportation System (NextGen). NextGen will greatly increase the NAS capacity, efficiency, safety, flexibility, and environmental protection. Aviation Security is one of the core components in NextGen. Without security protection, all NextGen functions will be vulnerable to various attacks and cannot work robustly. In this paper, we propose an Integrated Aviation Security (IAS) framework for defense-in-depth of various aspects of NextGen security such as cyber security and aircraft anti-hijacking. IAS uses a multi-layered, cross-component, and multi-planed (data plane and control plane) structure. Multiple components in NextGen such as communication, navigation, surveillance, air traffic management, aircraft anti-hijacking, access control, biometrics, risk analysis and management, etc, are processed integratedly through information fusion to enhance the security performance of each module. We will present a detailed implementation approach of IAS including the AlertEnterprise based Integrated Risk Management (IRM) Model, defense-in-depth of communication, navigation, surveillance, and aircraft anti-hijacking. Compared with disparate systems, the proposed IAS has much higher security performance to be effective against both outsider and insider threats."
316,End-to-end security in the presence of intelligent data adapting proxies: the case of authenticating transcoded streaming media,"We consider the problem of maintaining end-to-end security in the presence of intelligent proxies that may adaptively modify data being transmitted across a network. The video coding community considers this problem in the context of transcoding media streams, but their approaches either fail to address authentication or fail to provide meaningful security guarantees. We present two provably-secure schemes, LISSA and TRESSA, that allow an intelligent network intermediary to intercept a stream signed by a content provider, and adapt it dynamically, while preserving the ultimate receiver's ability to securely verify the content provider's signature (and, hence, authenticity and integrity of the data received). Our schemes allow the intermediary to selectively remove portions of the stream and, thus, permit common media transcoding techniques such as scalable compression and multiple file switching. Moreover, a content provider only has to encode and sign its entire data stream once, as opposed to nondynamically encoding and signing different versions for each anticipated combination of device, network configuration, and channel condition. Our implementation results demonstrate efficiency."
325,Design and Implementation of Multi-Mode Surveillance System for Several Applications,"With the rise in crimes, thefts, stealing, burglary, and offensive violations in today's technological age, it is critical that we install cameras in every conceivable public place to discover accused / criminals / fled persons. Security agents, such as cops, use public camera footage to track down the accused's movements. People are assigned to this responsibility of watching the public camera recordings. These individuals must constantly watch the detected faces and compare them to the accused faces. However, because this is a continual process, there is a high risk of manual errors when utilizing this method. The accused person's face can also be discovered using this method, but by the time the assigned person tells the nearest police station, the accused person may have left/escaped. With all of these considerations in mind, it is necessary to avoid these blunders. Manual mistake in determining the perpetrator's face and relaying the information to officials swiftly are the main problems. Installing a camera with an already supplied data collection of suspected people can help cross-check the detected faces with the uploaded data set, which is the first issue. This improves the precision of the accused's detection. The second issue is telling officials about the suspected criminal or accused in a timely manner. If the installed camera has a transmitting unit, with the receiver on the official side and the transmitter on the camera end, this will work. The information is swiftly transmitted to the authorities, and there is a good possibility that the perpetrator will be apprehended. A frequency band is fundamental for any transmission to actually occur. The frequency ranges essential for the above-mentioned transferring data are 400–500 Hz and 900–1000 Hz. The LoRa module will be used to use these bandwidths."
327,Hardware-in-the-loop design and optimal setting of adaptive protection schemes for distribution systems with distributed generation,"The constantly increasing presence of distributed generation (DG) in modern distribution systems induces grid configuration alterations, affecting thus the short-circuit levels and fault current paths. To address all arising protection challenges, adaptive protection is being implemented. This paper presents an innovative hardware-in-the-loop adaptive protection scheme, which incorporates real-time simulation, multifunction protection, centralized control, and optimal calculation of protection settings. The proposed adaptive scheme is based, first, on the determination of optimal relay setting groups, and then on their online self-adjustment, providing a continuously tuned protection scheme to the variable system operating modes. The efficacy of the proposed solution is demonstrated through two distribution test networks with embedded DG."
370,Design and Development of an AI based Intelligent Door for Home Security System,"These days, safety concerns are universal. A house, a factory, a bank, and so on are all things that virtually everyone desires. In today's world, when more and more people have easier access to various resources, it is increasingly vital to ensure that one has a safe place to live. There must be a way to keep us secure since the daily rise in crime rates demands it. We're all aware that there are sophisticated security systems out there, but unfortunately, they're out of reach for a lot of people. Trespassing, intrusion, and other forms of illegal entry are commonplace, with many common targets including banks, business offices, financial organizations, jewellery stores, and government organizations. Our goal is to alleviate this problem by creating a low-priced electronic system that can detect intruders' movements and trigger an alert. To this end, we offer a new Android app called Door Security System that makes use of IoT technology to keep tabs on the door's state, manage the door, and boost home safety. The smart lock system in this instance is an android-based one, and it can function in both single-mode and multi-mode settings. Financial and commercial institutions have an urgent need for this kind of technology. The system also provides features for the average user, who does not need to be the only one with access to the lock's controls. The system's high efficiency, low price, and cutting-edge features and user-friendly design all contribute to its value. In the event that the door is opened without permission, the alarm will sound and a message will be sent to the homeowners."
380,Adaptive Protection of Distribution Systems with DERs Considering Consumer and Generation Profiles,"Distributed Energy Resources (DER) penetration has a significant impact on the distribution protection system. Current flow during short-circuit and load flow depend on DERs' operating state, generated power, and short-circuits contribution as well as consumer loads. The more DER integration leads to more challenge to maintaining DER, feeder, and substation protections sensitive, selective, with fast response, and optimum reliability. The IEEE 34 Node Test Feeder used and extended by addition of photovoltaic, wind, and energy storage DERs. Consumer loads and DER's generation were extended from static values to typical load and generation profiles, which examined daily, weekly, and seasonal patterns. Protection device settings were calculated selectively in the absence of DERs. Using the method of Protection Security Assessment (PSA), automatically evaluate the correct operation of protection devices in case of different fault scenarios. Three-phase and single-phase metallic faults are applied to validate protection system security. The PSA reassessed DER contribution and influence on protection selectivity. Adaptive rules should fix identified miss-coordinations by modifying protection settings or feeder automation logic. This paper applied adaptive rules to improve protection settings. The PSA method and adaptive rules assumed for implementation in an Advanced Distribution Management System (ADMS)."
398,SCIBORG: Secure Configurations for the IoT Based on optimization and Reasoning on Graphs,"Addressing security misconfiguration in complex distributed systems, such as networked Industrial Control Systems (ICS) and Internet of Things (IoT) is challenging. Owners and operators must go beyond tuning parameters of individual components and consider the security implications of configuration changes on entire systems. Given the growing scale of cyber systems, this task must be highly automated. Unfortunately, prior work on configuration errors has largely ignored the security impact of configurations of connected components. To address this gap, we present SCIBORG, a framework that improves the security posture of distributed systems by examining the impact of configuration changes across interdependent components using a graph-based model of the system and its vulnerabilities. It formulates a Constraint Satisfaction Problem from the graph-based model and uses an SMT solver to find optimal configuration parameter values that minimize the impact of attacks while preserving system functionality. SCIBORG also provides supporting evidence for the proposed configuration changes. We evaluate SCIBORG on an IoT testbed."
424,Short-term Reliability Online Evaluation Basing On Transient State Probability,"The reliability of the power system in a future short term is studied according to the current state. Basing on this, we can alarm and prevent the outage to assure the safety and reliability of the power system. Traditional reliability is an expected value of long-term reliability level under the fixed operating mode, which cannot reflect the real time reliability level under the current operational state. This essay presents the novel conception and algorithm of online evaluating the short-term reliability in order to study the operational reliability level. The influence of the variable system states on the reliability level is reflected according to the real time operational information provided by the SCADA/EMS/WAMS. Markov process is adopted to solve the transient state probability of the components, so that forecasting the system state basing on the transient probability is possible. The probability of the system state and the reliability indices of the system changes as the time varying. The analysis and the assessment of IEEE RTS-79 system indicates that there are great differences between the short-term and long-term reliability indices, and only the transient probability evaluation can assess the short-term probability properly. In this paper the relationship between the enumerating number of the system states and the forecasting time is also studied. The result indicates that only a few system states are needed to get relative high degree of evaluation accuracy, which can be applied online. IEEE RTS-79 case study is calculated to verify this conclusion."
438,An Integrated Software System Designed for Upper Limb Rehabilitation Robot,"High treatment efficiency is urgently required considering the contradiction between the increase of spinal cord injury cases and the shortage of therapists. Hence, we design an integrated software system to solve the treatment efficiency problem by combining the administration and evaluation functions of a therapist with the training and testing functions of a rehabilitation robot. All information of therapists and patients is administrated digitally through a three-layer administration framework. A multi-modal training method library is developed to assist therapists in formulating individualized passive rehabilitation training programs for various patients. What's more, we propose a safety protection strategy for the safety of patients based on a joint angle filtering algorithm. The system was shown to improve hospital administration efficiency and to provide comprehensive, smooth, and safe upper limb rehabilitation training for patients. This paper provides a feasible solution to the contradiction between poorly integrated rehabilitation robot software systems and a shortage of therapists."
447,A Review of Factors Influencing the Implementation of Secure Framework for in-House Web Application Development in Malaysian Public Sector,"Every year, web applications have expanded their presence in more areas in financial organizations, health organizations, public sector, retail and accommodation. Security is important in data protection so as not to be infringed by unauthorized parties. If the vulnerabilities found are not amended, it leads to cyber-attacks such as Structured Query Language Injection Attack (SQLIA) performed by certain parties which enable them to gain unauthorized data access. To cater security issues, variety of security frameworks for secure software development life cycle (SDLC) were introduced. Secure SDLC is created by integrating security-related activities to an each phase of in used development methodologies such as waterfall model or agile model. However, the application security problem continues to grow. Strict, complicated and heavyweight frameworks are underutilized due to several factors. The factors that influence the implementation of secure SDLC identified in public sector (the scope is State Secretary Offices in Malaysia) are inadequate development timeline, improper development team size and less awareness of team members' workload. It is agreed that integrating security at earlier (requirement and design) phase is the most effective and cheapest way to develop secure web application. Hence, an adaptive secure SDLC model is proposed to integrate security activities using Fuzzy Analytic Hierarchy Process (FAHP) focusing on the influence factors as the main criteria and meet the international and local secure frameworks standards. The proposed model will recommend adaptive security activities as a guideline to be applied at earlier phases of SDLC to help eliminate/ minimize the web application vulnerabilities and increase the application security and implemented as a proof-of-concept prototype at selected Malaysian public sector for in-house web application development."
457,Improving smart grid operation with new Hierarchically Coordinated Protection approach,"Nowadays, power systems are characterized with heavy loading conditions, abrupt changes in generation patterns, extensive switching of power system configuration and high penetration of distributed generation (DG). Under those conditions performance of the conventional relays that rely on predefined settings may deteriorate leading to system wide disturbances and blackouts. To ensure reliable system operation, monitoring, control and protection have to be improved. In this paper, new Hierarchically Coordinated Protection (HCP) approach to mitigate the effects of increased grid complexity on its operation is proposed. The proposed approach utilizes local and wide area measurements and relies on the three HCP framework levels: fault anticipation and prediction, adaptive fault detection, and relay operation correction in case of unwanted tripping. It brings intelligence to the relays at all voltage levels and uses information and statistics from the systems such as weather, lightning, animal and bird migration patterns, component outage history, etc to enhance protection system tripping dependability and security."
470,Thirteen concepts to play it safe with the cloud,"Market trends show advanced usage of safety-critical systems with novel services based on smart data analytics. Customers require continuous updates to applications and services and seek lower costs, and easy-to-install solutions (maintenance) for safety-critical cyber-physical systems (CPS). Leveraging edge and cloud technologies has the potential to enhance safety-critical CPS, also in regulated environments. This is only possible when safety, performance, cybersecurity, and privacy of data are kept at the same level as in on-device only safety-critical CPS.This paper presents thirteen selected safety and performance concepts for distributed device-edge-cloud CPS solutions. This early result of the TRANSACT project aims to ensure needed end-to-end performance and safety levels from an end-user perspective, to extend edge and cloud benefits of more rapid innovation and inclusion of value-added services, also to safety-critical CPS."
472,DES-SRAM IP-core: a SRAM embedding DES feature [secure SoC applications],"This paper proposes a DES-SRAM IP-core dedicated to secure SoCs. This core is an optimized hardware implementation of a DES (data encryption standard) secret key algorithm. The main idea was to implement a DES feature inside a basic SRAM in order to suppress data transfers during data encryption and thus to avoid a bus bottleneck as well as to increase SoC security. The DES capability only adds few percent hardware overhead, and our modified SRAM offers two operating modes: a basic SRAM mode and an encryption mode. The DES-SRAM self-encrypts each 64 bit block of its own data in 17 clock cycles."
538,Cybersecurity Analysis of Data-Driven Power System Stability Assessment,"Machine learning-based intelligent systems enhanced with Internet of Things (IoT) technologies have been widely developed and exploited to enable the real-time stability assessment of a large-scale electricity grid. However, it has been extensively recognized that the IoT-enabled communication network of power systems is vulnerable to cyberattacks. In particular, system operating states, critical attributes that act as input to the data-driven stability assessment, can be manipulated by malicious actors to mislead the system operator into making disastrous decisions and thus cause major blackouts and cascading events. In this article, we explore the vulnerability of the data-driven power system stability assessment, with a special emphasis on decision tree-based stability assessment (DTSA) approaches, and investigate the feasibility of constructing a physics-constrained adversarial attack (PCAA) to undermine the DTSA. The PCAA is formulated as a nonlinear programming problem considering the misclassification constraint, power limits, and bad data detection, computing potential adversarial perturbations that reverse the “stable/unstable” prediction of the real-time input while remaining invisible/stealthy. Extensive experiments based on the IEEE 68-bus system are conducted to evaluate the impact of PCAAs on predictions of DTSA and their transferability."
573,Smartcards and Secure Elements,"This chapter presents key technologies related to smartcards and secure elements (SEs), especially as they relate to the wireless systems. It outlines the available and future alternatives for traditional and enhanced variants of smartcards. Smartcards represent a type of SE hardware. Examples of solutions for providing SEs are the Subscriber Identity Module (SIM), Universal Integrated Circuit Card (UICC), eSE, and external micro Secure Digital (SD) cards. Smartcards can be categorized by their physical characteristics such as contact and contactless variants, and by their functionality such as memory cards, Central Processing Unit (CPU) or Multi Processing Unit (MPU) cards with embedded OS, multi‐mode communications cards and hybrid cards. Smartcards can be divided into sub‐categories to distinguish between contact cards, contactless cards and multi‐component cards. The UICC communications are based on secure channels which ensure the secure communication between the smartcard and external world."
616,Incorporating Security Features in Service-Oriented Architecture Using Security Patterns,"Service-Oriented Architecture is an architectural style where different heterogeneous components share information with each other by using special types of messages based on the protocol known as Simple Object Access Protocol. Various technologies, such as Common Object Request Broker Architecture, Java 2 Platform, Enterprise Edition, Java Message Service etc. are applied to realize Service-Oriented Architecture for different applications. Besides these approaches, two other techniques, REpresentational State Transfer, and web services are applied for the realization of Service-Oriented Architecture. Web services provide a platform independent communication scheme between applications. The security preservation among the composition of services is an important task for Service-Oriented Architecture. In this study, an attempt is made to incorporate security features in Service- Oriented Architecture with the help of software security patterns. This scheme is described by developing an architectural model integrated with security goals and security patterns. The structural and behavioral aspects of composition of web services incorporated with security features are presented using a Unified Modeling Language class diagram and a sequence diagram respectively. At the end of this study, an evaluation is performed between identified security patterns and critical security properties along with Service-Oriented Architecture design principles. A case study of an online banking system is considered to explain the use of security patterns."
624,The Runtime Model Checking Method for Zero Trust Security Policy,"The policy administrator is a zero trust dynamic authority determination component, which is mainly responsible for the management, storage and evaluation of policies. Aiming at the evaluation of the security and effectiveness of the policies in the policy administrator, this paper proposes to introduce the policy model online service verification component in the policy administrator. First, the policy file is formalized into a policy instance logic specification through logical abstraction, and then the policy instance logic specification Perform model check with the policy abstract logic specification developed by the policy designer to realize the pre-check verification of the consistency of the police file. After the completion of the pre-check and verification, the policy will be executed for the policy manager to make a decision on the execution point of the policy. At this time, the system operating state data intercepted by the policy enforcement point and the embedded system's security, compliance, and legal treaty form process specifications are used to perform model post-check to achieve the security and alarm after the implementation of the policy. Through the combination of pre-check and post-check, the evaluation and testing of the policy and effectiveness of the zero-trust security policy are finally realized."
