id,title,abstract
408,Identification and Mitigation of False Data Injection using Multi State Implicative Interdependency Model (MSIIM) for Smart Grid,"Smart grid monitoring, automation and control will completely rely on PMU based sensor data soon. Accordingly, a high throughput, low latency Information and Communication Technology (ICT) infrastructure should be opted in this regard. Due to the low cost, low power profile, dynamic nature, improved accuracy and scalability, wireless sensor networks (WSNs) can be a good choice. Yet, the efficiency of a WSN depends a lot on the network design and the routing technique. In this paper a new design of the ICT network for smart grid using WSN is proposed. In order to understand the interactions between different entities, detect their operational levels, design the routing scheme and identify false data injection by particular ICT entities, a new model of interdependency called the Multi State Implicative Interdependency Model (MSIIM) is proposed in this paper, which is an updated version of the Modified Implicative Interdependency Model (MIIM) [1]. MSIIM considers the data dependency and operational accuracy of entities together with structural and functional dependencies between them. A multi-path secure routing technique is also proposed in this paper which relies on the MSIIM model for its functioning. Simulation results prove that MSIIM based False Data Injection (FDI) detection and mitigation works better and faster than existing methods."
416,Secured remote configuration approach for industrial cyber-physical systems,"Facilitating remote updates of configuration parameters for industrial cyber-physical systems (ICPSs) is an emerging requirement due to interconnected production facilities. However, allowing remote configuration changes entail the following security issues. Malicious configuration updates through unprotected configuration interfaces can physically harm the ICPS or the respective process, and even threaten human lives. Also, for configuration interfaces to be remotely accessible, corporate networks need to be configured accordingly to provide access possibilities. Such additional access possibilities might then be used by adversaries when attacking corporate networks and thus, are often seen as a security weakness. If ICPS are not updated, outdated configurations also lead to security weaknesses. To mitigate these issues, we present a secured remote configuration approach for ICPS that protects the configuration interface as well as configuration data. The approach utilizes appropriate security measures and is realized as external configuration update module to allow easy verification of ongoing update processes."
420,"Multi-Robot System for Autonomous Cooperative Counter-UAS Missions: Design, Integration, and Field Testing","With the rapid development of technology and the proliferation of uncrewed aerial systems (UAS), there is an immediate need for security solutions. Toward this end, we propose the use of a multi-robot system for autonomous and cooperative counter-UAS missions. In this paper, we present the design of the hardware and software components of different complementary robotic platforms: a mobile uncrewed ground vehicle (UGV) equipped with a LiDAR sensor, an uncrewed aerial vehicle (UAV) with a gimbal-mounted stereo camera for air-to-air inspections, and a UAV with a capture mechanism equipped with radars and camera. Our proposed system features 1) scalability to larger areas due to the distributed approach and online processing, 2) long-term cooperative missions, and 3) complementary multimodal perception for the detection of multirotor UAVs. In field experiments, we demonstrate the integration of all subsystems in accomplishing a counter-UAS task within an unstructured environment. The obtained results confirm the promising direction of using multi-robot and multi-modal systems for C-UAS."
433,Research on Security Assessment and Maintenance Decision of Trains Based on Bayesian Networks,"With the medium and low speed maglev train plays the role of commercial operation gradually, people put forward higher requirements for train safety reliability, which makes train security assessment even more prominent. Aiming at the characteristics of the maglev train equipments as well as the limitations of traditional security assessment, the establishment of a multi-state security assessment based on Bayesian network model has better diagnostic reasoning and causal reasoning ability. Finally, using the model to analysis the train traction system quantitatively, finding the weaknesses of the system and the relationship between the equipments to make rational maintenance decision. This will provide a basis to improve the reliability of train equipment and repair and maintenance work."
466,A protective relay voting scheme utilizing automation controllers,"This paper explores utilizing a programmable automation controller (PAC) in a power system relay protection scheme. The adaptive voting scheme (AVS) uses a wide-area measurement system (WAMS) to classify the system operating state, and biases the protection scheme towards security or dependability based on stressed or normal conditions, respectively. The use of an automation controller to integrate with WAMS devices and perform voting logic is proved highly effective. The injected delays from the PAC in the protection scheme are taken into consideration, and minimized to a maximum value of 3.18 ms."
473,Achieving secure chaotic communication using EKF-based embedded-keys system,"In this paper, we describe methods that simultaneously transmit keys and messages in a three-port secure chaotic communications network. These messages are decoded using a matrix representation of linear multivariable systems. Our approach consists of an optimal extended Kalman filter (EKF)-based observer, which is a linearization with time. We consider the observer with messages and the input with keys to be the transmitting agents. The optimal linearization technique is utilized to obtain the exact linear models of a chaotic system for operating states of interest. An EKF algorithm is used to estimate the parameters and states in which the message is already embedded. By combining the EKF with our optimal linear model, the message can be recovered on the receiver end. We provide numerical examples and simulations to demonstrate the effectiveness of our proposed methodology."
492,Deep Collaborative Multi-Modal Learning for Unsupervised Kinship Estimation,"Kinship verification is a long-standing research challenge in computer vision. The visual differences presented to the face have a significant effect on the recognition capabilities of the kinship systems. We argue that aggregating multiple visual knowledge can better describe the characteristics of the subject for precise kinship identification. Typically, the age-invariant features can represent more natural facial details. Such age-related transformations are essential for face recognition due to the biological effects of aging. However, the existing methods mainly focus on employing the single-view image features for kinship identification, while more meaningful visual properties such as race and age are directly ignored in the feature learning step. To this end, we propose a novel deep collaborative multi-modal learning (DCML) to integrate the underlying information presented in facial properties in an adaptive manner to strengthen the facial details for effective unsupervised kinship verification. Specifically, we construct a well-designed adaptive feature fusion mechanism, which can jointly leverage the complementary properties from different visual perspectives to produce composite features and draw greater attention to the most informative components of spatial feature maps. Particularly, an adaptive weighting strategy is developed based on a novel attention mechanism, which can enhance the dependencies between different properties by decreasing the information redundancy in channels in a self-adaptive manner. Moreover, we propose to use self-supervised learning to further explore the intrinsic semantics embedded in raw data and enrich the diversity of samples. As such, we could further improve the representation capabilities of kinship feature learning and mitigate the multiple variations from original visual images. To validate the effectiveness of the proposed method, extensive experimental evaluations conducted on four widely-used datasets show that our DCML method is always superior to some state-of-the-art kinship verification methods."
501,Managing IoT Cyber-Security Using Programmable Telemetry and Machine Learning,"Cyber-security risks for Internet of Things (IoT) devices sourced from a diversity of vendors and deployed in large numbers, are growing rapidly. Therefore, management of these devices is becoming increasingly important to network operators. Existing network monitoring technologies perform traffic analysis using specialized acceleration on network switches, or full inspection of packets in software, which can be complex, expensive, inflexible, and unscalable. In this paper, we use SDN paradigm combined with machine learning to leverage the benefits of programmable flow-based telemetry with flexible data-driven models to manage IoT devices based on their network activity. Our contributions are three-fold: (1) We analyze traffic traces of 17 real consumer IoT devices collected in our lab over a six-month period and identify a set of traffic flows (per-device) whose time-series attributes computed at multiple timescales (from a minute to an hour) characterize the network behavior of various IoT device types, and their operating states (i.e., booting, actively interacted with user, or being idle); (2) We develop a multi-stage architecture of inference models that use flow-level attributes to automatically distinguish IoT devices from non-IoTs, classify individual types of IoT devices, and identify their states during normal operations. We train our models and validate their efficacy using real traffic traces; and (3) We quantify the trade-off between performance and cost of our solution, and demonstrate how our monitoring scheme can be used in operation for detecting behavioral changes (firmware upgrade or cyber attacks)."
524,Unmanned Research and Monitoring Vehicle,"Terrorism and insurgency are two of the most prevalent issues the globe is currently dealing with. Governments and scientists from all around the world are working around the clock to solve these issues. Nations invest tens of billions of dollars in the development of new defensive systems that can protect civilians from terrorist threats. Modern day counterterrorism activities are handled by sophisticated machines that are not only more effective but also responsible for saving many lives thanks to significant improvements in the field of vehicle automation. Autonomous ground vehicle although unmanned ground vehicles, or UGVs, are also known as self-controlled robots and are useful for military applications, there is an increasing demand for manual robots. UGV operate more effectively in remote areas and in the fight against terrorism. Unmanned ground vehicles support and improve the lives of soldiers on the front lines. The ability of this robot is primarily dependent on protecting the soldiers or at the very least lowering the number of casualties in battle. To create this prototype, which functions more effectively in military operations and counterterrorism, numerous studies have been conducted in significant regions of the world. This unmanned ground vehicle excels at border patrol, surveillance, and military operations. The two primary operating modes of this UGV are Automatic, or self-operation, and Manual, or cooperation with humans."
565,Responsibilities in the Cloud,"This chapter covers some of the contractual elements and technologies that make the relationship work, particularly application programming interfaces (APIs). Contracted cloud computing is unlike other operational modes and also unlike other managed IT service arrangements. In the case of cloud computing, the data owner ostensibly owns the information being stored and processed but does not have control over how it is stored and processed or who specifically handles the information (in terms of administration). Perhaps most intriguing of all, the data owner does not actually have physical access to the places and devices where that information is. The customer has all the responsibility and liability for protecting the information according to legal standards and regulation but often cannot mandate the actual protections and security measures in order to accomplish this. This leads to a very complex situation with a number of unique considerations. Some element of adversarial relationship exists between the cloud customer and cloud vendor because they have somewhat different goals. The cloud customer wants to maximize their computing capabilities and security of information while minimizing their costs. The cloud vendor wants to maximize its profits while minimizing what it has to provide (which is expressed in terms of computing capabilities and security of information). The primary intent for the cloud customer should be to meet business requirements. This could involve increasing efficiency, meeting regulatory needs, and ensuring durability of capabilities during contingencies, but it should always involve reducing cost."
603,Multi-Aspect Security Configuration Assessment,"Evaluating the security of a computer network system is a challenging task. Configurations of large systems are complex entities in continuous evolution. The installation of new software, a change in the firewall rules, or the discovery of a software vulnerability can be exploited by a malicious user to gain unauthorized control of the integrity, availability and confidentiality of the assets of an organization.This paper presents a framework for building security assessment tools able to perform online verification of the security of a system configuration. Heterogeneous data generated from multiple sources are integrated into a homogeneous RDF representation using domain-specific ontologies and used for assessing the security of a configuration toward known attack vectors. Different vocabularies can be defined to express configurations, policies and attacks for each aspect of the security of an organization (e.g., network security, physical security and application level security) in a modular way. By automatically extracting part of the configuration from the network system, the tool is able to detect in near real-time security threats created by configuration changes."
610,"Run-Time Generation, Transformation, and Verification of Access Control Models for Self-Protection","Self-adaptive access control, in which self-* properties are applied to protecting systems, is a promising solution for the handling of malicious user behaviour in complex infrastructures. A major challenge in self-adaptive access control is ensuring that chosen adaptations are valid, and produce a satisfiable model of access. The contribution of this paper is the generation, transformation and verification of Role Based Access Control (RBAC) models at run-time, as a means for providing assurances that the adaptations to be deployed are valid. The goal is to protect the system against insider threats by adapting at run-time the access control policies associated with system resources, and access rights assigned to users. Depending on the type of attack, and based on the models from the target system and its environment, the adapted access control models need to be evaluated against the RBAC metamodel, and the adaptation constraints related to the application. The feasibility of the proposed approach has been demonstrated in the context of a fully working prototype using malicious scenarios inspired by a well documented case of insider attack."
656,Towards Automated and Optimized Security Orchestration in Cloud SLA,"In cloud computing, providers pool their resources and make them available to customers. Next-generation computer scientists are flocking to the cutting-edge field of cloud computing for their research and exploration of uncharted territory. There are still several barriers that cloud service providers must overcome in order to provide cloud services in accordance with service level agreements. Each cloud service provider aspires to achieve maximum performance as per Service Level Agreements (SLAs), and this is especially true when it comes to the delivery of services. A cloud service level agreement (SLA) guarantees that cloud service providers will satisfy the needs of large businesses and offer their clients with a specified list of services. The authors offer a web service level agreement–inspired approach for cloud service agreements. We adopt patterns and antipatterns to symbolize the best and worst practices of OCCI (Open Cloud Computing Interface Standard), REST (Representational State Transfer), and TOSCA (Topology and Orchestration Specification for Cloud Applications) with DevOps solutions, all of which API developers should bear in mind when designing APIs. When using this method, everything pertaining to the cloud service, from creation to deployment to measurement to evaluation to management to termination, may be handled mechanically. When distributing resources to cloud apps, our system takes into account the likelihood of SLA breaches and responds by providing more resources if necessary. We say that for optimal performance, our suggested solution should be used in a private cloud computing setting. As more and more people rely on cloud computing for their day-to-day workloads, there has been a corresponding rise in the need for efficient orchestration and management strategies that foster interoperability. © 2023 International Journal on Recent and Innovation Trends in Computing and Communication. All rights reserved."
657,Neural-network-based event-triggered adaptive security path following control of autonomous ground vehicles subject to abnormal actuator signal,"The malicious physical attacks from both sensor and actuator sides make real threats to the security and safety of autonomous ground vehicles (AGVs). This paper focuses on the problem of neural-network-based event-triggered adaptive security control (ET-ASC) scheme for path following of AGVs subject to arbitrary abnormal actuator signal. First, we assume that an arbitrary abnormal signal is caused by arbitrary malicious attacks or disturbances from actuators. Then, radial basis function neural network (RBF-NN) is used to reconstruct such abnormal actuator signal. Second, modelling issues on security path following control of AGVs with Sigmoid-like ETC scheme are shown when the AGV is suffering from abnormal actuator signal. In what follows, an ET-ASC scheme is developed to mitigate the adverse effects of abnormal actuator signal with the reconstructed abnormal signal based on a novel Sigmoid-like event-triggered communication scheme. By using the proposed RBF-NN-based ET-ASC scheme, (Figure presented.) control performance can be guaranteed under arbitrary malicious actuator signal rather than such attacks following a specific probability distribution. Final, some simulation experiments are provided to verify the effectiveness of proposed ET-ASC scheme. © 2023 John Wiley & Sons Ltd."
