id,title,abstract
219,Bio-Inspired Enterprise Security,"Providing security for enterprises is difficult due to the size and complexity of their computing and networking infrastructures. These environments consist of a large number of diverse systems and services that continually change, thus they are difficult to defend using current static-oriented defense mechanisms. This paper introduces a new security paradigm that mimics designs in nature to ensure the safety and soundness of infrastructures that are potentially very diverse and dynamic. Primary inspiration has come from ant colonies, social networking, and bioinformatics. The proposed framework combines these ideas to provide complex-adaptive security for computer systems, telecommunications, and critical Supervisory Control and Data Acquisition (SCADA) infrastructures."
235,Energy-aware adaptive security management for wireless sensor networks,"We present a work in progress of an adaptive security management scheme for wireless sensor networks. The unique characteristics of these networks place great demands on their design and operation in terms of resource and security management. Resource and security adaptability achieved through self- and context-awareness will take the feasibility of the networks to a new level. The scheme has self- and context-awareness in addition to a holistic view of security services at each layer of the communication stack. It uses distributed agents and intrusion detection systems to monitor the security threats and then dynamically adapts its security level by jointly considering several dimensions. This translates into optimal security-energy under a given resource and context. The key dimensions are energy budget, computing power and memory size of nodes, location-based security threat levels, data coherence, and data lifetime. Trust management is used to test the integrity of untrusted nodes which further assist the adaptation decision."
245,Security in Underwater Sensor Network,"Underwater wireless sensor network is a novel type of underwater networked system. Due to the characteristics of UWSN and underwater channel, UWSN are vulnerable to malicious attacks. The existing security solutions proposed for WSN cannot be used directly in UWSN. Moreover, most of these solutions are layer wise. In this paper, we studied the threat, attack, and security issues of UWSN. Subsequently, we argue that layered security schemes cannot protect UWSN against blended attacks. Additionally, we presented a novel preliminary conceive, which is a cross-layer, adaptive, selective security scheme."
262,Towards cognitive security systems,"This talk addresses the changing world of security systems, and a possible approach to their improvement. Since the scientific, technical, industrial, business, and social worlds have changed from physically isolated systems to electronically interconnected system-of-systems (SoS), the functioning of such a SoS depends critically on its operational robustness and security. In the previous physically-isolated world, robust static security for selected matched problems was often sufficient. Today, we need a new approach to providing security, because even adaptive security is insufficient. This new approach is termed here a cognitive security system. The talk will cover three major issues. First, the talk starts from a review of the existing security systems, with their problems and required solutions, as well as their vulnerabilities, attacks, and defences. Second, it provides a review of decision-making systems, including dynamic and dynamical systems, complex systems, adaptive systems, autonomic systems and their attributes, symbiotic systems, and finally special attention is given to cognitive dynamic systems as defined by Wang's cognitive informatics [1-4], Kinsner cognitive machines, [5], Haikonen conscious machines [6], and Haykin cognitive dynamic systems [7]. This review ends with a model of cognitive security system. This model has a feature based on polyscale analysis and synthesis never reported before. Finally, examples of security-related cognitive static and dynamic systems developed in our research group are presented, including wavelet-packet fingerprint compression for data mining, watermarking and steganography, a new chaotic cryptography system, and new polyscale analysis for SmartGrid2."
278,Real-Time Scheduling with Security Enhancement for Packet Switched Networks,"Real-time network applications depend on schedulers to guarantee the quality of service (QoS). Conventional real-time schedulers focus on the timing constraints but are much less effective in satisfying the security requirements. In this paper, we propose an adaptive security-aware scheduling system for packet switched networks using a real-time multi-agent design model. The proposed system combines real-time scheduling with security service enhancement. The scheduling unit uses the differentiated-earliest-deadline-first (Diff-EDF) scheduler and the security enhancement scheme adopts a congestion control mechanism. The required QoS is guaranteed for different types (audio and video) of real-time data flows, while the packet security levels are adaptively enhanced according to the feedbacks from the congestion control module. Compared with the IPsec protocol, the proposed scheme reduces the number of pending packets at the destinations. In implementation, the proposed scheme can overload the priority code point and the virtual-LAN identifier fields of the IEEE 802.1Q frame format, hence eliminating the overhead of the security associations performed by the IPsec protocol."
290,Integrated aviation security for defense-in-depth of next generation air transportation system,"To meet the significant increase in civil air traffic demand in the National Airspace System (NAS), the Federal Aviation Administration (FAA) is cooperating with other departments to develop Next Generation Air Transportation System (NextGen). NextGen will greatly increase the NAS capacity, efficiency, safety, flexibility, and environmental protection. Aviation Security is one of the core components in NextGen. Without security protection, all NextGen functions will be vulnerable to various attacks and cannot work robustly. In this paper, we propose an Integrated Aviation Security (IAS) framework for defense-in-depth of various aspects of NextGen security such as cyber security and aircraft anti-hijacking. IAS uses a multi-layered, cross-component, and multi-planed (data plane and control plane) structure. Multiple components in NextGen such as communication, navigation, surveillance, air traffic management, aircraft anti-hijacking, access control, biometrics, risk analysis and management, etc, are processed integratedly through information fusion to enhance the security performance of each module. We will present a detailed implementation approach of IAS including the AlertEnterprise based Integrated Risk Management (IRM) Model, defense-in-depth of communication, navigation, surveillance, and aircraft anti-hijacking. Compared with disparate systems, the proposed IAS has much higher security performance to be effective against both outsider and insider threats."
309,A probabilistic approach to dynamic power system security,"The problem of dynamic power system security is investigated. A probabilistic approach is chosen, and an appropriate power system model is developed for analyzing the dynamic behavior of the different operational modes of the system. The model includes the transients induced by primary and secondary disturbance events. They are modeled by switches in the model whose states depend on the instantaneous values of certain system variables. The model characterizes the interaction between the dynamic state of the system and the network topology as defined by the status of the various protective relays in the system. A dynamic security region is defined as a subset of the state-structure space of the power system such that at any moment in time an operating point within the region satisfies all the constraints required for secure power system operation. The probabilistic evolution of the state and structure is computed as the solution of a system of linear partial differential equations with matching conditions at the switching boundaries. A dynamic security measure is defined as the integral of the joint probability density of the state and structure of the system over the dynamic security region for all possible structural variations. This computation yields the probability that the power system remains secure for the range of primary events considered. Computer simulations for an example power system illustrate the utility of the approach.<>"
313,Research on the innovation of liaoning public safety and security emergency management system from the perspective of smart city,"This paper studies innovating Liaoning's Public Safety and Security emergency management system, and improving Liaoning' s emergency management capabilities comprehensively in five major aspects, namely the upgrading of philosophy, the management coordination, the application of technology, the linkage on links, and the guarantee of resources, with the aid of a new generation of information technology tools such as the Internet of Things and cloud computing, and with the help of the operational mode of full perception, deep integration and intelligent collaboration."
328,Risk assessment of cascading failure in power systems based on uncertainty theory,"Traditional risk assessment methods adopt the long-term failure model of element and severity indices to characterize the failure probability and its impact on the power system respectively. However, in the actual system, the failure probability has time-varying characteristic due to the influence of the internal system and the external environment. Severity indices are formed by weighting each severity in the system, and weight coefficients are selected based on different focus, with subjective and hypothetical premises. A new assessment method which uses the credibility measure to establish the probability of component failure and global fuzzy security index to measure the severity of the accident is proposed. N-1 contingencies are chosen as initiating event of cascading failure and risk ranking. The results of risk ranking of N-1 contingency analysis is regarded as initiating event of the next simulation layer to obtain collapse sequences. As a case study, RSTS six-bus system is simulated. The obtained results have shown that the proposed method is more accordant to actual power system operating states and it is with better rationality and validity."
361,Design of a novel bridge-type FCL and its application in UPFC,"Aiming at the problem of short-circuit protection, a novel bridge-type topology of fault current limiting (FCL) is established based on resonant characteristics. It is equivalent to a piece of wire during the normal operating state. When short-circuit fault occurs, the dc limiting reactor inserts automatically and rapidly under the joint action of the capacitor, limiting the increasing speed and amplitude of fault current, therefore protects the security of the equipment. Compared with the original topologies, the novel topology proposed reduces the number of controllable devices, simplifies the control system, and reduces the design value and size of the dc limiting reactor, which makes it has the advantages of high reliability, low cost, and minimum maintenance requirements. The structure and working principle of the FCL proposed are elaborated in detail. Meanwhile, a topology of its application in unified power flow controller (UPFC) is proposed to verify its function. Simulations prove the feasibility of the new FCL."
362,Towards an FPGA Implementation of IOT-Based Multi-Modal Hearing AID System,"This paper presents implementing a cloud-based multimodal hearing aid (HA) system. It identifies major processing blocks to be implemented on an embedded Field Programmable Gate Array (FPGA) and focuses on aspects of a custom block that deals with the integration of multiple input sources of the HA. In particular, the integration block deals with the combination of audio and video (AV) data at different sampling rates, with each having a different number of bits to encode their information. It realizes seamless combination of AV data by assigning a scaled number of bits to each component in the combined signal to achieve a real-time data transmission of all data sources. In addition, key issues such as security is discussed and plan to address this in our future work is stated."
374,Integrating Multi-Modal Circuit Features within an Efficient Encryption System,"The problem of the incorporation of pattern features with unusual distributions is well known within pattern recognition systems even if not easily addressed. The problem is more acute when features are derived from characteristics of given integrated electronic circuits. The current paper introduces novel efficient techniques for normalising sets of features which are highly multi-modal in nature, so as to allow them to be incorporated within a single encryption key generation system based primarily on measured hardware characteristics. The utility of the proposed system lies in the observation that the need for data sent to and from remote network nodes to be secure and verified is substantial. Security can be improved by using encryption techniques based on keys, which are based on unique properties of the individual nodes within the network. This will serve both to minimize the need for key storage and sharing as well as to validate the initiator node of a message."
397,Decision support system for substation operation,"The authors describe a prototype for a hybrid expert system developed to provide advice to station operators in real time. The domain of this expert system is transmission planning as applied to real-time operation. It consists of symbolic and procedural modules that address a variety of electrical concerns at generating stations, including breaker thermal duties, breaker fault duties, and voltage-critical load buses. Once the system is invoked, the prevailing operating state is evaluated for static security-limit violations. If any violations are encouraged, the system searches its knowledge base for plausible plans to alleviate the problem.<>"
401,Adaptive Scaling for Image Sensors in Embedded Security Applications,"Image sensors are widely used for multiple applications today. The security applications imply not only data acquisition, transmission, and display, but also embedded or in-the-cloud image processing algorithms as motion or intruder detection. In this paper, we analyze the impact of image scaling on the image processing algorithms, with focus on object detection. Different methods for image scaling are presented and their impact on the algorithms are measured. We propose an adaptive scaling mechanism, that implies the selection and dynamic adaptive configuration of one of the available hardware engines (interpolators), in order to optimize the power consumption and the bandwidth used for data transmission. The artificial intelligence processing outputs are used as a source for these configuration changes. Besides the optimal decision on enabling the appropriate re-sampling interpolator, the parameters computed (in order to configure this selected hardware block) are the quality of the scaling and the image resolution. The hardware implementation for this mechanism is presented and the measured results are discussed. The conclusion we drew is that an adaptive scaling mechanism in embedded security applications significantly improved the object detection algorithms and optimized the used data transfer bandwidth."
404,Combined and Robust SNOW-ZUC Algorithm Based on Chaotic System,"SNOW-3G and ZUC are two stream ciphers standardized by the 3GPP (3rd Generation Partnership Project) organization to ensure the LTE (Long Term Evolution of radio networks) security. Unfortunately, these algorithms present some weaknesses. The main objective of this study is to design and implement an enhanced algorithm combining the functionalities of standard SNOW-3G and ZUC algorithms in order to provide security to the LTE network. A chaotic generator has been used to increase the randomness and robustness of generated key-streams. The proposed architecture was implemented on Xilinx virtex-S FPGA technology and its security was evaluated using many security tests (generated key-stream distribution, key sensitivity, key space, and NIST statistical tests). The experimental results show that the proposed design allows to encrypt data in two operating modes (SNOW-3G and ZUC modes) using limited hardware resources and power consumption while ensuring more resistance against cryptanalysis attacks."
453,Attack Detection based on Alternating Direction Multiplier Method for Distributed State Estimation in Smart Grid,"Accurate state estimation is critical for smart grid monitoring. Due to the high degree of integration of cyber-physical systems, cyber attacks against various types of measurement data in smart grids are becoming more popular. As a result, the state estimation results for smart grid will be inaccurate, affecting the precise analysis and control of the smart grid’s current operating state. This paper proposes an ADMM-based distributed state estimate approach and a Markov attack detection mechanism to address the constraints of traditional state estimate and location of cyber-attacks. First, through separating power grid into many regions, we propose a distributed alternate direction state estimation approach based on multipliers that reduces the power system’s communication and computational expense. Second, by adopting presented combination attack model of false data injection attack and DoS attack, a Markov attack detecting mechanism based on distributed state estimate is developed. Finally, experimental results on the IEEE Bus-118 system demonstrate that our model has better efficiency and accuracy of suggested distributed state estimation and attack detection methods."
478,WSN-based solutions for security and surveillance,"Wireless sensor networks (WSNs) are composed of autonomous sensor nodes that cooperate among themselves to monitor scenarios in environmental, industrial, civilian and military applications. The wide applicability of such systems stimulates the growth of intelligent services to make living environments more comfortable and safer. Concerning security and surveillance issues, WSNs have been widely integrated with multi-modal sensors and actuators in order to actively detect any abnormal events. Though the sensor fusion provides accuracy and robustness, problems such as high costs and consumptions exist. In order to reduce the hardware complexity, other systems for detection and tracking of human activities interact with active devices worn by the targets. In this work, a WSN-based solution is proposed for the detection of transceiver-free targets exploiting only the information provided by the wireless links among the nodes."
516,A Novel Model of Mimic Defense Based on Minimal L-Order Error Probability,"Mimic defense is an active defense theory, which aims to fundamentally change the “easy to attack and difficult to defend” situation of network security. In this paper, we propose an evaluation method based on the probability of being attack successfully, and improve the evaluation scheme of historical confidence. We combine the two evaluation schemes with the TOPSIS (technique for order performance by similarity to ideal solution) algorithm, and finally form a complete heterogeneous variant dynamic scheduling model. Different from traditional multi-mode voting algorithms, the effect of the heterogeneous degree in voting is considered, and we use Bayesian estimation to obtain the optimal result in the probabilistic sense. Finally, simulation results show that the proposed algorithm can effectively enhance the dynamic and security of the mimic defense model, and give full play to the characteristics of mimic defense."
517,Prediction of critical infrastructures safety,"The semi-Markov models is used to describe the complex systems operation processes. This model allows to tie the results of investigations of critical infrastructures inside-dependences together with the results concerned with critical infrastructures outside-dependencies. Linking of the inside and outside complex systems dependencies, under the assumed their structures multi-state models, is the main idea of the presented in the paper critical infrastructures safety analysis methodology. The proposed safety methodology is applied to safety modeling and prediction of a computational example."
523,Risks in smart environments and adaptive access controls,"In monitored environments, where risks can be prevented via sensors and spatial data technologies, security rules, in particular access control rules, should be made adaptive to the situation at hand at run time. The paper presents adaptive access controls suitable for “smart environments”, based on the Attribute-based Access Control paradigm. Risks are notified by monitoring devices and managed by a Risk Management System, which is illustrated. To adapt the access control decisions to risk mitigation needs, security policies are defined to dynamically activate or deactivate access rules according to the operations required to manage the risks."
526,Islanding detection of distributed generation in presence of fault events,"The investiture in Distributed Generations (DGs) technologies have begun to monopolies transmission system's architecture instantaneously after announcing its liberation and deregulation of the energy market to the public. Such movement has propelled vicious competitions among power generation companies to initiate superior innovations in meeting consumers' needs, administering high power quality yet economical. With the integration of DG technologies, power grid operations have dynamically benefited from such commendable services which apprehend power failures from transpiring; securing power quality, accommodating capricious demand curve, fault compensatory applications and other auxiliary services. Subsequently, the presence of DGs have revolutionised power grid management to conceive off-grid and self-sustaining criterion where microgrid/islanding topology adaptations are commonly affiliated. However, employing islanding-mode proposition, potential exposure to unplanned islanded paradox due to ineffectual detection control scheme is tenable. Prolonged accidental islanding-mode operation can afflict undesirable annihilation of utility's resources and deemed economically unprofitable which results in compromising safety and serviceability. Thus, this paper demonstrates contrasting dynamics in adopting either passive or active islanding detection approaches based on selected algorithms; Over/Under Voltage and Frequency detection (Passive) or Active Frequency Drift and Sandia Frequency Shift detection (Active). Comparisons of the proposed methodologies are presented using MATLAB/Simulink to view superiority and applicability in determining the status of the grid's operating mode."
532,A Unification of Computer and Network Security Concepts,"Network security issues can be handled with the same concepts that apply to single computer systems. The network operating modes of Dedicated, System High and Multilevel establish the requirements for a network Reference Monitor function. It, is shown that the Reference Monitor function can be implemented in a variety of ways."
536,"Fail-Safe, Fail-Secure Experiments for Small UAS and UAM Traffic in Urban Airspace","Millions of small Unmanned Aerial Systems (sUAS), or drones weighing less than 55 pounds, will fly in urban airspaces within a decade. This is in addition to goals for increased Urban Air Mobility (UAM): larger transportation UAS and piloted air vehicles, including air taxi service and innovative aviation designs to revolutionize transportation. A significant problem is the lack of current management systems for this extremely large volume of air traffic, composed of heterogeneous drone shapes, sizes, and onboard equipment capabilities, flying adjacent to larger UAM vehicles in spaces previously unoccupied by General Aviation (GA). Robust and resilient detection, identification, localization, and tracking of sUAS sharing UAM airspace is complicated by urban factors such as non-transmitting, non-cooperative drones. Exacerbating these challenges, current technological limitations and vulnerabilities in Global Positioning System (GPS), Automatic Dependent Surveillance-Broadcast (ADS-B), and Inertial Navigation Systems (INS) can pose safety and security threats. To streamline a vision of safe and secure sUAS-UAM shared airspace, we propose Drone Net, a UAS Traffic Management (UTM) network of multi-modal ground and flight instruments. Drone Net is an architecture fusing a network of passive visual and acoustic sensor nodes with active Radio Detection and Ranging (radar) and Light Detection and Ranging (lidar) sensing methods for UTM, designed for integration with existing Air Traffic Control (ATC) and future UAM systems. The purpose of the Drone Net system is to evaluate use of Electro-Optical/Infrared (EO/IR) and acoustic arrays networked within an urban UAS operating region such as uncontrolled Class-G and waiver-granted Class-D airspace. The Drone Net approach combines detection, tracking, and localization estimation from radar, ADS-B, and EO/IR such that the design is robust to sensor errors, sample loss, and spoofing or other types of attacks. The system experimental design allows for emulation of corrupted ADS-B, GPS, and INS data on our flight platform including capability to communicate with ground radar and EO/IR to recover from flight instrument major and minor malfunctions such that a Drone Net cooperative UAS can be engineered to be fail-safe and fail-secure. We hypothesize that the Drone Net network of rooftop sensors, shown below, provides this conceptualized fail-safe, fail-secure property based upon the combination of self-localization with backup and confirming data from the ground sensor network. Further, with ground-system sensor fusion as well as UTM flight plan and registration information fusion, the overall system can manage small UAS that are both compliant and non-compliant alongside GA and UAM more safely than a single mode like ADS-B alone. To test our hypothesis, we envision two experiments this year. First, a test to confirm that we can emulate ADS-B, GPS, and INS sensor data corruption, leading to recovery using backup flight (lidar, EO/IR) or ground (radar, EO/IR) data to safely land an ALTA6 or other test UAS. Second, a series of Sense-and-Avoid (SAA) experiments between our test UAS and a tethered aerial obstacle. In the future, we will use this experience with fail-safe, fail-secure methods and software to further test more advanced scenarios between multiple UAS. The network of Drone Net instruments in a local area as well as regional and more global cloud-based networks will allow for heterogeneous information fusion and algorithm development for multi-sensor drone detection, classification, and identification with more accuracy than a single database or sensor system. The latent power of the Drone Net project is in its open-design ground and flight sensor network with data sharing capability to improve data mining and machine learning over time for analysis and security applications. More concrete applications for Drone Net include UTM integration with ATC and UAM, but also airspace safety and security for campus and public venues in general. Herein, we will present our experimental design and current test data from Embry-Riddle Aeronautical University in collaboration with University of Colorado Boulder toward completing the open specification for ground and flight instruments. We would additionally like to invite others to participate in growing the network and the data available for UTM, UAM, and GA shared airspace research."
551,Studying Advanced Firewalls,"A Cisco Adaptive Security Appliance (ASA) is a security device that combines a firewall, an antivirus, an Intrusion Prevention System (IPS) and VPN functionalities. This chapter focuses on ASA models, modes of using ASA equipment, and an overview of ASA 5505. It discusses the types of ASA licenses, and configuring of the interfaces, DHCP service, ACLs, network address translation (NAT) service, and AAA. The chapter also discusses the configuring of Cisco devices using the Cisco Configuration Professional and Adaptive Security Device Manager (ASDM) graphic tools. There are different models of ASAs. All the models offer advanced firewall and VPN functionalities. The biggest difference between the models is the maximal flow of traffic that can be managed by each model and the number and the types of interfaces. An ASA model is chosen based on the requirements of an organization such as the flow, maximal connections per second and the company's budget."
569,A discounted stochastic game approach to intrusion detection in wireless ad hoc networks,A non-cooperative non-zero-sum discounted stochastic game framework is considered in order to methodically formulate the intrusion detection problem in wireless ad hoc networks. Underlying game parameters and player objective functions are defined to characterize the security requirements of a wide range of wireless ad hoc network applications. The validity and effectiveness of the developed framework are verified by generating numerical instances of the game model and analyzing the equilibrium results. The game outcomes show that the proposed framework provides useful insights on: (1) the expected behavior of rational intruders; and (2) optimal strategies of the intrusion detection system to allocate its security resources in different operational modes of the network.
573,Smartcards and Secure Elements,"This chapter presents key technologies related to smartcards and secure elements (SEs), especially as they relate to the wireless systems. It outlines the available and future alternatives for traditional and enhanced variants of smartcards. Smartcards represent a type of SE hardware. Examples of solutions for providing SEs are the Subscriber Identity Module (SIM), Universal Integrated Circuit Card (UICC), eSE, and external micro Secure Digital (SD) cards. Smartcards can be categorized by their physical characteristics such as contact and contactless variants, and by their functionality such as memory cards, Central Processing Unit (CPU) or Multi Processing Unit (MPU) cards with embedded OS, multi‐mode communications cards and hybrid cards. Smartcards can be divided into sub‐categories to distinguish between contact cards, contactless cards and multi‐component cards. The UICC communications are based on secure channels which ensure the secure communication between the smartcard and external world."
589,Towards Run-Time Verification of Adaptive Security for IoT in EHealth,"This paper integrates run-time verification enablers in the feedback adaptation loop of the ASSET adaptive security framework for Internet of Things (IoT) in the eHealth settings and instantiates the resulting framework with Colored Petri Nets. The run-time enablers make machine-readable formal models of a system state and context available at run-time. In addition, they make requirements that define the objectives of verification available at run-time as formal specifications and enable dynamic context monitoring and adaptation. Run-time adaptive behavior that deviates from the normal mode of operation of the system represents a major threat to the sustainability of critical eHealth services. Therefore, the integration of run-time enablers into the ASSET adaptive framework could lead to a sustainable security framework for IoT in eHealth."
597,SecuriTAS: A Tool for Engineering Adaptive Security,"This paper presents SecuriTAS, a tool to engineer adaptive security. It allows software designers to model security concerns together with the requirements of a system. This model is then used at runtime to analyze changes in security concerns and select the best set of security controls necessary to protect the system."
598,Energy-Aware Design of Secure Multi-Mode Real-Time Embedded Systems with FPGA Co-Processors,"We approach the emerging area of energy efficient, secure real-time embedded systems design. Many modern embedded systems have to fulfill strict security constraints and are often required to meet stringent deadlines in different operation modes, where the number and nature of active tasks vary (dynamic task sets). In this context, the use of dynamic voltage/frequency scaling (DVFS) techniques and onboard field-programmable gate array (FPGA) co-processors offer new dimensions for energy savings and performance enhancement. We propose a novel design framework that provides the best security protection consuming the minimal energy for all operation modes of a system. Extensive experiments demonstrate the efficiency of our techniques."
